q,r,target
1.8522829651797804e-06,2.4316288961497814,2815.5507489536926
1.2398593781351854e-06,2.855538395451712,1366.6177009338805
1.684048053305432e-06,2.2962974360615234,2870.4422660055175
2.910384985991724e-06,3.872008859287021,1744.7305878639368
4.543795837626058e-06,3.657124502420561,3053.4438382083954
4.3207786365309255e-06,2.8359427905404937,4828.560798313346
2.4049144504143903e-06,4.095418994603818,1288.7051669906787
3.923328172682126e-06,1.0143974276921135,34268.017237490334
1.0637140964135208e-06,3.0271506909500685,1043.2957824587686
3.5655901256869986e-06,2.057946312557531,7566.829619954941
3.430142327744455e-06,2.929300037025206,3592.816568760792
2.556931060922038e-06,2.3333747958065847,4220.856936713836
3.996047448497043e-06,3.1067555189638196,3721.063639921637
2.324201789079705e-06,3.667834573026874,1552.7622701173427
1.7128831555520022e-06,3.2305654791655862,1475.099313303296
2.287241261492538e-06,4.066484682686445,1243.152231318706
3.15050895670945e-06,2.416754922066302,4848.039095717506
2.726649854152095e-06,2.362638523823314,4390.211341467883
3.3084723646978136e-06,4.64965201581329,1375.4259931534498
1.9268173535706203e-06,2.101490572273298,3921.3560351955743
4.533143435818722e-06,1.1005951067851707,33635.270456793965
4.3983882089993495e-06,3.7961545674789696,2743.1932417197045
1.5190327327860698e-06,2.5016689830436687,2181.514292594817
3.769639261683623e-06,2.5476723198094273,5219.913103672042
4.663054107266875e-06,2.29120436627307,7983.50159900794
3.6557621454577485e-06,4.985947495768077,1321.7007854671338
2.4568965517879367e-06,3.5418362924032514,1760.275002472576
1.4105122646607123e-06,4.370548392700816,663.675244520166
2.1266647267490986e-06,4.985933727263191,768.8765986160178
3.432261130197654e-06,1.464561769035913,14381.876469647055
4.816052528903256e-06,1.937856360637138,11526.532202202212
3.042111416200734e-06,2.3052230386355865,5145.171218608664
3.0356588397145425e-06,1.7354252319378776,9059.240002841263
3.810595860762234e-06,2.382358599235089,6034.332589338436
4.734102969704642e-06,1.28038383339649,25954.218370124727
2.2439418935414006e-06,2.8514731465434315,2480.411025076288
3.6869518433894805e-06,4.356437099922696,1746.044016374164
3.998501107500259e-06,2.2737801156609807,6951.057971352778
1.3019346056696467e-06,1.935764681952742,3122.731652419293
2.8818878050319094e-06,4.268063150822454,1421.890047005193
3.532557858421337e-06,1.1444612422541671,24240.285060515467
3.579975278747376e-06,1.1115145133511102,26043.561260577833
2.0282634066682287e-06,4.543105207173323,883.2209976375872
1.938013269265508e-06,4.091914561232478,1040.289584698734
2.8935707513329966e-06,1.8969075438064582,7227.571502250133
3.589587345884214e-06,2.9188172646472252,3786.8781495336843
3.608008366467352e-06,2.436119601977993,5464.128972842376
4.504932294708152e-06,4.2198298018417475,2273.783008367295
2.656921224366045e-06,4.628492720818391,1114.679788014574
4.3460718736772364e-06,2.040200970821313,9384.294378034598
4.645575511071935e-06,1.4389940486106605,20163.78910359828
1.386982400342339e-06,4.404034717274047,642.7174640959092
1.1711950040991734e-06,1.5094831345931707,4619.801328938478
1.6302242021409653e-06,3.515767537896508,1185.3801515270823
3.4651395620981027e-06,1.4797895147032114,14222.35313665413
4.338567563730333e-06,2.493799040027772,6270.094357795559
1.7230492897801307e-06,4.160236900468941,894.7716096982596
4.7845384576997896e-06,4.446022250702456,2175.441476213081
3.2525142424458963e-06,1.8095820242272684,8927.159172376036
1.1529917659972618e-06,3.648851746525147,778.3311064656215
4.494959565100115e-06,3.4538178128577712,3386.7064715189863
1.5624977321709356e-06,4.332778714485686,748.0609694609121
3.6648059088926515e-06,2.5212010632348054,5181.87144000999
4.521358230342838e-06,4.8605284722910245,1720.0954741921494
2.4981163116048157e-06,4.687061408446373,1022.026099137612
1.5400957368889605e-06,4.704369950853543,625.4540406021896
2.9211480889199792e-06,1.0341305805108485,24550.10934242466
1.2487575074386376e-06,1.8224716757101547,3379.1475514238314
3.8099452982737495e-06,3.789331788624246,2384.7567806334764
4.7794824460619696e-06,4.192363377810102,2444.0700664582323
3.7463025498907677e-06,2.670149082465438,4722.613956365974
4.098495523814991e-06,4.599150139962857,1741.4856837947293
1.378988285808975e-06,2.264550099330171,2416.8368215873033
4.368905391440955e-06,1.473717304870505,18079.85287815204
2.58729446461238e-06,4.362764627572304,1221.7234533670567
4.95874530178501e-06,4.287858405078033,2424.0498642370317
4.718516892006958e-06,4.306120567685333,2287.0926668489137
2.431051428566481e-06,2.583486904023247,3273.6499295024732
2.654841674329533e-06,4.118214374036531,1406.9262882954126
1.6028332135087837e-06,1.2694547693170035,8939.320091314647
2.2583927353258958e-06,1.9375286672113616,5406.968165235847
2.158106612167809e-06,4.989264207270274,779.2028069364504
2.6777923260782467e-06,1.363300582114511,12949.239718493927
2.696176338986527e-06,1.0468380050868147,22112.60708665961
2.8634953977095704e-06,2.642670630080482,3685.199737620747
3.282319743851619e-06,3.1960089770823243,2888.1219182605937
4.66103813219812e-06,3.1410222321650747,4246.110124534241
3.4848881830701228e-06,3.9699316757695193,1987.3456166331691
4.16290279315028e-06,3.839561718668973,2537.953041125182
1.888820363955476e-06,1.942433340685171,4499.342221159992
1.3020049800479328e-06,1.9430199752910982,3099.621987162473
3.1678589227813655e-06,4.496331908810083,1408.3147442603467
2.952296275274276e-06,1.451142995145568,12600.568434784835
3.3167230475781104e-06,1.468447100719318,13824.30206571203
3.6487996220345244e-06,3.2939432973009874,3022.5145131092354
4.62828661196122e-06,1.6470936637361877,15333.251906232983
3.626412456261762e-06,1.2637896197170364,20406.956950024476
4.325667981647287e-06,3.8007248356556205,2691.35472813661
3.057210852227847e-06,3.7864162355617705,1916.54624770867
2.3416860852527565e-06,4.4160654815088245,1079.2157744938343
3.016815942383834e-06,2.9982292508046626,3016.2668364155525
4.689945654521246e-06,3.748173572252072,3000.399194647621
3.0047664934546703e-06,3.7965687093775355,1873.6083705529509
3.6826470588848694e-06,2.029727309099992,8034.064736395382
1.3845025024227508e-06,4.624616064677192,581.8258282783983
4.160000444329665e-06,3.077147104334714,3948.6394358783555
4.637572417085461e-06,2.324900907482963,7711.385751039551
1.752470564393789e-06,2.9693909561708787,1786.3501361016636
3.445525701930044e-06,4.3197991229269075,1659.506693062658
3.523976535555578e-06,4.202227641868376,1793.5953774402542
4.087553578680482e-06,3.0381042134185576,3980.2352596270716
1.3662092392702125e-06,4.317290880822775,658.7872952877091
3.577480700246788e-06,3.846118727604004,2173.6146110819413
2.6799507585470567e-06,4.169099674090692,1385.7754911760549
3.6099311214378513e-06,3.935734763531669,2094.584513347491
4.626372152397554e-06,4.6887165472350505,1891.3993101379413
2.667409767997285e-06,1.632695154664007,8993.52917301142
2.553794001566977e-06,4.518014930701151,1124.4526111441485
2.203901638909702e-06,2.578454182133865,2979.366902851522
1.566841946669086e-06,4.721165155480914,631.7967997782578
1.6913670695613746e-06,3.9061066385313197,996.3233255353265
3.8289599612209824e-06,2.6700568081112643,4827.146064727327
2.9519701624202247e-06,1.3612470631471458,14318.208102828416
1.9955635941995727e-06,2.9596746499225555,2047.5204368240745
4.989291654920169e-06,2.2482073686454225,8871.902827189766
3.7352020185118914e-06,2.1874088349978753,7016.245717299191
4.66055399802295e-06,3.257718321747043,3946.9452465380477
3.3245034966203907e-06,4.776978925855577,1309.3952517133155
1.7062596282297356e-06,1.539771338039043,6468.1974815676795
2.07022914865743e-06,4.204955309277123,1052.316229935648
4.291925502632913e-06,3.2969834733038126,3548.6997266107383
4.2796033401964264e-06,4.364989237649896,2018.7743666906838
3.820911997993485e-06,4.196753983476681,1949.8025361874656
2.846340408795498e-06,2.5838254664600386,3831.873010643091
3.0175839732268785e-06,1.69179481628316,9475.77201049597
1.141973829164677e-06,2.19065834340853,2138.7374276471346
2.477313228269796e-06,2.9526501997891828,2553.9214850241797
2.524313970713459e-06,2.9140607572088117,2671.7559446542073
4.679224174339636e-06,2.083134199396939,9691.477070401734
2.7115107153438787e-06,2.3980012650744498,4238.021226685195
4.103905825238799e-06,2.0010967718689354,9211.106883809767
2.354317317881517e-06,4.927853134839883,871.3649834838798
4.129712488445005e-06,3.8066731030394294,2561.4109886999204
2.6455284926128003e-06,3.919538869787609,1547.7225502147269
2.876928498791362e-06,4.6363436696312466,1202.8970102146347
1.7346012862502992e-06,3.111147524359021,1610.6792822217292
2.3498223487532386e-06,1.3396727945793958,11767.607442965938
3.046570512011886e-06,1.874217328211607,7795.104736188479
4.3424473766955615e-06,1.9838758213101046,9916.449707818616
2.562006115864611e-06,1.4719895027655303,10627.261192691325
3.1500472255453385e-06,2.4918132600947294,4559.70449611527
