epsilon,E,L,m,Z1,Z2,q,target
2.502578555238563,2.5095137429046446,2.3549867305518584,2.4948426118953106,1.8732802413951775,1.9854244708829232,2.038465041691718,1.1369046873924515
2.038683114966889,2.390556808126421,2.413190196434324,1.5500262732691137,2.6723354973142226,2.079309895709061,2.4873439442065273,1.0311012056237898
2.694375302408897,1.112510093707835,1.7713948294433322,2.5021544537098803,2.7799700882878207,2.6396258097897656,2.438921482452468,1.0053018904090785
2.3960599958159694,1.7364536480192403,1.8546397922314897,2.5816136030798678,2.5370666520709246,2.22536026910245,1.9361626186374716,1.0292250007900638
1.1405829505407035,2.450842768922657,1.5805099361945816,1.2338977406772704,1.5260824325974283,1.4941681227504817,2.36859086019078,1.038694323594776
2.195308919434112,1.1424576891020723,1.4490731730514452,2.152110239168215,2.469424646139311,2.3356370488984775,2.086911380172707,1.0084779754099935
2.0008547943847463,1.8212384493546467,2.2503976108469654,1.3170331375424513,1.9203455885732332,2.923968090004658,1.157061419789035,1.4114700248145358
2.835770680988503,2.442715790062962,1.3113976856718619,1.864770931686717,2.51763611477954,1.2727832361839417,2.3075922601124685,1.0603957979891792
2.693685209296615,2.552013096015963,2.8612702611738987,2.480898465270272,2.773101786987357,2.1198280758507178,2.8668165731878537,1.0258450042230114
1.6084478679308944,2.8458708978596357,2.7842490327114913,1.3285264635497962,2.7265789345552656,1.524490769196145,2.7054726353489857,1.0453808471253991
2.163867241111188,1.9214366563170773,1.9576878139385647,1.1439097728617313,1.1496416705016264,2.7398796173098217,1.5907967933592528,1.3959871765155443
1.4992814044312934,2.0356562192218592,1.370502653354973,2.140245320809205,1.3198014397530857,2.7075372825814474,1.725245001909553,1.0348888816845352
1.259880815267249,1.9581438026261613,2.314178977584655,1.0113988147572408,1.3602351662711503,2.5486430022011604,2.068165467755121,1.0722400035272912
1.1764991433849958,1.5327159878734542,2.0214511249966858,1.8067432990730794,1.9483359237550402,2.9820622261928156,1.2958102128740068,1.0492031894163036
2.591705376516364,1.5137437510462781,2.5923489933087436,2.1589298284789997,2.127867267168006,1.8535271174304169,1.4427068175891822,1.3925862867055248
2.077462457018675,2.7405243966899056,1.2187680780284433,1.5319664142812515,2.2995784187104173,2.032984821459479,1.0374987685450043,1.3804886741461917
1.8408853143586608,2.93962938905458,1.9466410604338091,2.6342034123963494,1.7265941083233247,2.099784897268391,1.1407446730351076,1.512514341103867
1.6708287886808086,1.9773257794414703,2.5348573427132024,2.9048636409286974,1.676411704763634,2.9559027917973406,1.289569838812966,1.1660233427255415
2.7896680348982965,1.7757882914173164,1.91388089765324,1.916480625677175,2.321758241860718,1.9654433277954506,1.1338687140905739,1.5920985269439147
2.3984400544075815,2.5133420390824073,1.4157163181077264,1.0067902370149249,2.403440227854765,1.6386146688133463,1.2076513456596263,1.65676870961808
2.302580973649164,1.6199167941069068,1.3368795258810326,1.159220476897885,1.9713747854929737,2.9239515042714017,1.0353458756144678,1.3014092745464485
2.660150484885431,2.362796052947246,1.8843963324956838,2.238483551320668,1.8893511297182173,1.5159165127764866,2.0812212895282154,1.1596013922976636
1.9221062382440897,1.5851630853068586,2.9857725345775763,2.5425406676706057,1.782570722514144,2.705512092585618,1.3496051110312988,1.2378256288570797
1.534858624823213,1.854952509630538,2.2324350475377486,1.4551936059906523,2.753330307306769,1.9306649129144167,1.7890243427274781,1.0504308025447213
1.6215819232976751,1.1492037580689458,1.9927867144464422,1.5923856735324506,2.807881396621143,1.1401226988112794,2.307146163655056,1.025624658364549
1.1959412448062108,2.854278757899923,1.690648407350767,2.8673167086895672,1.2584011803268218,1.0180807512702905,2.2591011704550703,1.0910474336991984
1.2754416411236336,1.529644998004047,1.1598135376843004,2.2306523216742136,1.2947533476970658,1.0299763632657501,2.0205446094184265,1.0494033586148126
2.915191330393105,2.056614092046633,1.2297110071198352,1.0041171698048938,1.3758730541541773,2.0596892978571084,1.7195545321220755,1.3227799966351648
2.731745324266652,2.2838503469136073,1.3907489877078714,1.5741519980536511,1.6732155224644027,2.2204763388138113,1.6097663669058944,1.2049218324186999
2.976598591892037,2.7774075574773085,2.5946270044501025,1.9690862746967215,1.9557508796566698,2.014726381410056,1.3067033526553138,2.1719354627836456
