m,h,target
1.8123051868934477,2.4026833543183397,42.70355672237647
4.553412468731688,3.9724903563226976,177.39281248972512
2.5427156764085495,3.909804053557942,97.49648721535189
4.260599970594619,1.1979176445194772,50.053436169108814
3.5177565336933045,2.8930828514599463,99.80741893946764
1.0560822878346343,4.610225644167032,47.74810237163312
4.230056990969635,2.1952947066486668,91.06997641880639
2.7633932540653094,3.1665090142464805,85.81428672681838
3.113534989440439,3.2070249292545414,97.92470271687397
1.4724881726047188,1.652110207773605,23.85761384888985
1.1746761286054173,3.5845385850608986,41.294059401129104
4.842052481872722,1.4948412767514516,70.98404585758021
2.907329224876578,3.9417447947711324,112.3877280695357
1.0637000202400606,1.965729651943184,20.50591399816674
3.355075416660504,3.044217023627139,100.16455649361073
1.8162960830742105,1.1116990718456363,19.802045986242806
3.167143817138427,3.3240675594101625,103.24613478178567
3.7905827928849303,4.070211416366462,151.3070382246766
4.927205823501909,2.5783832023206386,124.59033192410664
4.633552246509071,1.2777127020354158,58.06085833683825
4.798035690235011,2.7972474883747327,131.62262323267916
4.519557697895131,1.758570839495552,77.9456670109976
4.534565295745372,2.6327267092122875,117.07862535218581
4.799121500751343,1.4398357902226606,67.7658492326958
3.747205473494498,2.145639976796833,78.84978895603308
1.7658189216784295,1.901481430742971,32.92868822156327
3.176918964734465,1.3129619003704884,40.906699115284745
2.909877825653537,2.847518804598101,81.26013343358194
4.532498618839158,2.665814421522216,118.49602140086876
4.815429727607903,2.4136458373449483,113.98422998068523
3.6641866243957772,3.879403257241771,139.4051077557433
4.366978685875013,4.243172467605275,181.7221774260201
4.97653907274352,3.0277094359033163,147.76711282529436
2.2073851855824977,1.620612745955921,35.08274357246379
4.2199101563290125,3.781867436768965,156.51129388749519
4.551596508717955,2.2524293896599863,100.54283256010183
1.2326656380639855,3.916787139279697,47.349068020797404
4.418852978284894,2.4840550158323986,107.64824098569288
1.4673034229421753,4.758812428114024,68.4785716484868
2.5921426275779025,4.020356057255366,102.20204523191445
2.9162501831454346,2.236575822077222,63.96532047991849
3.10394407340788,3.2335361124066635,98.43006647886499
1.850185241359557,4.080083366813772,74.03216065239701
1.189696924898402,4.090799498070312,47.72882119673834
3.535875116836238,3.609414481472512,125.16123781555258
4.495145677062544,1.2696136020805038,55.96951101699794
2.850887393601882,3.1729207671548876,88.71058967531077
2.3582226762573866,3.2532986695541366,75.23933043163568
2.937707672149243,1.7149166389072148,49.406918385068856
3.9744600146242597,4.422262278645835,172.3688578186632
4.794943179812702,1.3181349018878232,61.98398586093017
2.760493063205134,3.736590543146841,101.1575601149894
2.4976658211522564,4.3130915897017825,105.64749081168414
3.038839876154664,2.889794033907254,86.12136052169862
4.92982338339003,3.376554758808929,163.24554306191368
2.7647180910597773,3.5494962593539254,96.23958741502778
4.611330576695144,3.767907272278437,170.39727240723727
1.1724993928189291,4.022739107607222,46.25627639328458
2.8438666888637494,2.6055539884222285,72.66838123571455
2.908580658451254,2.601362738527474,74.2024427130169
4.166829486902438,1.5338675201825644,62.68011078945127
4.897142663690192,3.512276264128528,168.68155663493425
2.7956623402439615,3.0077120385198963,82.46262313954172
1.3277190260885021,1.3557634718999516,17.653315484565848
3.6196034715470944,4.321022197760717,153.38527479557166
1.2271238278046122,3.6895120381501143,44.40107613980736
1.1390063061572975,2.3086139671252974,25.78776017804686
3.0548150100467097,2.4843887045084334,74.42873490750131
1.7149845547115712,3.953850161212092,66.49922673330828
1.835732123036454,1.9779761532718396,35.609553999521815
1.5126386827711493,3.1315829164414346,46.45530255980714
3.711859280083766,3.471201972795736,126.35940219930629
4.560901149951066,4.624561993310028,206.85091230120864
1.2805102398111936,2.5999156454228776,32.64964687501763
1.2133755004006437,1.8586996059972538,22.11773263626134
1.2402057962071291,4.365495345231199,53.09620256702886
1.089782725305756,2.7789754251349796,29.700297597027465
3.215295457596997,3.7015576377189188,116.71900550440301
1.020963217650967,1.9757384424271733,19.78225161263006
4.625796012076345,2.5125565917319848,113.98258578890453
4.52467246887952,2.544724850657475,112.91825375721409
2.404552729994159,3.993049024628977,94.161880423619
3.129562250246687,4.062057670399863,124.67111820376768
1.9280554526599172,2.8779395525554987,54.41734684728378
4.035059584432511,4.735872033364718,187.40711990183917
4.589004945307147,4.0193189111234995,180.88692144765972
1.0213277156346017,4.10391315966414,41.10545455648871
4.288244563985424,4.29260748282335,180.52481114962055
1.13112427857727,3.9392850713158722,43.69823639403409
1.8464962614317733,4.622592109854262,83.70861987324788
2.995795109192036,4.950055743343067,145.431462773627
2.7339514058772494,3.8397947342727905,102.95204436352684
1.8952108390610758,1.0911742055133922,20.28092681588097
4.857600833925605,4.43850334650274,211.4436034049638
1.4405642381111545,2.0142998596274047,28.45724985599155
2.514245422296757,4.271644426078176,105.32681168778343
2.5673363782963383,3.5642406121296286,89.73997916040338
4.805436533403153,1.6749605596192967,78.93572573565523
4.0471265789789115,1.6781028670844682,66.60418867626449
1.7111215862451834,4.199436792693083,70.47062029990622
3.5907616368858006,4.369685196526623,153.87671358154745
2.779461852264013,4.186867685586358,114.12640299621711
2.794158641348999,4.879260046999538,133.70301489875027
3.7175409138703808,4.689117315175951,170.9554814955091
1.3734884132021117,2.2493610937611312,30.29844601380344
2.491867310729179,2.6880215229513764,65.68917839381923
4.032942896296075,2.4582337827765697,97.22577883780298
3.881354829014215,3.255113861100778,123.90410842031761
1.1561966133428387,4.74875518638574,53.8452811707643
1.6151972101107894,3.317329351715512,52.54728990411075
2.2639448581144204,4.524029852933516,100.44480548921327
4.947260066267479,2.2613783992439282,109.71705847247884
2.2925421382561395,4.721600500605321,106.15555873171357
2.114026861443167,1.8962003260832407,39.3125208843373
3.282930737301487,4.26221682490838,137.22506164901043
3.3960085122618144,3.2752025079462213,109.07949115356736
3.6428657696363036,4.913960558776442,175.55411367750432
4.0966149648466175,2.439657908414428,98.01448352150308
4.230732846651231,1.7349491793022045,71.98442425077644
2.1467500883677397,4.540832823968082,95.59896224080562
3.3074264567071703,1.910429865605479,61.966571799601745
1.6409050429839644,4.378644473172535,70.46270459371648
4.194401946710043,1.845522427088703,75.91464207662955
4.9186216421564986,3.303486189795543,159.35000713406984
1.5615800004390215,3.6702609389711216,56.20789941371134
3.6291358037297967,1.705885285289129,60.71405201136754
3.035709213329373,2.1724146095826264,64.67539037903522
3.021891168219053,3.2940638831989424,97.62184516853809
2.332834242903499,2.236680645561608,51.171015600377956
2.0619339298037325,4.046215794547567,81.8200916214755
2.9944875599698055,2.5447463802813224,74.7314129941532
1.4458332716842164,1.6452923250349283,23.329071903481655
4.264368390821216,2.946228776508091,123.21323432742258
2.9281899914989444,3.3019933006008904,94.82254664734143
2.9210656141137967,1.9536872788739927,55.967065505411
2.4318837931815356,4.133810911588253,98.58925868201072
3.5248409913688823,3.088955443056136,106.77936884608708
4.511017243524694,3.1736277589163815,140.39985156781918
3.7419246565870576,3.3689150916741486,123.62926277047308
3.7266113245101065,4.556470711139745,166.52477581639704
4.66898699340806,2.2965441218370635,105.15589716196337
1.6125451102658248,1.9941029538969124,31.53520254997013
2.9591086617532874,3.385314583047805,98.24175690941168
2.0282354675959953,1.6076436153920537,31.97748679852565
2.0742678903596343,3.3127204529328074,67.38850300716703
1.6592571322272915,1.988233582518069,32.35320230807016
4.35290182548472,4.881754869887026,208.39678550785447
4.210811177162087,1.8398755084542389,75.9784414632308
1.1081213002213843,3.9006658351842685,42.389883667011624
3.0028845184913653,4.422610786207609,130.2427408461429
1.8072542732768269,1.1681042479465615,20.703179088351668
1.5331705907099868,2.2950651296451667,34.50814941777629
3.5345877196141466,2.475593848307337,85.81324685210339
4.3987743905272,2.704944624628942,116.6880122855959
1.4656544049442983,4.313898865139913,62.00657056104916
3.769978364213043,4.019508932140023,148.6099989794663
4.03019315585456,4.699533356720972,185.74484645586705
4.002119590249629,4.071258315010452,159.79194970142254
2.0907509516542495,1.8119971602373597,37.153179957688494
1.7079273816147316,3.708734273021811,62.119978138776375
4.494798457259756,3.1946403325501116,140.82130634587887
1.895654184877198,2.3725521560363303,44.10735931857496
1.2386610222785421,2.6733341621607734,32.474456780486655
1.056221657772575,1.1562478121076252,11.976837790688542
3.3929011506812468,2.929106959743343,97.46363685959932
1.6840527973307422,4.001739333970936,66.09074911394666
4.885490466288836,1.9671472949585902,94.24997103748659
1.5496325214405653,1.7218504200058429,26.16738464524736
4.479973526295963,4.016180343055806,176.45128648575448
3.9597402806877526,2.546641109317899,98.89415459567714
4.677503504551405,1.8792515299166963,86.20554648708541
3.261608520834577,1.5778750626277276,50.47085021621764
2.8016726723885332,3.1125972046049015,85.52173292698409
1.2115247866007253,1.567438486574987,18.62340059802945
2.608883582794676,1.6972676418124215,43.425137941868336
4.711159138176143,1.8912440499339325,87.37989620782011
4.21030867242453,2.44003699292429,100.75034050337536
1.9325925212437913,3.495901844435543,66.25759991999028
3.8901225046565373,3.148412797671991,120.11330646643734
4.767931353784713,1.3101099938591028,61.25956786456603
1.5316952602231404,2.989796248478668,44.910732276911276
1.1763626876562232,4.808109836321954,55.469186461166984
3.6029781859327352,2.043967830845952,72.22239137195592
1.824550115890581,3.824300469358542,68.42959646782359
1.6577183895011909,3.1600314130228693,51.37340250603393
2.5138203791399065,1.3766360834723157,33.93825955555116
1.178644768211481,3.3955674694534888,39.249259938039295
3.385252008168672,3.542525850509126,117.60890534361542
1.368628143462891,2.5953794609348964,34.83553662298266
4.067957136827673,1.082662111994567,43.19221560101678
