m,k_G,L,E,theta1,theta2,target
2.3542846541351206,2.669823710775817,2.406085520638352,1.3183609260156226,1.560258621703367,2.10795320054262,2.366616302697936
2.403715579464196,2.3331144092503653,1.6108905591778235,1.1612110018449098,0.7326139189979342,3.6948265951202517,-0.40880187663102596
1.0521957958459112,1.6452940578913688,2.5785883355217143,1.8941668959945261,2.6973264180707366,2.4516035589766796,1.052693533754716
2.420888727030443,2.019113889020275,1.802302091800995,2.0649024833029412,0.3707453429173446,1.4599948330559445,2.575305538087712
2.606782931139615,1.4410686628358291,2.548772438962449,2.564924682554283,0.7243604762371463,1.8190553890152852,1.2872335379435325
1.035591479143152,2.0360152790897716,1.989336993372572,1.5682412766754663,1.8349251178558044,5.8313762091248105,-0.15701723260772124
2.2608175472608143,1.2228941971201497,1.0841268207887325,2.171068868926393,0.09750910180303318,1.6702046615775112,2.345230987853356
1.5244298842536932,1.2097365128607755,2.104654854830954,1.4641174373302606,1.9928829701189743,5.366313987624969,-0.6413688587636834
2.792672376046249,1.3949499940780767,1.248940006092881,2.130111727966862,0.013700047972638352,2.3053640622619733,0.03979215585420381
2.2759652645220356,1.9844139998473762,2.1328415199332396,1.7803347927152195,2.5134269784950627,4.090058333270717,0.9831368842542915
1.7389947181551146,2.696926703472844,2.358554622099226,1.3084361223442555,4.6017736729918,2.42735421788101,0.1412333546878745
2.1957091515415725,1.3291385539022504,1.4463018173122408,1.381060972468377,2.243357456508339,5.413150547900364,-0.8052823557545705
1.7854783927895714,2.9163708816130622,2.8186940239194564,2.296831045830981,0.4137753554647745,5.405739040225243,0.9890336002490228
1.8843647121894223,2.309281665170127,2.500570893763109,2.0121535958947905,1.0231075560235148,4.631059726558113,-0.4676781392325863
1.8574020274764949,1.62898410458037,2.331434083136098,2.9475714608783705,4.3772056408501,2.4529009697890336,0.0288524929268875
1.0808562864887015,1.9344402957111313,2.816097495580303,1.2255335597492374,0.5046071256003841,2.6793012047973344,-0.09709390000834602
1.2088512404544773,2.064614737669064,1.990380276079854,2.5974120123865387,1.1074543958903447,2.4394599455609765,0.9629956066600827
1.5283573120059104,2.557861493271721,1.8289647938875577,2.6558310868169053,2.3974027858247418,5.864178652562961,-0.6767405483064508
2.6702889762686084,2.090895842583051,2.7309472917640933,1.6348208036619116,5.551258522705431,0.03816083605011866,1.6931087922321661
1.334753094502223,1.5508713257537472,1.7858684170389914,2.4217455377660877,5.697257265123647,0.6579685671716906,1.1514889904689765
2.281064202095182,1.0733899573811878,1.1377276697897973,2.0556359543652385,0.4344335385010658,0.2163430054693245,5.103449369209588
1.1894739335217597,2.4575125294486995,2.957181321229031,2.719077457349261,0.3113220940216299,3.3122817736765624,-0.5793501350923336
2.3477433939720216,2.9971737680787482,1.0860221295724013,1.401661871598071,1.5280005283642146,5.4479847833722825,1.3970779839591039
1.3129698134656278,1.0646742502634723,2.0269371226753554,2.0218877717651056,1.8011642480402814,0.3929931508316362,0.5323687552836495
1.655334969454859,2.9440400115973144,1.4621462416226618,1.2363885141715025,1.6966233797153514,5.102978479701266,-0.2941763273325893
2.9953739148295107,1.567398329289476,2.0664015711073462,2.5461067554067096,0.3521939422557323,4.8943291723680575,0.7290393682800655
1.3882671142846525,1.1462400635355838,1.3978365848531626,1.8539510855189194,5.000250176820661,0.8968015568714762,-0.22432580852235956
1.1519723632267111,1.2480046697483882,1.1273301040207742,2.380765447674566,4.388013416022829,5.406772167400106,2.371785537286831
1.349066491804654,1.7916438292602972,2.7498406211616477,2.118063852226114,0.6863728707854142,5.669037222028853,0.5669524518530402
1.5997656300644958,1.9492294981028668,1.3745627289092537,1.0460258859135863,4.529736546684919,4.4045109526561514,3.753981778206834
1.9486208746232907,1.8337699780977723,1.025127744991362,1.8823690098199062,0.6969740979535382,1.5333031184507226,6.28622916457038
1.5046484101541122,2.5476195875658263,1.0573476950261074,1.006491175978314,3.1690355225253386,2.340706237456244,6.000204562797495
1.0077417566070497,2.8380187386257685,1.571087450183778,1.8486133878250277,5.223428863713972,0.8038679973253797,0.6711927827628253
2.859267537832123,1.8573361869009786,2.85184735680033,2.8967034932793894,1.3043761047324183,0.9026251402447418,2.097438178086531
2.300408380684038,2.721627332631388,1.3563141998391794,1.1572518117772317,2.6121306787261487,3.0260793940778523,6.88695582521814
2.5553815853251844,2.80722557805669,1.060720188593141,2.57439364007503,4.258434068254229,5.507688362504949,8.662203899025384
2.2938609232571983,2.3223469266049883,2.6408295111324893,2.3453273241068135,1.404967189811212,0.4085190993682499,1.5560760418840989
2.153402828682916,1.1391227822364898,2.85829211502777,1.6431778054487822,1.7676059057616482,4.675305517257039,-0.6510624770392673
2.728233288729294,1.047024759295086,2.8122292033325422,1.0670766125895246,2.0572479851018954,2.668933628419466,1.1233457922991261
2.5666704330384156,2.1746518167527125,1.8149831237429095,2.6907903209274275,2.8901625419918195,5.313486009552359,-0.3068085355211664
2.5001325869299658,1.9511747455675361,2.889934133264391,2.4561527272401826,3.394448945630008,0.5950835933876517,-0.6838417054830674
2.0277872107027743,1.6931041365150312,2.2374445502607134,2.210583291656311,1.1701759676661048,1.972904296629602,1.730508385675764
1.0399878949760544,1.694635084514634,1.7548824545367026,2.448751683453266,3.4921513854399073,1.8148657226842522,0.42266636765334364
2.0551506460153472,2.3552292507235872,2.8060878665527547,1.4143721418527986,3.1681858321859293,5.189253138076712,0.1549196426094184
1.4753753644698058,1.6695233631816981,2.559796426534275,1.812353885424284,5.037941029969779,4.813009621921355,1.3297544242995403
2.0736278554948084,2.68303220353289,2.84665513927117,1.465201362410857,1.2156904894426257,5.442213639436977,0.17051789791260746
2.2411666153715366,2.4407704718366956,2.957942712273466,2.024469402809461,3.0813394019515377,4.8175319633499,0.4284557693144181
2.8926530299064614,2.1464138348693034,2.4929401127221054,2.306529420929286,0.5390083298076689,2.3004624813291414,0.6629638166990526
2.2724909501798205,1.145450604930266,1.1029038648679816,1.1753693404775767,4.735372602270505,4.50496073298424,5.055965948829594
2.736062067324097,2.4798229937783565,2.759616447823901,1.532737427607554,4.15815010192971,2.0902731451468504,0.23447635375015957
2.642818705841735,2.4646493223331287,1.161497956741974,2.2584347003999765,0.2431734209802161,1.5258472424518204,6.439627941445047
1.273069951890641,2.688571111769247,2.087762756542966,1.4091105064081393,3.28323308418321,2.449074727250176,1.5913484135982612
1.1874769362245823,2.419245223178918,1.939246690539992,2.8737620945543325,2.059383878915988,2.346849240075104,2.249030924768193
2.910498590997731,1.5023020510265874,1.7240843152074263,1.6163751679446972,3.6228536082106246,2.233854611490356,1.8883532046088287
1.246183813465775,2.305105779742721,1.893645034696043,2.8966871228266937,1.9477838560039014,4.193151549404254,-0.21660583209365697
1.9608268887158062,1.7337100547659479,1.046685641178169,2.0728820691945744,0.9373078157202537,1.0392656520476837,7.210586316448039
2.8476385752109072,1.622638097893997,1.3216984334613657,1.8253320746357644,1.7888890376383817,4.4995625233877,-0.6242290976197991
1.2263338616797883,2.700763990362965,1.1037503463208949,2.9852456140788712,5.2464477582395865,3.9445885224576838,3.6913392182313376
2.553902012347364,2.3470873511428314,2.5531277444481404,1.8539441864751152,2.694949172447516,2.729497793033248,2.434705905157896
2.124019683033744,1.6282427348817765,1.0162652366134737,2.861785590655084,0.6344286170447619,1.3168730231684496,7.0690395777041015
