d,alpha,theta1,theta2,target
2.3883069697449266,0.48921217214438356,4.457475320137772,4.63284289766549,1.2260957376245276
2.6191270166318907,0.35112487433696654,4.891756882861277,4.1033292286674765,1.8406124777550088
2.7359820472421132,0.026562329888972128,4.867909428249133,4.774886516359997,2.663605969791043
2.2705552764342576,0.7624407737500851,4.634675286336554,4.230550465182182,0.5588665607100306
2.663554505351647,0.8529394586129011,4.86283263395189,4.083591951968685,0.4517013001964227
1.7241235009763114,0.18745822096998208,4.854118990403725,4.606333524577374,1.407709687307186
1.9266697585917085,0.35025039384804285,4.007901880032088,4.773835444857828,1.3496197270204138
1.3236868674194064,0.49117075335518745,4.559131617667303,4.3809282221941315,0.6770623102507677
2.505679115776264,0.476137582416807,4.584670565891851,4.86013436432587,1.3287900689432377
2.9812292799978577,0.39295102182623975,4.298246690246353,4.673195018552664,1.8459295238044133
2.1508343132065457,0.1992840775530893,4.091355875758013,4.896849676554902,1.8148645031456745
1.4038619317410177,0.5265444751091644,4.971579375421711,4.241272473722452,0.7287738847008663
2.760739104556408,0.8281161088471243,4.678485830204678,4.3125912659583125,0.48919560547544866
2.226738628170211,0.04995152975125651,4.022234129335691,4.257022172794666,2.118274580518291
1.0793506177846286,0.5327717526662704,4.669634050613218,4.860299785028096,0.5074997746444538
1.0292902455977317,0.9065409762904758,4.485042975927673,4.655569633330214,0.09686450978041757
1.8839005607902581,0.4046119655734331,4.920634125231586,4.970285656197759,1.1220501798264355
2.8057164004153226,0.17095546760271926,4.929336547043632,4.616902234100569,2.3426214068898163
1.3883950280942439,0.8390193098572418,4.456799571658532,4.498999388095754,0.22359560858289282
1.962171342291526,0.16560333488346632,4.055596798123054,4.392307248762743,1.6503960977569472
2.282963254313424,0.7743270931227834,4.948273075535044,4.2397457199029205,0.5756674896213697
1.6762844006735687,0.5947326698345263,4.774550758645424,4.392786113236848,0.6980856053226363
2.21674814229708,0.699802849455724,4.7588333445327695,4.70861357638136,0.665807059836755
2.9247634754519836,0.6475806514919056,4.4870122074040175,4.535212501579749,1.0312139787413914
2.8203039321640535,0.2704633577663505,4.427249933574288,4.358635859107201,2.058546237114305
2.2720568629559255,0.9456778255335803,4.250424566705359,4.144550876616549,0.12375988519160157
2.921671230481115,0.228403130558752,4.305263929959767,4.586284797995285,2.2709157680323107
2.24114639864195,0.8969509871258547,4.440687655129823,4.772012879450185,0.23704390818482066
1.209830397414346,0.6326826604836999,4.387515038084791,4.032515713931785,0.4553952091741665
1.7771480565885975,0.15386925915511154,4.258136007366607,4.468075179943882,1.5081152152257151
1.7318483636726363,0.3722500594671322,4.004189234943269,4.6914222762066355,1.158505065591055
1.4269439222670561,0.3856978310018544,4.4818109318115535,4.288984579653637,0.8811201294406241
1.8727240024052418,0.12488824477307117,4.5846699614680455,4.082204003367541,1.6616450099670823
2.6168623309705783,0.1690613841609869,4.22199578958159,4.218167916726038,2.174454266922516
1.387093553990117,0.8713709120093698,4.262997900041082,4.821574922666682,0.19200935169061698
2.5549928378676174,0.06908115974979118,4.476272979120556,4.6514511171308035,2.380845471514736
1.0998613963446122,0.5688867400430586,4.4338027455924856,4.601906938139668,0.47660092147636224
1.5218185409697584,0.3322071457435554,4.943022693418479,4.656494091028419,1.026697428784507
1.4780203346578245,0.6756096034621822,4.002206029959231,4.732790956049091,0.5344527037535094
1.5177806724362328,0.3635650128655924,4.03909950475941,4.484568803596491,0.9917753532568161
1.408501799432817,0.421461377813309,4.602054423107323,4.393692524949291,0.8201321530162236
1.7416747345177506,0.278745966228364,4.614464497170849,4.836605165553853,1.2629546752586616
2.502117488980752,0.1440619352509869,4.389749538438166,4.8274387153049565,2.1673848319479956
2.5206963551846124,0.766817164126922,4.8691760193477505,4.364609117598283,0.6213908503405846
1.017094297664814,0.4653805689567747,4.716669817218148,4.590131275034884,0.545142591225225
1.9556711748887683,0.04677787839329268,4.778435734532235,4.3256681321422406,1.872620911708736
1.9007655321663055,0.22035497541487384,4.2010452064196615,4.376788249437352,1.4860555283343584
1.4378937653234094,0.3159759356774397,4.0945961200136445,4.136787050988717,0.9837641413579092
2.0003730739243064,0.30142552789551696,4.99358146279766,4.79084102341567,1.40407014619044
1.8882341946261048,0.013740220920804585,4.753788618981218,4.009259188496697,1.8689921910857927
1.1055642747547783,0.7467130369062012,4.816770553601224,4.997337702005317,0.2819848781482533
2.778536895200002,0.054241560686963466,4.940411168972338,4.144586860419203,2.6690640893749547
2.17147443487338,0.7025509191950693,4.0423917197889025,4.5252828634123015,0.6778882412614805
2.4567106302699804,0.3957379666129405,4.263544216017147,4.410902040772126,1.48907258238256
1.7961990193181419,0.34676181643124476,4.604346064600588,4.180799111934348,1.2006627526199747
1.645259476760046,0.6312683555024604,4.4148722040766,4.651328125575782,0.6132628392834002
1.6469817719942643,0.8063235443956904,4.212216999919667,4.346235964383361,0.32026354976193694
1.7684469352513221,0.31317149376549225,4.563335550314892,4.563277561657039,1.2146197673806907
2.0826763244750275,0.6212732712597815,4.70804419131612,4.431032106212945,0.8004589469532702
2.0622147713737116,0.06374578198808233,4.125301244208177,4.005237682019205,1.9315905742741228
