q1,q2,r,target
3.7052668452272994e-06,2.2011501326433327e-06,4.63938944846922,0.003405635099164424
3.274795595634463e-06,3.4851257120057344e-06,3.593065142107859,0.007945533847884823
4.832689229686893e-06,2.6041609283797453e-06,4.673308645286816,0.005179148649038841
4.174239033545833e-06,4.739344035402453e-06,4.916417348274202,0.007356117948511041
1.039023837479796e-06,1.4534461385361435e-06,4.9073852349888485,0.0005636049104713978
2.347509329716285e-06,3.851644732673228e-06,4.742399727269767,0.003613331883652305
3.86463779617738e-06,3.0430880457439163e-06,2.5272378983112,0.016549378244256244
2.669400210096883e-06,3.4897667352735723e-06,3.247220969272643,0.007940302018089087
3.3323111819031464e-06,2.907829956608723e-06,3.9969827955694077,0.005451306705557632
2.831036006187324e-06,1.7047545762292987e-06,1.4496430985697302,0.02064123563111911
2.908004419020638e-06,1.6968751784046107e-06,4.508046065303789,0.0021823222822029017
2.5490861990632186e-06,4.422075293334606e-06,3.371981907272578,0.008910268712184494
3.449369017384951e-06,1.2615644007963903e-06,3.4524102784109116,0.0032813677098643837
4.128319657972919e-06,1.649927261476969e-06,1.3171805817588171,0.0352856478117293
4.545257954467729e-06,4.780875830650281e-06,1.9436133418968926,0.05170075377320078
3.6611073154647356e-06,4.789795222870368e-06,4.833604142298946,0.0067458683882443025
1.747936677713395e-06,2.3623535812243978e-06,4.886386886953143,0.0015543381780500835
1.1223931031728717e-06,4.180891976011724e-06,1.5968153290753326,0.016540748874403696
4.242917928874033e-06,1.7564035090864572e-06,4.447187218457319,0.00338663755485459
3.852022749185812e-06,3.2399552459488375e-06,3.565504969562534,0.008823408385270792
1.5307562957112637e-06,3.975043333828147e-06,1.0549709601513793,0.04913800609607986
4.287210634301893e-06,1.1776869782335365e-06,1.7048773299954583,0.015612377394273989
2.0142156877814577e-06,1.0186804883537945e-06,2.465215549818873,0.003034483521259958
2.19244688409889e-06,4.813477874782786e-06,4.328140820793633,0.005063326274811027
4.808324459111376e-06,4.433795921840636e-06,4.206168821727718,0.010830454540769871
3.383095036577485e-06,3.845591281889155e-06,4.644118412862467,0.005421523838643488
1.5475772822260563e-06,1.051190381868201e-06,4.477025524773725,0.0007294662475668547
2.1537969238394075e-06,4.651271448918889e-06,2.4275613155404976,0.015278708322522545
4.938651147559442e-06,3.8059790592809117e-06,4.367153349043766,0.008857853200059366
1.927594166235425e-06,2.9494126168395605e-06,2.2981000326596597,0.009675287914219321
2.5374463879474532e-06,3.827286790779117e-06,4.692520467952157,0.003963931571189477
1.7493212178922985e-06,1.5622563846037859e-06,3.32958376417777,0.002215606344318992
2.1801359146172805e-06,1.2025847230057186e-06,1.8892100506688787,0.006602210629200789
4.669751335468776e-06,3.7918692918017884e-06,2.76239872795003,0.020855711047052233
3.957458151603201e-06,1.1638023344576743e-06,3.97847874564014,0.0026152432443570964
1.4468394639174292e-06,2.1932237432772587e-06,2.9607436172771098,0.0032535111524930886
1.3273441402259706e-06,1.8512521274317908e-06,4.148722720878618,0.0012831307303344949
4.324380580705525e-06,2.5424921563024803e-06,2.9868233593809403,0.011076819278243796
4.983837851983491e-06,4.106211603235251e-06,2.9435829907416315,0.021227716502896676
4.888106718096676e-06,3.5413281227651024e-06,3.5575160039945204,0.012293165842993977
1.62001384724499e-06,4.4861859020420995e-06,4.92312370632317,0.0026950393703629753
4.364793537961766e-06,4.523311920239741e-06,1.8079157147396643,0.05428933244946911
2.7119284894385324e-06,3.5619462805314046e-06,1.3299787862453498,0.04908251291358381
3.4242771906517597e-06,1.300663697469044e-06,1.1837986828156475,0.028564645946087163
2.2896991178668496e-06,3.766798645931384e-06,2.8362762392954486,0.009636168540303915
3.5071723043558965e-06,2.0152746637476918e-06,2.8611504002146733,0.0077599798014221285
1.1086243678787823e-06,4.662467355016305e-06,2.4181994205252892,0.007944500873669574
2.7237696254189826e-06,1.5514677356218084e-06,3.1094838373814904,0.00392814157310681
4.619767906687607e-06,1.5250247883408811e-06,2.644396440266366,0.00905512711006165
3.6502060778760008e-06,1.548222820443664e-06,1.3603274975718551,0.027448240662651013
1.8800527016600757e-06,2.948371076848699e-06,3.8923081471035634,0.0032884281218818544
3.4340243665029615e-06,1.7911299441861892e-06,3.7388785217242924,0.003954561877942242
2.010194104410879e-06,3.5882390411584556e-06,1.27740665248252,0.03972936587822524
4.036698147578625e-06,2.6662708528865605e-06,3.681409222524522,0.007137612506386786
3.2417710113128516e-06,2.0462265253161876e-06,3.4083731185249895,0.0051320679748953265
1.6924579405311153e-06,2.5546914628846616e-06,2.2354283310269056,0.007776522956290475
1.5501779531454766e-06,1.7770417444349126e-06,3.3552677022028745,0.0021992543089655375
4.277194569179041e-06,1.7718557546097034e-06,3.822868730633887,0.004660786587074301
3.431536166434118e-06,4.135592571473448e-06,2.8359556768876204,0.01585908283044761
1.2422853780964576e-06,4.52680075513408e-06,1.3444523385441949,0.02796227803917138
3.699672150164118e-06,2.146219858860978e-06,2.129034646524773,0.015744272936711576
4.461417726718569e-06,1.1964524500014488e-06,3.3462910306929667,0.004284415003931708
2.5341281192331747e-06,4.823850857304222e-06,2.7884737225173755,0.01412992789862825
1.7687375449931727e-06,3.2770864164068784e-06,1.7438279223086326,0.01713147087183866
2.0871496584040866e-06,4.7320034511131396e-06,4.501007596688366,0.004381570160614267
3.628372010033875e-06,2.5176690748833104e-06,1.8535908821776692,0.023896445312955678
4.145599533634866e-06,4.6999656584138e-06,4.827844454513283,0.007513220088531076
1.2326383866840716e-06,2.337230736151746e-06,3.3025488734264004,0.0023740474174251238
2.35349045173177e-06,4.512079650143087e-06,1.3999223381660308,0.0487003328521932
3.655447446134358e-06,4.344920301258697e-06,4.345169481880683,0.00756065700111165
3.667576643158696e-06,1.4675323503458029e-06,2.1229787132825773,0.010733125834920667
1.4324359621636079e-06,4.921778543025217e-06,1.5648692069635373,0.025875682474848012
4.6178083112498165e-06,2.04290258095386e-06,3.9093824976289717,0.0055477623376941855
2.2717283253988584e-06,3.5547880679701554e-06,3.4089553801696897,0.006245656449889746
4.401813394148202e-06,4.677360208449802e-06,2.5138970549386954,0.029281146954994924
3.796123652760481e-06,2.1103940673988372e-06,3.7506957438711215,0.005118360307482598
3.4336626581456487e-06,4.02242213098659e-06,3.0849044195504454,0.013044050269145789
3.372656996610983e-06,2.609411856680019e-06,1.4056420288690417,0.040032799054068896
2.649262074719845e-06,3.4914035523771553e-06,3.2601320548092807,0.007821772971748308
