q,E,B,v,theta,target
4.463295042407106,3.7246347448459356,4.386541937893943,1.0649219351859274,1.2323501988273917,36.290888066205554
1.9813948459551107,2.6684660745559694,3.6903811436099887,4.3285923913207505,1.6728107078526997,36.773842054091865
1.301014181232639,2.6489790689605903,3.3445455758343696,3.856767531501748,3.7192916790262758,-5.718230757888927
1.1527458909743715,1.5582878643801141,2.073107155682283,1.1773953278856202,2.970223005506404,2.2761359216290615
2.1591943499751003,4.596496119788782,4.822579161264143,4.250567178630577,3.0958828579687117,11.947170187191391
2.664823471966435,2.2197498316040214,4.187529565393047,3.996996386559326,2.061757911358491,45.24937003988852
1.3981451201326007,1.2727978380437701,1.2797533936919336,2.7131971029901707,4.255199051816408,-2.5765239614739968
2.2818840421676385,4.306511966810607,2.494834683756645,3.2194614835871675,1.3511517865826908,27.714774227230777
2.0087976895529036,2.7008404318782415,3.0232434813093185,2.3804299253498757,1.1558575031757092,18.655225368879506
2.7508094579825113,3.7355509021454476,3.708027153693991,3.395725074807764,1.786313302642497,44.111157685612554
4.268933464140561,3.1768573385205623,2.729626660561285,4.275034508193761,1.7313505911325975,62.73635415618036
1.0306405249634611,2.2964940008921833,3.8743325256321364,4.190636885193295,4.045833236257172,-10.784852157103094
4.910929288488276,3.8817605813341203,1.490603552044956,4.763963926520903,2.526941508772328,39.173619427165285
2.6511199372843155,3.567771181781516,1.5482682065602273,1.4100170648049368,3.113060613463911,9.62369948751082
1.4181585781869361,1.2551314195921837,2.6367737220809078,1.3522060163770462,3.0268302579810564,2.3589858404165147
3.113312112668105,2.3735131312524294,1.3291809454129857,3.5427651014336776,4.374660680712383,-6.442849411036183
1.8913738010893413,4.668199004678303,3.778282790578718,1.3768302786896123,2.990643746275832,10.30886623012835
1.5414172069166874,1.352616217680925,1.349201065458494,2.3004081865033603,3.518764433661424,0.32299143723633505
1.1292246572150266,3.588855489931055,3.1426810671067194,1.5501430375032097,3.8030805939175,0.6733218671474636
3.5952312851901054,3.752078509781429,1.2131094032166696,1.0294349523936197,4.054520622738014,9.93683355064081
2.1734225965412577,4.452004425780736,3.2947829427105817,2.0121269881243733,1.3898809429553998,23.849679756536457
4.475651668564845,1.9794232842410402,2.0240859008609564,4.2036750062463,3.148934054222122,8.57963989195852
3.019675755287835,1.9367448579306532,3.1789381574114213,3.221208262712095,3.4295515252646567,-2.933245528377425
3.845382441117404,2.4764194566920947,3.751393310586714,3.1620571334763325,2.7978740083462137,24.89439748326899
4.148679280710701,4.652487823115217,2.8369541348481206,1.4490635843471549,1.2022776093575676,35.211563771927004
4.83665380266085,3.0863343789096436,2.2827297731937284,3.0691959171657515,1.656334033155162,48.689935927334346
2.9427063766069117,1.003087049448368,3.293171938085282,2.534101971829459,4.528486215782897,-21.191678920791055
1.0224640964426643,2.619176539318039,3.1707797004904754,2.4415199103153733,4.54012373627131,-5.120257831150111
3.949016393253992,2.407825019820605,2.372480601586478,3.368729731550563,1.7762958093340289,40.40597078694149
3.6831813307731145,3.9926468791063043,1.3976866246097388,4.391165242543005,1.418681203835325,37.05003846525917
2.4565331672814334,2.0772706277943014,1.0007736821169342,2.220807611436708,3.7915270751257797,1.7990279468930033
1.7934771345198404,3.9206837824549408,2.2159593678250853,4.247889079239866,2.120749352027453,21.42461915487128
3.7945094432004303,2.3022482433818596,2.334857673469118,4.315604560359616,2.5874433736102547,28.85576999004109
2.970682752125026,4.039519555333143,4.73197916345131,4.776123567262786,1.6488004252329782,78.93494306087987
2.37011887359601,3.5499296733170946,1.309138362430192,2.1030015423629385,1.150717097079979,14.371652224203904
2.7425132467742843,2.0671458509369307,2.2559930858042327,2.17848760536459,4.912243618719107,-7.541042465127453
3.7291709916353546,1.0304948674122558,4.497704884406075,4.236380352716685,4.642595134218505,-67.03969795463568
1.4216502480779645,2.746494657104856,4.404707361185681,4.45164404544348,1.1883773915958296,29.76691132777893
2.8148566716468277,4.197461887246529,3.1359100908450155,4.061971909779624,3.2270209729679395,8.755895656463615
4.402365606569211,4.579544654499532,2.4371850996976003,2.4698652488797697,4.5683544962739555,-6.064882599624355
2.6069210979510102,1.3849231206979904,2.067967091233071,4.238755536696496,3.4613931379316982,-3.573524588318846
2.5559686050746424,4.937384962373045,3.6969842678329985,4.794686049832883,4.563677574223625,-32.18692989489685
1.838794951380251,3.3964345842422836,1.2033100145585145,4.669794075481813,3.1644373422267873,6.009322839561523
1.5686953523244975,1.5690595551767248,2.591050094426966,2.954269229914566,1.3688934610933585,14.225287440129021
4.276829862778811,4.434754476007062,1.0733949209413125,4.863943354070329,1.3363038559192932,40.68463626330053
4.440386376444842,4.0874174566779935,2.0630273849781386,1.892837302321638,3.6651439725835924,9.48062611589106
4.427315295416734,3.6163579466951425,3.32366565374183,1.3149100916964414,1.9001147594248686,34.319801750974335
1.070290935012029,2.870424935758737,1.6089834955311506,3.590568791210867,1.4024134998240263,9.167988891244176
2.2504835445683904,3.4466775700024668,1.7025698464500354,2.2012420026141433,3.6899704139773677,3.359865483297734
2.594598846041065,3.1553652771580074,1.0085688303734375,1.0879957424664468,1.685706725084505,11.01523220446829
1.755258329389592,1.1023661223846242,3.743281400828606,3.6112990262843874,1.7405109596187804,25.32181305348867
3.0185404064976784,2.244786963896603,2.8530352153033403,2.791141994441591,1.3420664146127863,30.187252667601975
2.984164568547037,1.4373054353579664,2.863989746965686,2.5542813224442806,4.593000060047686,-17.385909642957706
3.3521500002357874,1.22971537717254,3.4506005298096856,1.865063884174214,2.112184557712456,22.61017969246692
2.354994626127739,3.7997454062366853,1.8616720615702667,2.285589480967269,2.0192003196833914,17.97829531305333
1.4476825049700675,1.391570119579446,2.3681687428740212,2.257882381234622,2.6649923309782597,5.5657407546315625
1.9918833213743623,1.9662961671130965,3.8880463652312707,3.8210332534036913,2.932805743288348,10.050290093089798
1.4194359408223969,4.703942126832873,3.4056036306495514,3.11960374212884,3.793801110004088,-2.475924963282129
3.8174005987083035,3.0373548880967047,1.7590403230106224,3.0057314800325448,1.082238346674766,29.416931127888542
3.5626797012023794,2.096452108142523,3.4302951239005166,2.1532073298339727,1.9722080751736968,31.69169987377173
2.839126231726945,2.4501556087504994,4.1724403372113565,2.858017748091537,2.3056412496704253,32.07548141547218
4.0837371359222105,4.298085264961578,2.649339987205983,2.567504172656297,2.8332800498055204,25.981628747514467
1.8908168256401146,4.29017643659122,4.6877080908899655,2.47622822497697,4.92797738889542,-13.328264322534391
2.7956795073023386,1.0030698734154475,1.2874347726204523,3.576659811100404,2.0005188151206204,14.507149261333991
1.6451008984274806,4.814203787938368,1.7383940750901878,4.118380447527801,1.1562254862535095,18.700020904390705
3.2095211070686847,2.802740347151356,1.5893686079055178,2.7150921262161054,3.9804760498968492,-1.307516222328278
4.089793541618693,4.7205030129778205,4.170496722818809,2.794891860913877,1.4006068164469632,66.28815578117715
2.937221065521558,4.801421812762872,4.85553102539913,2.8823522357087126,1.511012054843928,55.136835820672246
1.0232449985527294,1.107662496662269,2.7668621441840253,4.6978245219146135,4.123244875336533,-9.92474337726952
3.9097410343367196,3.56943493555515,2.8299221107484858,4.282136148356534,3.5837047537262463,-6.315374957037912
4.055191089085783,4.08540016495016,1.062559819989867,4.748348531709519,4.769011957153644,-3.8602100656096416
3.0666957572243594,2.8028927923409697,1.7171551263224654,1.2637875470511686,3.6873635254718273,5.141111540138568
1.9689252523191199,1.9561827867089798,1.7086692876316762,4.297438189654034,2.9247509917476746,6.962082048320617
4.873635839549226,4.963738922057613,2.108381877678831,1.9661053690642252,3.7351410662278037,12.891971057532935
1.9013965617376813,4.794311872181604,3.734521657728981,4.720387436752003,3.660632305863388,-7.510875518382767
4.135958612727885,4.538111960778199,1.0356561884260413,2.9524400629927445,3.2584078024358667,17.295489415101276
2.3254865620727267,4.754114924726913,4.682539845170409,3.331166234436071,3.349144648728747,3.580892501514789
4.106683225945616,2.3059035878590612,1.661222908535771,3.9511581276758885,2.5381476761220183,24.766250724413233
2.1226820686934254,1.8753459979833291,4.915657357427477,3.1871973782212923,2.834460103514154,14.035064687142025
3.0013949398793494,1.3850943364798463,2.951134289964768,4.518214747295527,1.7073315221379133,43.80494436028768
1.035642592559093,2.840373537074557,4.776823723561286,2.7786066038516615,2.120120215741739,14.665264719494537
1.7309503132400144,2.713009053259962,2.702373988018253,2.511773731112929,4.194036014553821,-5.509752065021711
1.9421422848142176,3.5445448970687377,2.305590547608823,4.652067477794311,4.422604595332221,-13.078410779820523
1.9553071783465308,4.3706690761962275,3.6937003166158338,3.5167191922050667,1.7892193831886054,33.34139991670604
1.2020341303506643,1.3156316535931305,3.2524589291284465,4.684736499285547,3.7132069081043797,-8.32696143301551
1.8656294011083774,3.7329332183987685,3.8524466129829196,4.641146849810738,4.182658009605594,-21.820943074571247
1.9018564974819463,1.5958300575546893,4.869705386365503,1.120410315988376,3.3775933708158714,0.6088101053406597
4.320444822585573,4.237837595943281,2.018398229294346,1.4279543397770342,2.0593442539683338,29.30491670819649
4.436955931069269,2.749992082490294,1.9118594957116701,2.040514362956973,2.524093215476164,22.22367568078543
2.72123664396765,4.818302319729355,1.1954427147467253,1.6614370491978092,2.8133181848465436,14.854300421204234
2.6779559402834554,1.1890742302200077,4.966429102188358,3.91224510454059,2.945672372362509,13.313395748104613
2.58317677317643,4.694246952716215,2.411664753642886,1.7246518948852758,1.303655125813222,22.489129944472875
2.2684713712067617,4.359381942596457,1.3326743725394303,3.9233751725518498,3.958248210526626,1.2442055070794105
1.121506573568614,2.627704312181614,2.0098423582317966,3.9669676512065437,2.9199037752353827,4.913076936379232
4.612360818295134,1.2643920325607847,2.0198850386311427,2.785430160801518,3.74710989278772,-8.938746100070976
2.3182623073562683,3.720897448637374,2.9592429538334644,2.538287902294982,1.8214397466696037,25.495319849910814
3.2837505826105415,2.579845989803474,1.385974973244588,2.841662305403495,2.351495583102603,17.659426558953633
1.262259063965936,4.459103967806982,3.2710571323883153,2.4717920000212796,1.465904001335653,15.778286685698745
2.7391174387212547,3.608482040305894,3.2161980792383558,4.165162022356229,1.4467805118949166,46.29542754519966
2.9727962283216343,1.4000972579955153,3.2691558715442346,4.094581868522111,1.915044619782389,41.620839624975524
3.064114719676861,1.468329538835461,1.6398930629456494,3.0368434134224467,4.466718906107852,-10.302287061427634
4.332919309137515,1.290211527535758,1.182426662667344,2.219691958628598,2.771579080744229,9.702918105380956
2.6811752877232164,3.6384426924272653,3.0239154892435764,3.658993927349603,2.6054223535044305,24.910018093668178
3.178985012822125,2.589715521810233,4.284844870475043,2.1166308042117032,4.122208312574491,-15.72178135724114
3.795429816116032,1.6163370431603346,1.246885856992055,4.012701277861982,3.8095030643389225,-5.626688558166051
1.4947071957057592,4.686025751355016,2.7045975457163904,4.483765843134738,1.323087760028908,24.57696146404905
3.324406815432592,4.437956889473531,2.8954109086222606,3.599353337776079,3.560416658958908,0.6636555213976296
4.928563047978671,1.8393705883938587,2.5210119287476287,2.8383421493488665,3.7406766857828595,-10.820730977138481
1.7389630060154828,2.1913715782553944,2.7485322149595186,4.553105414104303,2.6089149068214352,14.862371524092598
1.1751531479744348,2.040467181744495,1.1182260931346222,2.1376874526039473,1.5728793152710772,5.206962444441062
4.38030474955861,4.602876979102451,3.2442550332224003,2.4961620782749425,1.434810885941077,55.30705361849396
2.4797120349494817,4.628604795455246,2.9927111756502986,4.746953599960692,2.068910021271647,42.4243937393294
2.7408756537937555,4.857704779737601,2.281867332153289,2.312974464633891,3.536302698668172,7.751574318702086
2.416855990003785,4.905094595556832,3.064994880286788,2.0080106012807475,3.0115243959893374,13.784175480352184
3.498109328879526,4.0125333364393745,2.739026603091044,3.873590921497216,1.2072703460911405,48.7252883185687
3.5726283064358477,2.6586852611357386,2.19181838091055,3.609993616440041,4.798787478770537,-18.66430854676864
3.086155808402202,3.062380513163395,3.471496111439036,3.157920468386179,1.9213172158918908,41.2263827092792
1.7978713910841804,2.020151358670357,1.9456209015208459,3.588339557865331,4.5511819877902475,-8.757208976100028
4.098600179002601,2.363670779100346,1.3868881299667337,2.675979261470384,3.2180739412748824,8.525513180931412
3.807844563245824,2.7395840977943946,4.809924874277042,1.0243868468964967,4.471289603179581,-7.787517991328719
2.088849567971905,1.4341913651038585,1.9940641810346058,1.3059527361544596,4.172586546292477,-1.6704075410328383
1.7209931639165843,1.9941720881352465,1.762723055428142,1.7578545790029403,2.071422330426871,8.110229149199224
3.316174858536681,4.3589398432627515,2.3489160876975856,3.646657667970582,1.0785236601064665,39.48752107037517
4.763899096700672,2.691647003210322,3.3827338728582035,1.6514485914260675,3.292781874711903,8.814432294767322
1.046447303471541,2.9954571117364175,2.21934414918824,4.009184091820616,3.0843656262358516,3.6671401496731133
4.179269225645211,1.2866564169264088,2.509308189568222,3.5379437701027094,3.623703117876656,-11.825378292188713
1.3672588369290102,4.239602419531719,1.7916709570179594,1.1724279014788,1.2755523751509412,8.544433557784535
4.581465579253141,3.2348306990538758,2.517242301564203,4.699620580811098,3.697304332043992,-13.772373813595804
3.401138305304775,1.9710306043169763,4.473983815340061,2.929014337995913,3.2689151627864566,1.0443350519244137
3.335308737922764,1.6731826849570028,4.384792228820214,1.8518845677894888,3.661378507247964,-7.871458774226174
3.5633802523258877,1.6616038968966316,2.314263244532871,4.332046966206383,1.789432104035939,40.79513267604714
2.719464578845403,3.622276074812508,1.4168437615688765,2.4694861430391373,3.2182283475954003,9.122171083135338
1.672960008006514,1.8503009922791946,1.0233345102698936,2.4497494993969924,1.7944998372029852,7.184942140437171
4.450685325523712,4.39573736882357,3.728667011613302,4.957947322921228,4.693950487186266,-62.69971867043455
1.087912127160577,1.3647339136366239,4.003794242573461,1.6613558340712355,1.3207514257008937,8.496159480480076
4.279773793875365,2.8757688437633133,2.748755299090567,3.271703209182986,2.80555404606933,24.99921219218706
4.577766265205378,3.4216537235958033,2.7527666804486057,2.8335576742333886,2.8838841037153355,24.764047255011175
3.293526547200453,1.9238390851579834,3.8769217935551574,2.155886786690104,4.087067678802697,-15.982775739158427
1.9514503329862678,4.796684503949264,2.608999389993163,4.373753444077414,1.2372027194992499,30.40111694416305
2.0767557766203257,4.091455884224073,3.776313235161195,4.337974719056254,2.5742110968381136,26.78043673424056
2.116551194694038,2.8181962591369634,3.0353453472440504,1.6426316555827705,2.42091177285931,12.92876170583344
1.7328703109272672,3.473655143908594,1.5167236941943818,3.618265317029936,2.0482377077106526,14.465776859535305
4.988238948481501,2.7161976743441736,1.8828893455685596,4.271841525065496,1.13223567684323,49.87443478070796
2.2977731402296206,3.17042855020889,2.905045078477909,1.0186204399370506,2.536722886517325,11.151454267389717
2.2335011427043576,3.602789349372302,1.1382692645035237,2.6127488128716334,3.8041717835787954,3.960710506893209
1.0599674738216387,1.6522880834124312,4.420880427710946,3.632654063841918,4.534053104818311,-15.001233317591415
3.798484140747113,4.855742637196862,3.0219133712478117,2.82595945904868,4.941502095136955,-13.146179793084494
3.3116219363250665,1.5153473283928873,3.363391378629075,4.870624053838011,1.0908388766320352,53.13913297830119
2.9374883192347596,3.0653739540720832,2.0515476216985333,2.730145641263853,4.102499138544789,-4.4821592954965075
2.7984367407637722,2.5739251490102144,2.6116292117019846,4.644011386620336,4.512701098531567,-26.063243108255662
3.518786652120981,1.3061121339992812,1.6827362281225478,1.2028376012031146,3.537570270259155,1.848812289050074
1.988033450348662,3.4557519319518333,1.1950623653303856,4.715633592537929,2.5588388885862616,13.035728084187655
3.7711487672318,3.8863708428978985,2.1215916354589996,3.2954739499322816,2.0833831788498065,37.633972437303335
4.075917452686076,2.3479951414446734,1.7426401888316412,1.2747849600873518,1.7156872321617462,18.529973051475228
3.6017934528662208,1.8851410493696568,1.9363030633678195,4.533334927403734,2.759473226884565,18.579193622750452
1.3471371931432325,3.6004186123232302,2.533425921892431,2.949685964211416,4.222093300416322,-4.030698890543765
4.600162478306666,4.33997306464037,1.7207542754544582,4.292166247663314,2.9914044346647826,25.04817113902055
1.2172488210454557,1.665579932038057,3.3704541864846185,2.3092180631230916,4.689451226948483,-7.444068537851527
1.9067862303848182,3.0863344333794225,4.162870469700708,4.296109809788996,3.9414050180696987,-18.573299872575873
3.736829421357188,2.2328576523946526,1.5511650612563015,2.232465421004248,3.3310786015770577,5.906440564106057
2.834383729416332,1.3253810874807894,2.8115215809581215,1.0822093842809521,3.3345972532040675,2.1024715406278043
3.294955964014934,1.936690261230662,3.4307502696110195,4.548172206440796,2.0432400422154204,52.16275461011325
1.2410838641093251,1.6961819546467352,3.5030393150824826,2.8657435194529817,4.590820591797815,-10.261952081998658
4.100067466552149,3.662031295366502,2.6839372133496884,4.040750775107124,4.322017875447791,-26.10590403412454
3.537154379408645,2.0223936806469136,2.8236694304072274,4.551178079039872,1.641097272329957,52.49728816371213
4.200090799187961,2.6582079462426895,2.4066837806358294,3.5360379970244296,3.3775321446234634,2.8094844485357555
1.1190456967517446,2.621843697215353,1.5118677489276835,2.892035582250598,2.4063495946072373,6.215952747607849
2.971531240582292,4.769946661550439,2.950612567389818,4.556999815373298,1.3624653648917513,53.265150519871604
1.3031173726429905,1.7945316836169733,3.2108163100176506,2.8528216919003597,4.1031135082756105,-7.450118763904072
2.3114171966642836,3.312617314402656,2.6623070619752918,4.545139001515073,3.8919205927670926,-11.414918848369592
2.9495822174405104,3.7256504358895435,3.6951704014316133,3.2230089180909776,1.1374896915755928,42.87088946039165
1.324259642451577,1.0092976714859314,1.6532737663001384,4.493023382947069,1.2538652432639559,10.68352269227017
3.660685067784986,3.0125891016748994,3.055557267499121,4.802267582847744,3.2258379078576014,6.50821984148517
4.1214912113208655,1.5749696253740813,3.8495963890037608,2.511743568140754,2.557572431119367,28.464644046778016
2.2483077778221485,4.740082111990931,2.104002091850818,1.9778474351885165,1.5917923001636023,20.011198389426173
3.800090767971352,1.7208722434029333,3.810684911657395,3.830330986625414,1.9688979148571302,57.66871380646359
3.4947080804874995,4.123616755178729,3.975847661647024,1.144326634928564,4.436852591771107,-0.8891775182433266
4.628464142641636,2.617690776143297,3.902887269565189,3.10184841362741,3.667546059796884,-16.014769615799864
2.2087227962055658,1.4641416685244466,4.41598587865769,1.1386084491621533,4.622900525116224,-7.827310955215032
4.699445755934272,1.1909101673826532,4.119503135308507,4.082986547142784,2.421368885988007,57.73037820780605
1.0720054771276968,4.676034756834955,4.666122678793296,4.411163656664957,1.9227956961870163,25.724939318518086
1.3824722876986906,4.888915779334365,3.540619086874465,3.720944878880153,4.120295565295652,-8.354143426429754
4.308270860861736,4.024540038398951,2.877945096483127,2.054483681437797,1.755383513094575,42.3795431527135
4.419869174688859,2.723930730313609,4.189716152034157,4.688278268027393,4.614504569373092,-74.3625237978182
4.869650554968692,2.8165866956735295,4.6558793782900825,2.360571806102133,2.843950964697471,29.411433756334166
3.7501614229303977,1.4720112219593657,3.8611594506771616,1.271456676131495,2.8342762861167303,11.089536810735533
3.6698358232676433,4.2135842306308,1.8355586338209995,2.6767693653662574,4.223199535093849,-0.4532757104256749
4.207394673153566,3.056203663560318,4.698819952245874,4.1472827872968265,2.482043214701491,63.09947467283484
1.1092886332943954,4.260323041662645,2.817374527562305,4.9836996929039,3.0109162442621766,6.755485957821929
3.333055439608862,4.9121221620569795,4.2287691905869185,1.2459240452364377,3.6085597913135166,8.466782000123539
4.926053440183322,3.874806991512565,4.95649216535184,4.393889364044812,2.5952434706277208,74.82761980346336
4.337734263278981,4.161076259110885,3.8521457807231316,4.408913338759046,3.0507122888321985,24.735688020000932
2.247157608734604,2.3630136080797066,3.697801713873483,4.520081007107823,3.8063441515005514,-17.859213390539246
1.1034658286101466,3.8793854617838264,1.613504188499332,1.9572125627031616,3.408259243628237,3.3624871459299692
1.5472917487427025,3.8131525130936863,3.3397569857900327,4.494729301812101,3.396427101783617,0.044910057845251136
2.5798097251392913,2.6258801607663482,4.513338522033578,2.4530500401988906,4.811458798636458,-21.647898877012878
3.5172244962062744,1.6631951292586638,4.094072941094121,1.525576093765796,4.075321981449682,-11.808971853486545
4.195133583258471,4.627480029786353,2.6394951431531286,4.90945886673275,2.1388409901688394,65.23810381405809
4.714734136124246,1.2121259160549367,2.740703701280676,4.5627221232645265,4.756381335281542,-53.18618380588014
3.445753533166474,3.370425916540117,2.2084967443954593,3.9845135698656535,3.930368941292525,-9.899465071041183
4.382669518562221,1.5893270741696943,3.4215104412682447,4.331169397973143,4.413330649685791,-55.09917096354643
3.876583131442244,2.3798681842852596,4.253952947176527,3.5857478415526822,4.511300757336557,-48.71458295351184
4.680706252034984,1.3537828345569958,4.961382574696444,4.415311541936257,3.8758499460758395,-62.36600755804807
1.1162232097574596,2.7000800138624443,4.203851354031417,3.294648509705159,1.1718923806209895,17.26001943878848
3.7064712598871634,4.155211832312046,2.579933380948348,3.1853565330425155,1.3122583346779026,44.848644522102916
2.23926485313585,1.0228603240502303,4.5633471756998905,1.66626292010179,4.272386668327457,-13.114534862583598
1.265595943010911,2.3734126266238538,2.3442796260687286,4.046644983555733,4.170612203252147,-7.282914926548165
1.5545301015995903,2.323147208355927,1.8649616949160008,4.125043580558817,3.708962889018916,-2.8155982409742566
4.008826721994202,4.1867103582038965,3.401728323575887,1.820222826439454,4.597270850932989,-7.874178952161109
4.1028193990922475,3.603352075611838,3.2167143424719766,1.445446357851027,2.792834818337915,21.302900909700558
2.319836760727901,4.902379035940284,1.4901083740498526,4.560966997129283,4.254267706840685,-2.767917405383986
2.3625626929241723,3.20956908172421,1.701857326798684,1.8166205769789894,1.021726196493149,13.813337377548404
3.8747643816024624,3.4788362024296338,4.588147099534079,2.4379553567780374,2.1240094095033952,50.35675951621707
2.6893993757692716,4.355853423075066,4.005724373691609,4.179409773518035,2.064758553116146,51.357176003787124
3.039287792257854,1.3587706461214788,2.8518432115489123,1.4046531540081797,4.465411127544128,-7.675797704412498
2.6316984673579302,3.8713910998409857,4.162012826705214,3.8594049440862155,2.8420284253598527,22.66316860572429
1.5765262851543458,1.1243600245020038,3.2229055709182157,2.645783732056945,2.8524558323139555,5.605579532438018
4.333622484190122,3.946347592120998,1.8940886318048409,3.479530878928259,4.416441724620541,-10.217282878344607
1.4720957391345095,4.980114261780017,3.8630865119500326,3.5391901170533706,3.60569809533065,-1.6780073160312168
4.042404000202744,4.723121985280024,1.2646055167850854,2.8954264314248093,2.5464957661974594,27.390355547719864
3.6055426737890737,4.659114647118036,4.132204595328123,4.62456750973231,1.6607328137628246,85.42086178792839
2.819837252416009,2.2741260762363216,1.3998482881774974,2.200324326329883,4.242043093009011,-1.3296344679043859
3.027409293446772,4.734979559123277,2.0717126895569344,3.96803249889672,1.2775744231109085,38.159667209600826
4.584180577368855,2.898247331962263,2.572678169338591,1.4625977140405517,2.20699056203943,27.160802090448307
3.5196219954826473,4.902158044452658,3.5119346415792476,4.099580796720904,3.723567382292016,-10.600259198959765
4.40654087501283,1.2689511538553542,3.3349531322791903,1.3253967885752052,2.2064872523037264,21.26449128684058
1.608760827555077,3.521608338401342,3.5769404064369668,2.653322604963462,1.7314487685073865,20.737206430710717
1.4763875504514807,1.8699345050386342,3.7783582180801574,2.3278365060142927,1.703997511206699,15.63114033123417
2.208856892305513,4.878842508782534,3.1324401111848426,1.0962200902511676,4.908478010103668,3.3371513041594922
2.1643188659468375,3.0532611115578225,4.029552065750703,3.868540036444702,2.3670704699613956,30.20404597217214
3.2343474870293947,1.9777464755483414,1.4397828893589169,4.015481209829645,1.929882254717716,23.90318485317588
1.7622612502964503,3.893390023723633,1.4661385574147592,1.123477704442584,2.9160451453925176,7.51034168342448
2.805678150130301,1.5124158755282635,3.253118793494606,3.2601060361886507,1.6040935751347223,33.982512445606204
1.812981380693894,3.279674221150478,3.0923436171024496,2.674395990032702,1.9723645045027998,19.746863217365515
3.658062451666017,4.1885042234734,4.7719051104567765,3.3273466959989113,2.796052288787294,34.99445580895315
3.785690920559489,2.0879844274519446,3.414557834701246,2.360739346765716,2.0580736956670242,34.86873840616749
3.7478635533635463,4.60089325535925,4.836165964262403,3.6587658963390557,4.701384468527237,-49.068657956269625
