q,E,B,v,theta,target
1.5406924791671477,3.830091239349377,2.740115168843707,3.668202109250861,1.070739963456115,19.49077968478477
2.6791175589951117,4.6640755224368196,4.864183987387394,1.0906708907932918,1.414331352941573,26.535299563760585
1.3017868256299345,3.563686270945697,4.5129461625928435,1.9521177867849775,4.683234013756478,-6.82445112984748
2.715067408500947,2.0134012109948367,2.465733517382918,1.267657142783634,1.3821715663167464,13.8024942273239
4.301894605490354,4.681043782327657,4.750453187172182,3.7267186967669494,1.4278659133525013,95.5197830930975
3.0520208283701797,3.8465000393808326,3.8829640938589844,3.3494375676237644,3.2418144982323938,7.7680680857826125
2.7662127032306967,3.426536312077417,3.4325200512076446,2.670096677112164,4.76149785263072,-15.843689530338608
2.283018843302007,1.7916345696897449,2.7925175244980798,4.4050386425391395,1.2132392573728747,30.39791947263702
2.598100981004625,2.693266327552972,3.667919830967421,4.412451908346615,1.7860528968294473,48.0759717632247
3.188511227496436,1.992957344054799,4.729561409503152,4.324136060966572,4.217091971309708,-51.018193165612495
3.729385036708194,1.9555090656972984,3.291582909709021,4.017782067817167,3.7933290689169374,-22.62344608557865
3.59976761712203,2.883182494346129,1.0990931776056083,1.569369124837975,2.5991839578968476,13.583967294848426
1.8047707582680164,1.270542165400566,3.98881039540285,3.6542993268759423,2.6010006981449845,15.83171211844321
1.5202244513083967,1.6751274839930428,1.0009184948667942,1.9968292608499945,3.2616858718958546,2.1825529716017726
2.741737110223713,3.0155514056549975,3.699676471427914,2.941226251222186,4.07055063962076,-15.629440009563726
3.179890837193979,1.2530963805194189,4.923411263641679,4.0530935148565685,2.5319363490831592,40.318061226311066
2.7216745265468036,1.7729089752422076,3.1533540295436926,4.52655018368881,2.127813369566379,37.801432793611646
2.4303738812727196,4.501644286272319,1.5013209889420582,2.889514454411234,1.4774725445845092,21.437977478166324
1.526936924761666,3.8570083774307022,2.952360915166589,4.742671473907416,1.4353976143415563,27.07401708276661
3.348095268979535,1.3792986872188102,3.8332691819580216,3.956409209862504,1.8986550599328673,52.6904804515757
4.52739515170077,4.037916373038309,1.2076190827494555,4.539284503272702,3.82392663480122,2.6308959205809943
1.359095131315657,2.4534485105895274,1.679677949301487,2.70487783890031,1.440793803997158,9.457173279443012
2.2703709012709794,1.0219152017221358,4.3047419193559175,2.016463610995498,1.7931558100608669,21.54254770326827
2.7142849433764584,3.352173630896562,2.6799720784946426,4.829806240227425,2.3529608098386943,34.021750849977515
4.447177579052159,3.7300681677538945,4.147903377998128,1.6832313402324117,3.749438825982856,-1.1442112121811414
1.4685251453428467,2.611106318218865,2.1213905765550143,2.341633906798849,2.266539305706984,9.433899459092089
2.604289493445763,2.112061729789008,3.743034018031048,3.0744403532745803,3.257939122879395,2.0214390979717103
4.135471737767167,1.615331378142578,4.615056629769086,2.074148695953196,4.612373831272871,-32.70805031942435
4.7551920537821655,3.5275837321733823,3.7855738538019237,4.557017132620861,2.4139955742933887,71.33158570407507
2.6330018240678084,2.80654642594374,1.8072138911528675,4.343036749584977,4.895731536922988,-12.929888310371956
1.191488203816446,2.777394672077365,2.8783634852806768,2.931465695743063,3.491593632958573,-0.13812252795902938
1.6271446505789626,1.3893357173788803,3.3745877034944387,4.905193893237902,2.465260966502031,19.119707326195773
4.302283290242566,4.968496119093522,4.1762130805939,1.776980524556817,1.003265268834678,48.29809017489893
2.4315256146189186,4.824917154757184,3.752190646111682,2.25760829227293,2.243845244082635,27.8375228262236
3.5931444093415843,4.673693406344569,1.0835770205003605,3.703195062799648,4.380606939503879,3.1613751248677366
4.726624880653237,2.9427604256585806,4.186989124217896,4.0611309604531245,3.5511701002147165,-18.09620005464014
2.4725430403060775,4.868300159117548,3.017911834553054,1.4605136253984021,3.645144216656736,6.778256789197437
3.9651104915751367,1.8722671480249122,3.6743875152623904,1.9239724988715312,2.5942140940997342,22.012514131465917
3.685001704984866,2.0494521539704627,2.448121135054022,3.54153076525806,1.6415514419005528,39.42161402943815
4.952573629024359,1.7374846333349994,3.7241803305676586,2.563969177864206,4.73351251181208,-38.67498770027103
4.357575803260825,3.204939558294799,2.807228693784777,4.369893954689388,3.2022935012596476,10.72295585428127
2.9297960368902802,4.554739510847929,2.1107034265497018,1.3548538478883616,3.760242822307628,8.48556689864834
2.066968510670725,2.406938871511783,2.4105542326520224,3.6361470657973722,3.275940236940608,2.5483739007269963
2.4968377869176184,2.427020366897706,3.4749565840964607,3.384089571771389,1.90332826834448,33.81313183764087
2.957161909930529,3.662191256880899,4.46757010352332,2.132979567036477,3.5894664555641236,-1.3734376045311
1.986464231662239,3.34161615826488,4.657012175781796,4.391031624859088,4.175583495840245,-28.26984976531737
3.8104004826647273,1.683751721725979,2.3230198159310746,4.5944389869836755,1.5643151600530372,47.08321497565202
3.7580559226603176,2.9893309909232264,4.72425182931194,4.503922013286418,3.597024307416058,-23.937496335062505
3.6917071725569186,2.4895076788743014,3.271077166314426,1.7381722114797795,3.9374023012026456,-5.805304501204471
3.326045279644113,1.99586043649296,4.823194407637845,4.821445740153989,3.436141884025446,-15.816002332250287
4.501204522399512,4.080457811525557,3.4107743236932913,3.651695705853229,4.00827947180292,-24.363586429804215
1.0429873358009014,1.2505058929925834,1.8773441276615164,4.829916053731359,3.0627999207397725,2.0486495393735575
3.376739307155105,3.662077202101897,2.735564810829383,1.8007192211688672,1.2664444273773987,28.235179314436145
3.8871867868221264,3.1117857136166203,3.212082276869951,4.644195296006427,1.353574013084014,68.72063782879535
1.9761599586114906,4.395041601809909,2.739079187068703,4.766156385212335,4.548904828829734,-16.769233055396324
2.2060666769772,3.641999285140307,4.814686521018807,2.8001689762720043,2.9454349856185114,13.831282102312088
3.362251797880951,1.598965037208269,3.316254808914218,1.036237037466805,2.254601985706978,14.332585411593286
3.77173917899054,3.3161387174164223,4.5002528826574295,4.000705337770734,1.8829899352629487,77.13221676289406
3.3760097667768827,4.842787666276913,3.080893784324488,3.1567840678740704,3.6305137633312476,0.9279796887532945
1.5496160050956185,2.992853285139827,4.490652099050008,4.4457513691605985,2.5619144882488154,21.583679314661733
2.1341445532585097,3.4387577708787065,4.37454091093962,1.1771599328654,4.3990943255704735,-3.1160951624969826
4.32563099059821,1.2966510435178993,4.263967825698943,1.861817717018822,2.3407337093525507,30.263397645024373
1.6335006464298996,4.7961349245316764,1.6970905610583373,4.594808015446597,3.0791754480525597,8.629026246571161
3.023835839284355,4.359666145007335,1.0128047187570943,2.683074505198357,2.901256778296077,15.138813076349269
4.586289128292371,4.791411342886135,4.378639949053664,3.7191816961662614,4.183677335672209,-42.51471682288965
2.2218044608150493,4.738708919270854,2.3866217199863353,4.252483665369917,3.529275683882248,2.0038671763991336
3.1258621234537625,2.121898445288948,4.700328325310757,2.677723540784452,4.279144719261632,-29.07497434170394
1.0131972093901709,2.1585234929139245,2.6235492320073988,2.318629184536391,4.968168871101483,-3.775791318220525
2.890719863319252,4.164399774846712,2.2088648058772358,3.7122296093374723,4.079495023423153,-7.0743630025343975
2.424777939079939,3.2087324350935558,1.1200227399478315,3.4423091216047954,1.2588925640921431,16.678046883167944
4.0205456749839446,4.763151675920079,2.862432596728833,3.4960308895505054,2.3601121670402714,47.48867950155378
1.8468816441338136,3.290056870376491,3.4304041095807998,2.6657702729288735,1.1761408612472644,21.667185333035704
2.8575456625508995,4.28120178980422,3.969380964813596,4.468016693470901,4.300999286291498,-34.21720838708345
4.113779078714833,3.466608723791925,3.261132085649188,1.3937850287457967,3.0291401530086888,16.359118880311858
1.55020311474745,1.6819438454929623,3.0187527806947188,4.134334394918918,3.752367253153743,-8.488399737082661
1.00443750961555,1.8048287957166824,2.5395961846974595,2.2191853982912666,4.882298206105183,-3.766490630195265
2.7368086914340095,3.033946501852881,2.2552728287428008,1.5912047744264934,3.2435108490170403,7.304092544778314
1.3407675788779527,3.992634240691864,4.52860475478797,1.556973255196573,3.4106545142744045,2.840160134796327
1.622324462140997,2.1264248080196126,4.448099416289318,1.6758907907470637,3.308203370931098,1.444126071222572
1.2562784737258483,3.6634375970945947,1.3399372743361146,3.5943559654351316,4.5481494455156675,-1.3667833350239662
2.0702500630469145,4.468556330750163,2.8517737460401738,4.388126798848017,2.5790989047999395,23.06716172957334
1.4592615271461233,1.4607482234664895,2.7070131186111213,2.287217513476773,3.26252598401618,1.041635327324921
1.8323437898369712,2.7427151054669228,4.871279176717552,2.360035600482879,3.336726076136817,0.9410811829012977
3.188659640911285,1.6323285743780795,4.044545140198828,2.201387840840461,2.457734412904695,23.141785537024607
3.9717551753480866,4.990325191221015,2.3181698429201436,1.952378714456462,1.6364472516882915,37.757572550706236
1.087895835034003,1.0610471398324703,2.2061952139502568,3.171341064550798,2.2423354258579735,7.113139769629026
4.823376488692942,2.519791478915043,1.7472543097425577,1.474800075493158,3.2933242575394246,10.275240421561495
2.2536997731017614,3.195786660229535,3.7286310859339413,2.6172753639993105,3.4759227645190847,-0.014534337907900248
3.721419781433035,1.9357819475251858,2.8171255603506467,1.708307845049828,1.453762961942123,24.99074491038424
2.259801686723064,4.197265076323444,3.820915873962034,3.6051282880796798,1.7469949743163462,40.13155199357339
2.3340325950479346,1.1116306180827316,3.6586876189788073,2.3155243411449202,3.622249601083215,-6.547887607292688
3.3341800558244343,1.2420695274668123,1.7256196581857193,4.071832731338105,2.5010835310563766,18.141583927215933
4.915445485960147,4.84074275600562,1.6010464511625173,3.5315338941329526,3.330519810426155,18.574798702670837
1.4680824626907722,3.1950958312010833,1.4230893641129918,3.359862040847216,3.7178959348426113,0.8655604156169627
2.279093260674625,2.4079466830048033,2.1584957572885237,3.3564389772905456,4.116897520200926,-8.181662687247496
3.233192959256465,1.864293280628345,4.2322608465044995,1.5622075605758496,1.9305549114323695,26.03592077877083
3.4753172828218806,2.01616617530149,1.5377598667416974,2.46918753993155,3.9932992142860955,-2.9218073287884576
