mu,N,target
1.961853168466639,3.9766571392667323,7.801617408575919
3.224852885332366,4.582663990686287,14.778417192873407
3.5951124029684864,4.5582303944172775,16.38735062655749
4.052026818274074,3.7530472450036094,15.207448087004254
1.7127243905350826,2.0010242587499243,3.4272030540133795
2.0784664042365337,1.31008050076405,2.7229583076834523
4.612600326177069,1.5726497867768474,7.2540049194491845
3.141468117372653,3.7942797541821864,11.919608876155886
4.462972683229257,1.5160235485007516,6.765971684091139
3.044400520596318,4.832874989232778,14.713207133197194
2.950176299824482,4.321104496257211,12.748020073923032
1.2701234408882214,3.551167933344118,4.510421634670945
2.549862351552045,2.649982646965313,6.757090983763085
1.8916471622123536,4.2028717336373465,7.950350388077601
2.944337863553669,4.480608725606867,13.192425922573252
1.6005466215769868,2.6251319983571113,4.201646151164119
3.871902180663866,3.1150929068631146,12.061335019053836
2.276668387193376,3.3393459577637543,7.602583375942726
1.0153926315697648,2.6953840983376467,2.7368731527023606
3.05403800418427,3.0970013658903772,9.458359870439805
4.570783700934983,2.2939914164193644,10.485338576254387
1.7334783965865688,3.3787807132937067,5.857043373297998
2.2456642152861397,4.717134051699908,10.593099138610203
4.17162262742808,3.7259209169703955,15.543136005241283
1.1935740252941658,2.649310636477609,3.162148360635228
4.16086405931304,1.8067249347544516,7.517536846084495
3.3626696411953096,3.539847893437878,11.903339045712722
1.9736713745626915,1.669209238149473,3.2944704914912135
4.457350253231368,2.463074702412162,10.978786648524627
4.18141941247186,2.1305391888437297,8.908677923263221
1.0310551044893597,4.387346097624548,4.523595589117263
2.9244398112957035,4.615780217477785,13.498571428183174
4.515567812727738,3.989194002877519,18.01347603812025
3.46861099633345,3.785302974841334,13.129743522988372
1.185688611853823,3.0693731017480084,3.639320732273059
4.936950169081351,1.1260332757096112,5.559170170905793
4.0514037903845965,4.0053270890992625,16.227197350506856
2.4426036223820438,4.045470957577405,9.881482015219925
1.970443267482774,2.729908352035273,5.3791295331128985
3.108226678417155,1.8050225947019118,5.610419383998238
3.481380945808736,3.243243790042406,11.29096713326614
3.8019133222012975,2.496537077125325,9.491617572892261
2.120738780527845,4.030156695808305,8.546909596404634
1.1115823120923047,2.4719972220170754,2.747828387535495
4.981012443094401,2.82366007388626,14.064685963096316
2.361372132346684,4.540288761762128,10.721311354831922
2.325310832231701,2.8404358544238018,6.604896260550973
2.4995301748375067,3.065013918403317,7.661094775346035
1.0145615617363033,3.3679711475843073,3.4170140673759444
2.4004012594984974,3.7945779967421993,9.10850980264526
4.703629612592547,4.689941035486006,22.05974553582493
2.0022687662247396,1.4580024437109058,2.9193127541216906
3.6444516688991393,4.499976574469064,16.39994713683081
2.491202585883628,4.355907185260545,10.851447243790146
3.806133302407985,2.309827587129072,8.791511702192642
1.4173545992405914,2.399535849437834,3.4009931722433935
2.820636441349956,3.0592327423265386,8.628983355577194
4.320562540073707,2.7760886237167535,11.994264515555379
1.9046138979564669,3.7233493906114403,7.091542996306291
2.5745978819739266,4.2285353600556235,10.886778181851064
4.658511528709704,4.728469739401787,22.0276307941582
3.3926366100319707,1.010811769636839,3.4293170155211428
3.2269294236308372,4.62045168650206,14.909871497638221
1.0530505444948877,4.03470319575258,4.248746397162518
2.87689830155599,2.528011184752561,7.272831083729189
1.5518859772679177,4.137879357620732,6.421516950717993
4.288634655835902,4.5417094657331845,19.477732611481294
3.513291031158475,3.1740938985961193,11.151515625992584
3.3536277953863305,3.7762324780045,12.66407820007649
2.965488072461152,3.328184934567683,9.869692726405363
2.3269208784732633,2.356727743064378,5.483918990213673
3.5009126288922943,3.3305691454314967,11.660031582640142
3.06616893064001,4.718149121399528,14.466642246161694
4.775625578740834,4.32694896344675,20.663888147742433
4.6091533477047,1.918741520407516,8.843773902166308
4.792907226673457,3.465957292804769,16.61201175602555
2.1722654700396835,1.6719127711724249,3.6318383817362174
2.7465791813439773,3.878966373753271,10.653888287284076
2.1621326578508895,4.444958925875461,9.610590856441146
3.5211678798854082,4.644645468169569,16.35457643597401
3.2996394480276248,2.3824912021067113,7.861361955050061
2.766621196090186,3.4839966360483148,9.638898940398173
2.5970128737191116,4.296680984497021,11.15853583100287
1.8613293640768473,2.559459629969693,4.763997365431852
2.21095041253116,2.275193943454205,5.03034098786847
3.0242287274669466,3.0612984267224137,9.258066645443291
4.1174667295545735,3.385048468927894,13.937824448740253
1.6006950811605414,3.2933089822483104,5.271583488626699
3.780977762765408,1.9132048372709614,7.2337849453367165
2.044550780550803,4.7143467006739055,9.638721226649936
2.6615548658809307,1.0408615465619109,2.7703101139602047
2.404666382998648,4.0864137889733865,9.826461865366435
1.9975430853114537,1.8595753109562385,3.7145818040165306
1.384061234745698,1.6686044515577225,2.3094507375251494
4.714814410885454,1.3826200126891117,6.5187967606052535
2.649040425814745,3.274444702107882,8.6741363879787
