q1,q2,r,target
1.3769445413787023,1.1171445071353863,1.9584629063752095,3604505734.869892
1.7046065315217787,3.084453538887707,4.779669056992558,2068508667.105614
2.1770754134119783,3.847904763269673,2.3654092145685133,13456615318.563658
4.299935610847442,4.3779296939805175,2.7692577753937027,22062493051.78
3.5807784362311352,4.346028288361024,4.013797618211854,8681797959.312801
3.205550492427733,2.0452232865470266,1.6218428998800047,22401463992.976974
4.46976358455373,4.696837520170256,1.3231504468126238,107776047466.67432
4.296191418719638,4.699386696111622,3.342543123028293,16241322378.705639
1.0663313041425244,4.794019791051134,3.4085608895830632,3954581103.5051923
4.578312185495799,4.732840452637635,4.1545389412376466,11283198214.752123
1.6511048244154418,1.1301827661826698,4.134137781246758,981305091.4806197
2.5972419215909395,2.2650912120658164,3.006560739383576,5849365423.145735
1.7413914765157275,3.2810068557121808,2.4259537231643726,8725476362.623558
2.3142379901866157,3.4533734185277374,4.812740657044097,3101110629.4167013
4.689047783254903,4.097434288022678,2.4755268307233878,28178118982.13151
2.502198649287454,3.3313537167094536,4.194921282858953,4257410430.390687
4.02744521179771,2.7075859414982766,4.408837010769451,5042134452.710052
4.821853358674664,4.751851242133588,4.027897366747055,12693186510.406176
2.3457661783882755,4.057803842564265,1.684158454713288,30162024471.149197
1.4129348335642762,4.621235749157375,4.050321122379897,3577271982.016992
3.3471779585912196,4.819231001682925,2.644304526462074,20734054152.19028
4.820251178746354,3.154551614053457,1.2356664224446208,89506677121.00983
4.89138555702265,4.054268250185014,4.531037474618284,8681598306.511196
1.5874476219022755,3.1288613116297714,1.3451236706736571,24672428879.053932
3.535531401765174,1.1521164387343963,4.804392407173243,1586078750.3463376
3.514378647424121,1.0400092608881106,2.177880277380882,6925774905.7823515
1.6751319420516353,2.7530039889515447,3.161848002693203,4145954216.223427
1.5847506962702207,3.0361227512622695,2.2333851770264483,8669691361.842636
2.879798673795923,2.1188526741096747,4.970422387504225,2219866785.071508
3.7811094298855235,4.918618426038634,2.537275837485108,25964360468.713745
1.4342330228541065,1.384407135403388,1.9445713321302525,4719395862.254587
4.380580833756927,1.3368134843638075,3.588760999047294,4086618168.7102075
1.8182741887785383,3.700884969328547,3.7092297745576164,4395903034.741931
1.6597549291270486,4.92907202195274,1.7361175751296831,24395037061.80059
1.970344172446553,1.1446555704413854,1.8390909926441275,5993232190.268633
4.424567612330471,4.717792171574367,3.543709523594104,14939774016.722713
4.615278281147491,3.2025246530876736,4.302474058478662,7176364204.402225
1.283263621730908,2.375541178902015,2.8503497031587335,3372351016.7918563
1.4786852037460623,3.9191461752613415,3.951581385827383,3335615210.147106
4.655691572001281,3.731183049639941,3.301109350475971,14327207616.476955
3.534419875253447,1.3214214898699965,2.823671730629922,5264797997.604733
3.7778811785029838,2.0004762951140016,2.9310726624177397,7906406738.091902
1.8225392930750832,3.2699860873277444,4.4734532436516705,2676625545.6850767
4.152747812497357,4.5258532034455,2.36474507458529,30207722343.606037
4.965884706462782,1.2106784939342292,3.4140342294206043,4635967004.199005
1.278814129942064,3.7221550509699735,3.3965094738353576,3708402321.151303
4.302914619832226,2.944489148098411,4.762225522536374,5021152232.784105
4.187238000218379,1.4257605631638781,4.820479321964601,2309108895.626718
3.854362598540962,4.593324841363923,4.801473120934331,6902101518.061842
3.246236062824468,1.079687095313267,3.551161714064105,2497972928.218165
1.8107968535687045,2.0591420322973235,1.2101889615667742,22882331797.815628
1.6421362260420715,1.109715931369566,1.1743488552618508,11876196196.13237
4.8750470133918995,1.1834647467058814,1.7282538843070214,17360797399.523457
3.503229629872711,4.4650046237082925,3.8538976998980923,9465439241.116459
1.5888291663802563,3.0310029287172062,2.0955337436826307,9856548447.568365
3.388697891116529,3.5485702352421806,4.52431547828469,5279965870.284761
1.552952821137771,3.1115805841249946,2.566638526263814,6592657521.783722
2.5086208028189154,3.1748125790270576,3.142492613106053,7248617764.941845
2.0764804439741047,4.654762333244561,3.537880306631716,6940483137.341361
2.094626326439204,3.0525779501197956,1.089611925196341,48403887562.10638
3.420863443378433,4.773160834125026,3.7551144333513378,10407491678.17662
3.1719833218586384,3.172940668307685,4.210378035850783,5102714638.779677
2.417519236666165,4.719813189954349,1.8682185964162068,29382583900.962044
3.4221146089779317,4.860458548550518,2.0682526175701295,34947430269.58224
4.23950388122125,4.8455091552284575,1.3763326092572452,97467151669.49423
4.578367892561607,2.020357593792892,1.646118763180207,30680838138.59611
2.7590198641412482,1.6291515330565929,2.4105658102517307,6952307008.266575
2.4004759058964846,3.8189612923839062,3.522434698117356,6640600060.4122305
1.6305725150267802,1.9334860854562166,2.885043859892997,3404293119.742427
2.0844832525515735,1.9625812154910052,2.372898592040506,6530077100.304713
3.549159372814386,4.837110334445408,4.68527051755953,7028987503.81997
2.389555683309629,1.6303044174602777,3.2277834698197934,3360684110.368666
2.911551280912634,2.6228193206107564,3.528033535741294,5514143028.760205
3.7601866512073276,3.4298580834961068,4.733933008017903,5172398259.286856
4.046979989892133,3.9908993847860303,3.0502389083069845,15602160497.379522
2.957464382415414,3.371047946145886,3.8578126721796275,6020780580.133094
3.890977771984577,4.53590774874994,3.025963865461252,17323917475.99108
1.1269298473988054,2.519832677221628,3.368031887144029,2249918643.1865253
3.3526286997796597,4.411296158944831,1.0363144221143314,123771087889.78995
4.899653185002792,4.465757777134328,3.006555146947579,21755685567.795887
4.776850942140839,3.1691984777795987,1.406649629056072,68765384334.91235
3.3613715587363524,4.7044873639280915,1.5606667710461744,58352447752.23143
3.076135585357248,2.6586571257811586,3.0378641038515117,7964925899.8578825
1.7089378906331278,1.1471207029033499,3.0189399392072285,1933201259.1461568
3.843661742907454,1.9716567077226337,1.3164765021627418,39300751639.70435
3.6245738093938304,2.6330218954184503,1.9965928720367412,21517063635.02611
1.8914151911672246,4.907067191507354,3.919718799414634,5429372916.075976
3.0474877116129377,4.038368942033379,4.708491699302725,4989246442.933681
3.472337250349423,4.706354431246179,4.285569740595072,7997237876.623393
3.899401870233879,4.1563293113726125,4.725020958627684,6524557839.796961
2.689028812649011,1.9059663668752949,1.1662016960007762,33869904285.560505
2.9904501638386636,3.815345962651229,1.4820943431939648,46684145360.48822
2.6796241118788466,1.0192683687812147,2.8517164027860082,3018563907.1485343
1.5215583262807555,3.4197684957422942,4.138993501767623,2729898131.4027925
1.9919025261135483,2.559703151377532,1.5612526292724045,18800177009.552593
4.875615030785064,1.970939607574958,4.066270597025721,5223490273.612964
2.5656000048294985,2.0360458819083767,3.0841585124935738,4935756713.92671
4.816662165045106,4.406594190062433,2.169812689358468,40518687865.59158
4.305899101635256,4.181979362509535,3.8895253274915613,10698013581.874882
3.2431101588859983,3.354611858274233,3.1828399689325293,9652170625.996273
