d,m1,m2,target
2.651939891643874,1.7744189788065825,1.2793687910412412,1900696.8535889979
1.21161005684946,1.5646359086454036,2.1873887165713732,529539.3419479681
2.890145078611925,2.823310771894274,1.3281670902189389,1854662.409965783
1.359918916385066,2.6047535883572426,2.781200744968545,525563.2094284103
2.3467121724445192,2.5093327173637947,1.3352214412380252,1410111.6954390926
2.7615633089435567,1.956007170548028,2.1287296171301247,1746373.9103695145
1.386806743975633,2.8398343731243108,1.9435164554423292,574307.6049390435
1.6656735114191357,2.6367976058106772,2.9130722803301925,701827.1835649252
1.9323627124236493,2.02822193507283,2.5164548021796236,969099.2142314488
1.6367096602386901,1.4808611273880208,2.9767417018074003,762769.9066265199
1.3580019513155663,1.282281459712686,2.0209373676148568,669682.0919419972
2.345502965595778,1.6205236544698656,2.132235805807805,1426150.5789697703
2.7942703515872225,2.4452044323444184,1.4883346759121918,1811330.3542755637
1.6194251493264544,2.791422107964429,1.4668601294375767,768087.7963995415
1.1125983587410158,2.601885721342409,1.181210505199314,464056.3241130128
1.5406522499637887,2.9885136728399173,2.4898385943663692,628374.747375081
2.0228874215074653,1.3009185257585871,2.780696236884057,1095288.0063104103
1.1073986476002031,1.3348430585350008,1.3947119602645766,542496.3544115596
2.8642692662127565,1.6667183013354077,1.2617591056394544,2178645.6172669106
2.3607283387655977,1.429741250566981,1.8198482630687303,1547538.7592566747
1.4027856474426246,1.687978865807698,1.1860331639930821,753753.6826796773
2.4269356709828678,2.9099028365951005,2.5439472672639925,1245152.5603139082
1.2384002476546532,1.158708323548949,1.299242970649255,676070.0173315163
2.3347354631570356,2.097349744169108,2.9720608757206275,1218609.4792866341
1.9095872610840199,1.8077602575406948,2.155602641621882,1019445.7287116238
2.7158691782366278,2.701692008031264,1.3994210941735314,1699805.2392351825
2.005553638289446,2.197195558417831,2.875764226915861,969856.4979043409
1.0814381018212293,1.6547280513130878,1.8182592739405006,464127.8918852486
1.8484073133898336,1.218430232558076,2.640776694728262,983862.1463744527
2.021679736239511,1.5887740356403512,1.0617756911863183,1357961.0898025956
1.791216899820765,2.671608242629696,2.355384191838395,822346.632843738
2.0049268179031623,2.5597736943458655,2.913240203905473,933300.0287536539
1.7618160735617778,2.562564217196553,2.4989763056228096,799440.7096309802
2.4601865765052082,2.8833351608844806,1.9050482678163936,1356264.4378590123
2.0299401370616774,2.028509730430824,2.136961258049004,1089882.1914169327
2.2524090228992164,1.025697337286396,2.316309889291274,1422178.020725294
2.193572669825594,2.339885544861226,1.1323805837206637,1340936.7862070473
2.245866840336414,1.072724972561927,1.5788067221656423,1589697.0203900354
1.3702067235508446,2.5434293475470833,1.0269593275424083,652842.1110053465
1.435639120569838,2.0976169649038034,2.6401372170185553,607810.8265615145
1.5638255671595045,1.7136142145577435,1.1256747189692282,892615.5249599915
2.9693482359077144,1.7934327543994701,2.1016807368269967,1993969.031900907
2.7972657742130926,2.79119495135003,2.129069749158387,1622157.9181158503
1.1723982783787084,2.4918857956901856,2.4090581794385724,441021.39259137446
1.3900246714516336,1.8937652979807875,2.8693546577794797,577530.2949840132
1.756049208630786,2.0592308388884693,2.080613259900387,879629.5216936552
1.6842029656929256,1.8851300226588765,2.3019045858675504,821533.2275960604
1.3651645063946523,2.928836143768648,1.770641922329825,565899.6641444105
1.6856255165415892,2.7860869100303525,2.502676757747756,731899.3006471959
2.7218852793079282,2.5847530427443433,2.8148072476975594,1486319.9086818737
2.116485927947738,2.4889060300022554,2.939608604458394,1016410.9582146027
2.925796590454506,1.0683323228096995,2.9988813207762597,1908554.0716355657
1.7958184973805154,2.1023413361954315,2.0357659564551387,909870.4375320537
2.687905798637633,1.8781660211598028,1.7613167878137639,1776593.2075143585
2.6943672067694093,2.1705577838326438,2.3397841572572804,1601648.492054095
1.429636372296762,1.6936504323602715,2.501578352685266,641870.365869429
1.6580636121925345,1.923338673616341,2.9140417490150234,746592.1658495737
1.3801027830012127,1.3744896363982544,1.792239016861069,700726.4143443959
1.6011640942033365,2.742383425459004,1.7767161605019628,733017.8916755638
1.1723913428576112,1.4736751438523448,1.7693685547809492,542149.7616586707
2.1546507807301705,2.670806008185415,2.5309842423053217,1066536.408540289
2.6636008787468235,1.577479224366246,1.6466615494179797,1862016.3645015748
1.4933066575219758,1.9954259266551455,1.052053732567388,803970.0331980205
2.473198359868544,2.0346709311552886,2.9341795493562124,1341983.6594436301
1.0061544816863148,2.3913896676952424,1.3133493944569392,403278.39310384885
1.9503273165740345,1.731447438121586,2.8004418620967386,984030.0843757436
1.8043744801661712,1.3143749209881745,2.642059607125498,937183.8363487548
2.135669892895992,2.630085223064711,1.616645834202862,1164824.7129403458
2.5600692288447533,2.6635490940514384,2.522651634930086,1383374.1962018437
2.6602218278771046,1.8426004837473373,1.318500364231672,1876913.9861059524
1.9710913903389526,2.4031161413595,2.4954738750046657,961637.4366502787
2.314314775924382,1.3682567202865092,2.8323513911044813,1321187.1044894494
2.942656594545629,1.134987662696872,1.623908706284611,2337375.288918365
2.754632628318827,1.794688299814361,1.566959253238797,1917812.7825974424
2.93059353260658,2.6853553826522845,2.1782009056486644,1749617.7427516312
1.7810422748097474,1.2003919001169374,2.953874257891507,896914.3042603899
2.7435681570494417,1.3798009845842756,2.459138662282112,1783835.30628786
2.7341346069202115,2.127949095346615,2.9079787358649503,1549447.4666805693
1.9177539431884005,1.899436261413262,1.1946148154695742,1161214.243833761
2.7258389529953506,2.8103687299566023,2.5013342455767127,1501827.8942723877
2.280817022271215,1.209440550879921,2.5014042314048037,1375263.8933714689
1.4400655982336334,2.3439502421294653,1.2379457305906882,702269.3207738854
1.3416713628143704,1.9617554304769005,1.9716270623319807,602660.7422674121
2.948458931525793,1.501947751778346,2.6554271078000027,1909720.4508512279
1.8615872580185928,2.5711459112213637,1.1337802099880758,1014897.277698578
1.906148633721941,1.5196706679884202,2.4818646526917783,1011832.402766244
1.2855878137854204,1.2401557051478906,1.6197712330961076,662921.2163507381
1.331580977788932,1.052795815237333,1.52881432353922,735517.1640006875
2.439184582239701,1.9066294091726792,2.950160493006975,1329471.733739404
1.940846152973962,1.2073128199330765,2.7120216575639393,1050430.3707469366
2.916100814340474,1.9226389226668055,1.8592782752023638,1969402.842516832
2.6063887295750487,1.932494532331885,2.610615874276112,1518339.5513106687
2.144537973332383,1.0080124073666366,2.0303673881502875,1385690.8476899974
1.5000660477778223,1.1646880762069534,2.524854410373163,735641.2631617204
1.2594009715622028,1.4599867363150958,2.2891097793426884,561396.2311575821
1.091207155809728,2.2028579829339634,1.695587217678465,444019.31063374947
2.947072231529517,2.5678402735147525,1.542305437392757,1919306.4750726807
1.957858052094156,2.271948408497761,1.948363570665887,1025619.5514095648
2.8511686679779285,2.7193367071409003,2.1657814299112887,1675265.313885236
1.1312227772366878,1.8334467574875741,2.339708756329472,452977.5664488996
2.3043498746025004,2.8451756287737453,1.2768343052779614,1325118.995609337
1.4569482589132123,2.966518291478189,2.6498307098013756,570723.7122258694
2.963876315690092,2.982899475405634,2.3896889210362087,1693109.695929581
1.1577926881406757,1.7919040371734782,1.6869032583612318,513709.7220330945
2.324552028152045,2.0811126974189142,1.376240033625777,1465965.7665206513
2.1860520617675783,1.1551061643391098,2.698318782760026,1266350.907204525
2.737065013685366,1.6116835280718527,2.6131312619081055,1694379.1546262153
2.425731312360999,2.498743397011756,2.91009510292555,1249392.2322879226
1.343622857599663,2.337537046524746,1.8157198279448354,587771.3943674203
2.3202391638082576,1.4836436383591356,1.5184707339580068,1568816.9754048893
2.489139362217802,1.2837265635141526,2.283630151056558,1599143.057360405
1.7038588898301397,1.1381150251839975,1.82012874048173,994535.3514077268
2.271284811462426,1.020295613629254,1.7107523670516558,1593050.3310305898
1.996027449397309,1.3922713080738727,1.9164625708412968,1192355.095989379
1.2002875051817163,1.228260824275934,2.053996405801219,558249.5583282176
2.600779105837516,1.7612646932609377,2.5530323612203007,1553055.3934002453
2.023477644814409,1.6745163150577553,2.495991218136343,1084026.5729228659
2.063262950398345,2.298653723400018,1.2151206995078767,1215994.7450881402
2.86287927552112,1.9186080519168203,1.1011668359570026,2143897.582724473
2.0015815682152,2.695088445580082,2.9323725361911546,918101.0004383969
2.787876673192658,1.9422588694465126,2.2853142515025455,1741211.5538790633
2.423114099769628,2.482837517349151,2.894154206149856,1251059.2556339528
1.0340449874690232,1.3203686222628641,2.8249983473628664,397204.74366043427
1.001379723700795,1.615030902522924,2.8808609125045166,363477.08058895887
2.1308864016586826,1.5199178203539443,2.8623429281917216,1142820.7222300349
2.531027337928095,1.0269418906678685,2.429696968312153,1665731.5718338776
1.5073745397404859,2.065739628377412,2.157236568308229,692642.6240836187
2.561771111027937,1.2314897186707552,2.738739300718953,1582666.731061226
2.728648068738817,1.1431534528240987,2.0902593732853982,1927868.8098975967
2.325247445189933,2.774572620784322,1.5596302956780477,1309893.2705411396
2.0697379566645147,2.663115773943738,1.9438717488142052,1066967.756851841
1.5476649387152137,2.4536078976992393,2.9725885798247242,635703.2412061623
