k,x,target
3.0870367249192845,2.694970927235584,11.210370583084615
1.6788706584264852,1.1818944759526109,1.172585849668888
2.378176291902739,2.388652437480882,6.784533226232178
1.611047139867479,2.6000763956452038,5.445659337616182
2.592790518201406,1.866071641840334,4.514337871213615
3.2474465845645275,3.658458111551651,21.732425240994644
4.018592747942065,2.1854725782494935,9.596982962223272
1.3377755667320357,2.3849044169523026,3.8044792508802643
2.3246420665384973,2.876203887490293,9.615357471792445
2.7692810431882284,1.6088733226765872,3.584105114982099
2.363669711803122,1.6375378135638208,3.169125728517039
1.9084579432629898,1.570212202247939,2.352714852276288
3.75264571126754,1.228545449427858,2.8319789701085467
4.591550916491169,4.195382008329171,40.40847231847655
1.8052373039366456,1.2721376575984515,1.4607386519823609
1.1092644829794502,3.6708014057129192,7.473549076794375
2.592697908821603,1.761989989204646,4.02465627069375
2.7962384080728917,4.577786685499707,29.29916910663397
3.6838128869548155,1.2460014014265783,2.859595656596627
1.3956629877303164,2.319494329954389,3.754371082694213
2.858970399384609,3.291255483715325,15.484702098863298
3.9096976609246377,2.1504883681465583,9.040394334420832
1.7413179208973375,1.4759492285484535,1.8966662256268023
2.718179124905943,3.6839504612060936,18.444871765867877
2.981739523997347,2.191045290039969,7.157187848444168
3.4806691721462344,3.0405468933006246,16.089263437315854
4.36800463595555,2.8237860870186826,17.414727500701474
4.9136177396953284,2.0914527414271338,10.746510880912055
4.627295335987204,1.6299751221946344,6.146942849891167
3.777892505002088,4.395933171418408,36.50242890852408
1.5336910795374368,4.13856258422649,13.134300553606058
2.6863913044604284,3.5660933562066663,17.081448424900298
4.014972557395515,2.0919514495676337,8.785283643203304
4.162116445833343,3.008920604775851,18.841075398547797
2.3078721907498547,1.645556960559846,3.1246947532240537
3.847948429110576,1.6111403416386958,4.994200704510332
4.603850377316622,4.235752007768951,41.300209619376325
4.871601066524234,4.347668676842571,46.0420446771395
4.412476052303046,4.750332375466918,49.78521205301818
3.187069612417549,2.490024563134367,9.880270081140106
4.051926133173664,3.6546671182053347,27.059961570628317
3.703222478909158,4.454647999190943,36.74316753044888
2.1791775981821875,4.435913440584293,21.44019624188848
2.4836708925889073,1.9962571293993072,4.948767064619008
2.494788341725468,1.0449982030720393,1.362180934752506
2.70657693716503,2.9664917476238695,11.909037704306488
4.690990665120374,4.243062526603408,42.22731193212011
1.5517182381432413,1.3088636148880606,1.3291428483109562
1.3028399625034663,4.238532159858894,11.702860848702874
3.237156483355206,4.0475584141741034,26.5167288867011
2.1000552640225627,1.6595188286393485,2.891778978373794
4.251647300815435,3.9299657175639675,32.83256087635198
2.58023735294292,2.4970080963544703,8.04395372257123
1.777197531847722,1.1755268726859387,1.2279221371575832
1.836409657473971,3.7185149752030644,12.696342863281075
4.482050328116709,2.517758295247468,14.206097931051413
3.242587865019511,4.293960494929502,29.89357435864422
4.486256808406191,4.287695590343306,41.23842061112243
2.5485649819411678,4.819113868400585,29.593756229523983
3.4998210308844144,4.268486657166301,31.88333169250684
3.345814387709527,2.2755181018500292,8.662284394472135
4.2596866340020245,1.5310105532190077,4.992338495062724
1.692673095574702,4.381866086780017,16.25029681055544
1.9635072903085145,3.5626560675597787,12.460926063740562
1.974658562798754,2.7733424498868504,7.593972420156354
4.397516284292551,1.7067391132782666,6.404891001478945
1.0428176942307568,3.252486888344888,5.515812628669734
2.0636949642742386,1.8941083564505354,3.7019039727152103
1.2152535266190743,2.276157154769931,3.1480482683146422
1.08550762976865,4.8417781222636,12.723677481962763
4.432033730629321,3.6998746008301153,30.33521455960679
1.2763093181311485,3.883293198366866,9.623350602600173
2.1334871730199865,4.073111714833985,17.697531096206855
3.617272868995486,3.2831881483650234,19.49587888087841
2.9013206362720956,2.450508731416744,8.711205117800034
3.0605340880233407,1.553268430169163,3.691987790541425
2.866994445143951,4.872554143457046,34.03378125220353
3.344695032044905,2.5609496880143965,10.968029816273605
2.0366762184942373,2.0575413085900855,4.31111018627562
2.815363978536528,1.2166711773327306,2.083775817573354
2.2953295682912573,2.5183617424002054,7.278657465846699
1.8487349337533385,1.2273649973842868,1.392490110436734
1.205277808740148,1.4883466635847662,1.3349511116777055
4.133780726480909,3.345133845859342,23.128338736739888
3.3598278207326837,4.3413833683382,31.66236146168278
2.7822895960828613,3.6481678939523636,18.51492555041838
2.007214402973169,3.2865643272214604,10.840468282135626
3.6269013795256013,4.771089275665197,41.28010916792121
4.87870584728217,3.0149293021495702,22.17322702673853
4.995444575544322,3.3383923092718146,27.836773235300612
1.7574110399595395,4.801326982589117,20.256570586120677
1.358813724806815,1.887691997450279,2.4209855572338244
1.6915854073593155,2.307270963027345,4.502576863301869
2.0706118027613645,2.0056724005119473,4.164747596557539
2.1137757766691214,2.4430857882470076,6.308213097023518
1.4554867433724574,1.938561432019028,2.7348744554731237
2.3852506171836145,3.721950625423782,16.521338765729073
1.0790170815018247,4.323451787867883,10.084620623534931
2.871875057694412,1.6787721749059092,4.0468682969306595
2.4269674631275073,2.0520201273979675,5.109721040126069
1.0275054717305587,4.936377879571903,12.519037567390537
2.854882299371809,4.3926035891375435,27.542428866009796
3.416750137512606,3.703214012782314,23.42830380945908
4.201066157999636,2.518842199945942,13.326970814192482
4.933788808301799,2.789399289778142,19.194284682675413
1.2716459718341802,3.2857269540061838,6.864345983630632
3.9822875711496613,3.7471874375597523,27.958473613920564
3.6313653637458994,3.3623853693782677,20.527446352890177
2.7008351301724534,1.08583418980577,1.5921907726861895
4.572594449655518,1.5382277191302456,5.409709640245048
2.062096645001934,2.7638928479373623,7.876285029395278
3.035249808946425,1.3139306742400998,2.6200486036642956
1.6002649413929881,3.7219138918239487,11.083949483790573
3.4654057485618988,4.879638026272893,41.25715815343005
4.999137989548131,4.378978598562631,47.930369195976944
4.003336971693827,4.376515904266024,38.33974091740173
4.326312815451941,1.4342911290380078,4.450025986229595
4.831529374344362,3.630323091401562,31.83795648149409
4.119437012405527,3.1695579848570534,20.69213359368189
1.1038777405040578,1.789379797295402,1.767242062429813
3.2844521984742907,4.4930974173416836,33.15313634193514
3.996032852385611,4.881791548857658,47.61650514274225
2.6280614979630252,2.731977599439584,9.80753340866796
3.6991175694427625,2.135232635829377,8.432542460034446
1.0949620203525718,3.9400503942027463,8.49909361913089
1.862190265319533,1.8423978857420193,3.1605372226503623
2.1456845152640747,3.62595902201834,14.105278153681681
4.538419524542157,1.0917014569876518,2.7044715867345053
1.434975503249396,1.3738639286327272,1.3542596338966382
3.543952296932426,2.500038426949789,11.075191388722807
4.337658616436129,4.7977820303788565,49.923658114476666
3.4159454920257946,4.238852572433258,30.68863419531941
2.890396630409733,4.921478916493644,35.0040829619336
2.3836497979566156,2.4426460013418625,7.111046485884424
3.671510919397831,3.1037564135010496,17.684390182274704
4.988355646094769,1.3198307055032457,4.344740768832929
2.5967432763080778,1.911463876968198,4.743852862685101
2.111477574186232,3.316524086046587,11.612421438584487
3.836099604688171,3.7753966041304077,27.339152100107242
4.535081819884818,4.496153433243783,45.83923674969806
3.751491071267297,2.855468735814128,15.294269564936771
2.603900608615828,2.774834352049419,10.024634154867512
4.994932256545985,2.1854042481938336,11.927877569651077
4.5673822207475165,2.802844718812013,17.940536956679612
2.296711933331453,2.2406412490283745,5.765290362568666
2.0383745226697623,3.183646031567958,10.330076499720974
4.677653811082238,3.1968551472047477,23.902536939449327
4.944957981982555,4.229581901182044,44.23107432511507
2.2595694307156178,1.81385653767197,3.717077056623291
3.3421104050340538,2.928963123471757,14.33569011206852
4.403952289156072,2.0667066304024826,9.405248511023013
3.3121200976065928,3.5906382059662976,21.35105678466489
3.1041509792332715,1.272421824208974,2.512899149633343
2.1532186626152927,1.894695953598056,3.864890507942043
3.7644714520546176,3.859492732981899,28.037188881929374
1.5685060279073566,3.698937409768291,10.730257933544932
1.101909855138234,1.8519105025112488,1.8895398734607338
3.353817483053706,3.9779603225544315,26.535686196309292
4.8297703299158705,1.5613609274560503,5.887122838702796
1.375815140826771,1.329821364167635,1.216512849311685
2.785048498134303,3.0985524656953314,13.369663446320992
1.10796533266576,2.591913625247367,3.7216645495143696
4.674289792667642,2.9389355262059604,20.186719836749592
4.417815919136813,4.187439784252648,38.73243225341976
2.6304358106233323,1.82513682387115,4.381154489699581
1.0018788811282087,2.996187836549428,4.497004266866919
1.451892866474223,1.3642110017721176,1.3510383316563295
2.7125869022834346,3.7796509384885177,19.37568438294341
4.803609633698221,1.2942961807136046,4.0235096820678855
4.24222980454296,3.083922601860845,20.173030027948645
3.960171952282374,4.4624212362471525,39.42985457400246
3.8789964467072444,1.933113912967523,7.247767933084361
1.5943322767094785,3.8599218793316212,11.876975835725384
2.1239985742012983,2.786776969877184,8.247620147921708
1.6926003942603578,3.9154429988306085,12.974369250325072
2.957517867865581,4.333912584925288,27.775230781175573
2.049336398253551,1.7093723418029003,2.994033141170419
4.133196389165125,4.839368251800874,48.3986655772272
2.4978561064886153,3.722384148469392,17.30532663763234
3.8035177618094416,1.1909618112425466,2.6974358472419238
2.2064512019657574,1.3537086108584284,2.0216907043258723
1.646038685391833,4.5168340984253295,16.791068020055654
1.4275078251125084,4.129967919458668,12.174239977541108
1.6718603044046092,4.667351999299571,18.210048460339344
4.274673932196915,2.805053041094117,16.81725667583742
1.6029087048627626,4.629034025125909,17.173528604535232
4.177017831702154,2.0440048838098708,8.725698283016314
1.804971031927773,4.722003704823191,20.123007431824995
1.8136493619154392,3.1076971183093294,8.757914517905391
1.8264400991992251,2.752828851924237,6.920442436672215
3.179789396329944,3.8271799318643405,23.28767451885124
1.305084367269453,1.4119177378388992,1.3008504767910438
3.50770515747318,1.5686695682367318,4.315747508830696
3.902707495282081,1.1799850400457759,2.7169960651480323
3.796672620271828,2.2168176103765656,9.328956765229972
3.594969480490326,4.386955571395704,34.59327540598804
3.4543730675876154,3.2495090355826988,18.237896263182726
2.492774334576698,3.0697986106996438,11.745533268023395
4.767581812860319,3.43912820115845,28.194531961375244
1.8312204020406715,4.635477816479225,19.674315735923624
3.1404156115657713,1.163620804238358,2.126082372218076
1.1440962981632001,4.251863231981669,10.34168147518247
1.3223739072119214,4.994783403028505,16.495200374355136
4.833483164260848,4.006036043917929,38.784653831853696
3.789884894199909,1.5731093255742525,4.689362816040499
4.051215234184674,4.022537686903931,32.775970857574066
3.1156999199613216,4.751639998084537,35.17326518607558
4.071735797828689,2.162534297435115,9.520847362381222
2.5182257052627732,4.453253087742166,24.97005002971874
4.053451115450486,4.5856445594187,42.61826071385177
3.8375430832277333,2.534783644566178,12.328352997012736
3.747458497089452,1.8068833966753797,6.117402982779084
3.7606940100394772,3.409215191029916,21.85479980322346
4.21924896189075,4.1760480465865815,36.79053725794094
4.00381084627128,3.49942953762018,24.51534800276333
1.121276223985332,4.759603297689434,12.700596865258511
2.2698298357708566,4.602195342556563,24.037727180770222
4.212465951991945,1.0451015155008951,2.300505961285289
1.651309611938574,3.1300476409876272,8.089103807639543
1.9864573766802325,4.624962893642559,21.245441503229603
3.7128476453900943,1.8892612865922085,6.626148789758382
1.2716618929077836,2.118286327420342,2.8530605432834752
4.715884516674189,3.401909355720545,27.288435726253457
2.522185931261975,2.6038886734952507,8.5505082073484
4.988683446212841,3.376890304439081,28.443946792982274
4.468553331927132,3.9541796116784527,34.934114141502256
2.6853293133957177,4.3282603634473436,25.15326186317823
3.7445579700625506,1.2670322333805464,3.00570178814564
2.4280168608408497,3.9316480883019285,18.765968338192092
4.908132342637336,2.396754550466865,14.09721716536588
3.4600348979903575,2.7905240117706227,13.471687846013124
4.4743474584188565,3.2017567854311157,22.93381939065459
3.2422038991809567,1.9435726842599563,6.123671728768115
1.3284505025231939,2.5987777196655584,4.485941969656739
3.0234077184607218,2.206241401379711,7.35822022966857
1.9842845182887725,1.719376121077259,2.9330247659644213
2.358157799925078,4.153808546082852,20.34397524067606
1.648404126967713,2.084409268818009,3.5809618056922026
1.839389589971813,2.733219766193602,6.870571035992156
3.7626303554149914,1.638542219972174,5.050993756677386
2.030387135348779,4.274065498205571,18.545186444989966
3.2291928154363507,1.3283282794465063,2.8488843482028905
1.4327931444545845,1.0399428334134773,0.7747693506532445
4.894776351828369,2.115301870226495,10.950843293248752
2.654994207570338,1.2653318727381042,2.1254088161641147
1.1033211239310527,1.3964064785412487,1.0757110938753518
3.1964764779792074,4.33879677580056,30.08708651028515
2.1163174090216077,1.8922026595242918,3.788664127719229
4.577534905598142,4.775142090225934,52.18843421936297
3.041821519754691,4.376995259113283,29.137741414836363
2.8195319814277933,1.8259737447259718,4.700413735055524
2.269650185938097,2.6646370857632844,8.057588165883915
3.982993379072042,1.7206697196231047,5.896232780336586
3.705907593639022,3.2216161240215815,19.231456230827458
1.4838267736108253,2.775875377729914,5.716801815019055
2.782798401719474,2.766942126249838,10.65250877275136
2.7092355504959236,4.158164647285526,23.421792738649145
