m0,v,target
3.730203844282411,1.5899906170371374,3.730203844282411
4.061615083525245,1.4451389747137553,4.061615083525245
2.6139823316017954,1.232790007157259,2.6139823316017954
1.6287247705787053,1.1378697215147846,1.6287247705787053
3.7966367418354507,1.3166234281418498,3.7966367418354507
3.5997918833602056,1.4799277963642905,3.5997918833602056
4.956678548070018,1.6499709805369593,4.956678548070018
4.197457769857123,1.9618282253938688,4.197457769857123
2.601427799106338,1.222725742737059,2.601427799106338
2.754114979303161,1.7882786465887144,2.754114979303161
4.142945482848274,1.8735225138175045,4.142945482848274
1.4642820080857648,1.8032172730387983,1.4642820080857648
1.2356527455608606,1.8937359865999528,1.2356527455608606
2.8219230832743234,1.7614208290768323,2.8219230832743234
2.048330488727574,1.4506856307466414,2.048330488727574
4.665192382583415,1.5742964246414903,4.665192382583415
2.4799502861743563,1.4576983452386916,2.4799502861743563
1.2077823857395602,1.5525393381253292,1.2077823857395602
1.5963265953640153,1.916380790445865,1.5963265953640153
4.170503963554145,1.5564652129200431,4.170503963554145
2.2756334676338867,1.9082782300020016,2.2756334676338867
1.1576594741191082,1.2172440199724914,1.1576594741191082
1.3087353263913517,1.4836372051092956,1.3087353263913517
2.7771695007136437,1.2767617548679788,2.7771695007136437
2.647698836679113,1.506670079284938,2.647698836679113
3.0215581811934675,1.9205358087795754,3.0215581811934675
4.6894470374859125,1.782782650995671,4.6894470374859125
1.444587734696174,1.4966450032714036,1.444587734696174
2.446939112221318,1.2852291242675613,2.446939112221318
2.3362348371693025,1.93043362419027,2.3362348371693025
3.2067180570050207,1.1848575742450944,3.2067180570050207
1.0222164861194432,1.4770556655613112,1.0222164861194432
2.0159126646429146,1.2686109336200586,2.0159126646429146
1.4279209888042974,1.2096696038178845,1.4279209888042974
4.252799319282579,1.7198732553060507,4.252799319282579
1.4780987459762702,1.6196363362349975,1.4780987459762702
2.7358203640996246,1.216136402191479,2.7358203640996246
4.675573023508472,1.3265444271281521,4.675573023508472
2.8346152153084367,1.1235730131456403,2.8346152153084367
2.065601957629994,1.0350131255558819,2.065601957629994
2.567831854933559,1.9995505539681797,2.567831854933559
4.504397902733164,1.325630679178539,4.504397902733164
2.2183779197882814,1.0664954660484696,2.2183779197882814
3.0167717868899255,1.081444015142573,3.0167717868899255
1.7133739854839658,1.1485023030276613,1.7133739854839658
4.380923066558314,1.2600908078295694,4.380923066558314
4.26005579414727,1.7946633262830667,4.26005579414727
4.6898708449263635,1.0157865973467588,4.6898708449263635
4.863927915075468,1.0148406397962484,4.863927915075468
2.956680990064435,1.172918756882304,2.956680990064435
2.815546000826416,1.636911298846538,2.815546000826416
1.0444532523473593,1.4749394720031646,1.0444532523473593
3.624057048806346,1.1301032458727347,3.624057048806346
2.9890413135754295,1.7780248241773782,2.9890413135754295
3.6559387136936885,1.8870580367136267,3.6559387136936885
2.091718635985845,1.9792373722863337,2.091718635985845
4.183133429666799,1.6017822785840516,4.183133429666799
2.59047651340116,1.4756261282794918,2.59047651340116
4.571787512306578,1.5373706010062147,4.571787512306578
3.0496587154796613,1.1296439071755828,3.0496587154796613
1.5074559767919204,1.6425383797186106,1.5074559767919204
2.337467819763679,1.5457755118594536,2.337467819763679
2.9236971144794115,1.5718453400362118,2.9236971144794115
4.757272810718668,1.193993371873018,4.757272810718668
1.5193149411280475,1.7785323757321816,1.5193149411280475
4.697196973214776,1.648388238231351,4.697196973214776
2.019248158067745,1.7190855274977488,2.019248158067745
4.752462585055575,1.0298309126201723,4.752462585055575
1.42250371673568,1.3852539493322276,1.42250371673568
4.364688850711231,1.8720599668769076,4.364688850711231
4.517747152171019,1.9403359609419484,4.517747152171019
4.761498490402062,1.5530175324708635,4.761498490402062
2.0529233833704628,1.0243876716116698,2.0529233833704628
4.488925871053327,1.6519510215726063,4.488925871053327
1.4479241878561622,1.9053910948221464,1.4479241878561622
1.8567162848121272,1.703091583566276,1.8567162848121272
4.8465528914630935,1.142948041982838,4.8465528914630935
3.5801739675320783,1.6357964416129747,3.5801739675320783
4.470325266347098,1.1595928063362821,4.470325266347098
4.892585094799413,1.8583396850470102,4.892585094799413
3.9615897114840113,1.4294349403254076,3.9615897114840113
1.7108143331191275,1.541754105767604,1.7108143331191275
1.9701443738798896,1.0637382280464716,1.9701443738798896
2.1502587310382437,1.4771868871101486,2.1502587310382437
2.0447994054129888,1.2755408365884147,2.0447994054129888
2.972471974962597,1.7581282486232976,2.972471974962597
2.9752004026431877,1.0663117868831633,2.9752004026431877
4.961648027528396,1.6308492566633987,4.961648027528396
3.635409873116122,1.2992911789350914,3.635409873116122
4.849399672612632,1.4171521217805545,4.849399672612632
2.884659469171109,1.4568511441866567,2.884659469171109
2.044062735842695,1.4457094297421267,2.044062735842695
2.9967171929689944,1.9764359530546418,2.9967171929689944
3.674887472914691,1.8612664162468753,3.674887472914691
3.6449524699079676,1.574806248977737,3.6449524699079676
4.90815156292575,1.0507094431424437,4.90815156292575
3.1684176639737385,1.7388548637105847,3.1684176639737385
4.06299887750946,1.3793461471679063,4.06299887750946
1.727407104669909,1.7748909586206634,1.727407104669909
1.4866560308427634,1.013362042400316,1.4866560308427634
2.3696625578329673,1.592201659086364,2.3696625578329673
4.472788278212368,1.2829081324609946,4.472788278212368
3.1140497929555524,1.4218585171338933,3.1140497929555524
4.522480239946825,1.3415683190028171,4.522480239946825
2.9037160212667907,1.838695479202462,2.9037160212667907
3.0694930080143465,1.7834390499029702,3.0694930080143465
3.6445881487718204,1.013686467845886,3.6445881487718204
2.8843590444575398,1.1165924018878113,2.8843590444575398
2.780063968549178,1.5043232550633547,2.780063968549178
1.6505870586403328,1.916427132223896,1.6505870586403328
4.952905721117922,1.1546169191170663,4.952905721117922
1.7628527048749332,1.1843402830126455,1.7628527048749332
2.079748192898456,1.2863475671627205,2.079748192898456
1.0328878063442244,1.4876009703286193,1.0328878063442244
1.3727104265567065,1.6180364540114898,1.3727104265567065
1.3022845105333865,1.9275790269953195,1.3022845105333865
3.1969181357405096,1.9116283871923025,3.1969181357405096
1.792851079111986,1.4729759410945948,1.792851079111986
1.4137245432192507,1.5133177783790615,1.4137245432192507
1.7486763922467672,1.6782459249124833,1.7486763922467672
1.929044328526139,1.7211213054357248,1.929044328526139
