x1,x2,x3,y1,y2,y3,target
2.8986113729979306,3.5969585330841913,3.895868427995417,4.5816058396290265,4.953610750311052,2.463455483959394,40.69552569498093
4.114253100340483,3.147788798026646,2.6428981419127155,1.2732543780280574,4.8101742840076405,4.2559374461695825,31.62791266865746
1.2985017844629723,3.7230252994136728,3.82517060979593,3.69544832833599,1.9626566372350513,4.551888749034784,29.51731762509187
1.3644676367344446,1.9794140466187922,2.5832192931352305,1.6960300642350226,3.4719133950612195,4.179702523812969,19.983620475485125
1.4412322646364233,3.4346444866834864,4.582588954194916,2.4311385370278122,4.004774660025503,1.904961331015432,25.988467259511566
2.3582029485575267,2.8173583995792795,1.0368381613117723,1.4989680838003356,1.6508224365999555,4.153404064582521,12.492237246486976
4.403054527681514,1.667353261863283,3.4559867554795742,2.1236509654918296,3.650277540363499,2.2968377647580254,23.374694056944428
2.710965505704351,1.9243181394081854,1.725983871224647,1.819438492297015,2.241465407015727,3.320622254887629,14.977067988309921
2.2886578962726625,1.8803863311773665,2.033755887965461,4.206550586793077,4.371635711070743,4.203921956414115,26.397470283923138
1.0783750980330638,1.908867450942994,1.8887197035619132,4.16345926780736,2.9979655807387386,2.8808762193427246,15.653657391193573
1.2530087754572636,4.60769017004613,2.9258430049084843,3.3838721726318868,2.43381623467693,1.2563125714626358,19.13006601674551
1.277924063722073,2.280911472036482,2.9992603330213097,2.2212588715470267,3.485369323750185,4.356557330510519,23.854868628465322
3.7253531953638066,4.8672718694784844,2.6093651449761954,2.782197586125967,1.7103180830388558,1.9586419211291712,23.800063721526904
3.376156719977709,2.6323814414499687,2.8876800949335566,3.843340758154253,2.08501092123121,3.1818027406256797,27.65229322218606
4.170003506488117,3.711991607716723,3.945494441537576,2.383723306867908,3.7708456189042243,1.9020259810551416,31.441914775417594
3.321183305887204,1.1233694404237489,1.0075071318212636,2.823245928440969,2.6253812395037164,3.517364773646662,15.869560394538363
4.575243356483101,1.5230931190797379,2.679380315978408,4.5808414290562,3.8549661582567665,3.249792793775658,35.537367587969044
1.6281387678902375,4.3875954082691155,3.868762815734658,3.659740325359254,2.6082983402702737,2.7738267182833916,28.13400059028052
1.2753475121374445,4.499455820983056,3.78753297923232,1.6908909769879816,4.530666739683555,3.4184330843010753,35.48943647968995
1.434470371166594,2.667771858968908,2.3288980162683903,2.3613784787485286,4.441310479388434,3.64587814955547,23.72660896678739
4.157520968811959,1.6375141627262289,3.823675674271592,2.9016974763051615,1.2790355623831693,4.919342934473449,32.968278862866356
1.6146209844075785,3.037584213051772,1.1535895665166942,2.912424991943603,1.0927838340874936,3.8303208372083906,12.440503584422661
4.53605385558385,3.3452065449886454,1.1443023932306242,1.1981667064521728,3.8976414878104877,2.5919302580274013,21.43931652082513
2.563684915650434,4.28150499362485,2.882362606932422,4.085063113391376,4.38722908859925,2.2156774158652697,35.64314366681007
4.6290656031905675,4.868879498228412,3.2444852885980384,3.1644069009035474,2.5411915587455516,4.74126649761953,42.403972021768105
3.6342245113731075,4.473391207539876,1.0625411859252658,1.4881309733181012,4.359478448678692,2.647712995108501,27.723158726957326
2.8448427701313217,2.010618773139988,1.5354550418953656,1.8102584057710391,2.6816320652137944,4.328903373555525,17.188476821503894
4.1592309858273335,2.9751670912690655,4.608003630975034,2.2261420520758444,1.7677766200676008,3.242432727121791,29.459611606356578
4.52357055416175,4.205349554258678,1.8233171972564408,2.44731519272508,4.273137170941041,3.679452144893748,35.74944681193382
1.6085111648651247,3.1265208044126775,1.5420960849720258,3.0703025457819018,2.107789827494459,4.863634680979627,19.02885667166769
3.1923987402046645,3.998803057137019,4.510935444709218,1.2266543573444184,3.4127140179117723,3.2165589558324963,32.07243087687452
1.5338358129080678,3.780426026335268,4.758203582885441,3.472697194121289,1.9289689987673055,4.154073788130472,32.38480071291531
4.553978266938445,1.1685687425782918,1.5316246824475672,4.358219388490831,3.248599643679818,3.421999045609346,28.88466658005951
2.9360465347762887,1.4180672337809597,3.29814798616967,1.3157766877380777,2.4154789339715803,1.814815780712344,13.27402412715142
1.8095147650865973,4.022022813834997,4.7524923177201845,3.0287114923844682,2.164401907190938,4.025212093142457,33.315561563541
2.4501330676271684,1.5897110860711399,2.127387067716602,4.181802882924156,2.9149810364251043,1.6916022837338787,18.478644017178553
1.3358171543566821,3.572017486346763,4.486548462342373,3.541819957483052,1.9342979745359,3.3876406370447105,26.83938393679756
1.0484787241110394,3.130181390993059,2.876887618840212,2.9532736470908234,2.273841297362474,2.7413065142133544,18.100411070714493
2.6213532994457722,4.5723411523758175,1.907295726247574,4.753483195357394,1.7453072450981275,4.716316769793655,29.436109816969175
4.18301590718592,3.518085324372826,4.602576832676618,4.456139286499447,4.243527337634298,2.1515281015642382,43.471766165281686
2.4858295276214637,3.154749055587824,4.668865885104586,2.7940895920370057,3.128550830395106,1.0652462005889873,21.788914833420062
4.445887907032254,1.0869856925732488,4.767469206267007,4.447308967926812,1.668916509524475,4.4363450398387085,42.73646389310072
4.621263659896938,3.381524620686673,4.697224792883853,4.3487889984318215,2.9131204513679845,3.990294555229618,48.6909996080733
2.7653610899706793,1.3832520843085496,1.2507995623710229,4.955783506082257,1.397644338797586,4.486355134237385,21.249356361347267
1.2850771550378917,2.6244320743366236,4.160913410564669,4.198549830484891,1.7292609392404517,3.052103125657288,22.633325171258214
3.3220434461702895,3.2930178375754187,1.5513602971932947,1.6164602303430051,4.767996830365323,1.1702014363177642,22.88645377412391
1.9832930703659661,1.9792237778928423,2.5365313177756303,2.7533692436274015,2.9910692141389195,2.1104757487810826,16.734021283181203
1.003284321657572,4.547933416118488,1.624553721148379,4.008795472743918,1.1011112846181175,3.177252881023716,14.191360443612204
