q,E,target
4.328583718850228,2.812868375615601,12.17573625395838
3.942405658460231,2.0880122877623237,8.231791458208678
1.1017206438154372,3.6978012510682206,4.073943975028409
4.494887183912315,2.600725280013905,11.68996673001127
3.9696501391963426,2.9459374125184468,11.694340859667566
4.731748211137058,4.957863371240197,23.459361137927747
1.0644716501139664,4.985585773809161,5.307014715431354
3.7583991124842875,3.955099272111581,14.864841594091418
4.811791275123188,1.4865716348784899,7.15307242255393
3.418049830888695,2.659539941988541,9.090440048955662
4.8188689249838355,1.9274001506910015,9.287888692174029
2.2985431142889414,4.532239473427891,10.417547833956217
4.0369708387809045,3.154891804453839,12.736206214089016
4.710023002133644,4.1981239821145255,19.773260521568307
1.5148724170454742,2.2447340933481827,3.4004857616147426
2.826725378530635,3.420635853919271,9.669198178985413
2.531230374549014,2.6732578407770045,6.766631445576065
2.6745589827050527,1.6534679192334396,4.422297476000429
3.9666155988663108,1.827057175196305,7.247233491154281
1.0624385414357649,4.410543623266103,4.685931534041653
3.5781204619506863,4.4000897331218995,15.744051108502603
3.9941210067315613,3.495296094382494,13.960635555319902
2.632694319239621,1.7086573254469628,4.498372434231383
1.8567527620657,3.469332504805655,6.441692710822214
3.651966801882435,2.426353880814172,8.860963822351966
1.436541198787618,4.1914034495464225,6.021123736013975
3.115358843998138,1.643156643264987,5.119022580669871
4.769266453161238,4.481043652347332,21.371291166291243
2.664865202374818,1.5505907970973736,4.132115458307423
3.7189827861368885,1.366727000965379,5.082834189938739
2.665103681532451,1.0171169766479111,2.710722199013504
2.180125374628185,4.377531059158137,9.543566540293648
4.876640556169534,1.7676196355682334,8.620045602693658
1.8838598419865695,1.88885180735431,3.5583320673385366
4.961623726036609,4.086676149230129,20.276549342648135
1.8231735366889619,1.727199852469878,3.1489850635961605
2.236284772429714,1.0943442633302563,2.447265411881265
3.32283345116574,1.997463090030137,6.637237173021023
1.6367580680670075,1.5364508343915997,2.5147982993787363
4.94202552599196,2.356060195694446,11.643709627895564
2.116480152137325,3.4182232016545493,7.234601561877155
2.161377541826214,2.2283017950879773,4.816201456314192
2.189214022327787,1.7209834644474986,3.7676011325627186
3.3148979002766077,1.097565500308943,3.63831757239016
1.2397347042204259,2.651040863765927,3.2865873611171135
4.791168302820281,2.7259919243433455,13.060686101657897
1.3512341602676332,3.6986183660395566,4.997699481985906
2.2298261960036294,2.723326093377855,6.072543863274167
1.0407885122843354,3.188163753104351,3.318204209512321
3.3067782401635877,4.650422753625833,15.377916769251536
2.4777374310291416,2.753241023053317,6.821808339464171
1.875683678274096,4.476361960293233,8.396239066969054
3.261379485761124,3.717918772334155,12.125544013816796
1.6550930834636248,3.1451280916770536,5.205479751141841
3.9014220199440124,3.849336207799124,15.017885043275284
3.04544008374068,3.639721256490967,11.084553008160583
4.610169155486435,1.773150896258064,8.174525569952054
2.2596009677408264,3.44978710347183,7.79514227750477
3.5007985790056404,2.1390040286149827,7.488222263862672
2.2318158626589994,2.811998151229683,6.275862079682186
1.3311065786432597,1.5253308926247353,2.030377985780581
3.4067349258914565,4.779650703896836,16.283002986527038
1.012368444118314,3.2980478593091354,3.3388395799565256
4.001337829057423,2.766169172722676,11.068377352387719
2.2319328144551065,4.345415800386612,9.69867611733458
3.995108213213833,4.7659834545634086,19.04061964336751
4.369254160343441,1.2281021677487578,5.365890505763059
4.463416699219253,4.439293398462011,19.81441628742913
4.439618687721769,4.172770222075791,18.525508657496598
1.8495749772941177,1.8057202962718693,3.33981507597657
4.7529091666045264,1.7793789556095647,8.45722654897989
4.916954121202106,1.1332145579974329,5.5719639911517005
2.4431876318172128,4.85286874620218,11.856468899553471
4.637125784830806,4.737713116061286,21.969371651618893
1.169556362126087,2.1764753783180435,2.54551062572265
2.8568201540230156,3.3458373812884057,9.558455662948306
3.110043955334504,1.6032217423950086,4.9860900889964475
4.0235339359893505,3.6649252700042587,14.745951196727068
1.6296587194145142,1.518181900714871,2.4741183721572897
1.8176183389784648,2.557300759331313,4.648196758444148
4.916816314885999,4.001960626537972,19.676905300093296
4.790086320967452,3.947567235638882,18.90918781653311
1.355794212577563,4.408812107434148,5.977441939601107
4.648901210329041,4.961754815130658,23.066707965416864
1.2254460244863696,4.81680204974359,5.902730922596079
4.749251807713475,1.524072353025605,7.238203377692984
3.551928902913353,3.0377432440148167,10.789848028045999
4.928712895204148,3.9728423099097983,19.58099912346506
4.730754512178532,4.084908128169465,19.324697559172456
2.6640078882708678,4.164665594522688,11.094701995818724
2.3177496656847847,4.644645146123514,10.765124734652233
1.4517540806997125,3.0315684030079315,4.401091799987075
3.6787637487814435,4.95983939938019,18.24607738221777
3.564969631595187,3.2430950199379542,11.561535258456393
2.44258924864088,3.894930011330198,9.513714169883842
2.723391213125593,1.0257232084628987,2.7934455730268493
2.5172364220665706,4.666764155523634,11.747348705478833
2.8681176303032045,3.5282701145190867,10.1194937199241
1.7567757385206257,1.1042054410461435,1.939841329172332
2.0202289225023735,2.976720748551512,6.01365735043668
3.862450798368519,4.518457704731219,17.452320569033482
3.350025151651057,2.2643515350868277,7.585634594720554
1.4449038984482367,1.173547231470403,1.6956629697647205
2.3474447556730222,3.749166142198469,8.800960398650654
2.715079251733247,1.4907239740936657,4.047433732123042
1.1050380029140014,1.2599611189874889,1.3923049186752252
1.2734279388207161,1.624853708943483,2.0691341094650952
4.129437955429614,1.0711735454016482,4.423344695233673
4.375028236771181,1.4511663111990547,6.348893587746939
3.7670631472142344,2.101222086844346,7.915436287463923
2.8921927724921743,4.088963865260723,11.826071738088729
2.0656282745509933,1.798555743385903,3.7151475968940018
2.4536092643004603,4.7640607280722085,11.689143538087967
2.390254314638257,1.7993482892506174,4.300900011918254
1.07526643039377,2.054538608752783,2.2091763959397874
1.8133457770302366,3.005571605954543,5.450140579219657
3.415080258112955,1.9470201557326638,6.649230095990632
2.229186474578402,4.336011307204578,9.665777759639461
2.0161749599451118,2.8290941708249675,5.703948826543978
2.4393540091371237,1.9403172502357275,4.733120663360442
3.654514551015256,2.4535120372920436,8.966395441374859
2.4993411814565754,4.462660971643757,11.153712345308257
3.09437942915281,2.694851081706254,8.33889175186203
3.086005453016771,3.022152955653069,9.326380500996121
1.067150285431412,1.9855591008847422,2.1188899612500904
3.741866693034617,2.2398564938888517,8.38124441165999
1.6545941014575831,1.1044489922147038,1.827414787879221
4.3671738095409545,2.726702397465505,11.907983296623883
4.046963552831043,4.034639559971129,16.328039248013436
2.8944109452009137,4.284120585151818,12.400005512223967
2.081639563800006,2.3355421228279907,4.861756885800198
2.328560729598588,4.231570219878764,9.853468238548553
2.164852615172632,1.8351065045439872,3.9727351154823585
3.240650606298338,3.9863625646156664,12.918408261946755
2.0063109124672693,4.787094417870561,9.604399769584857
3.0896193232884315,4.42066606760155,13.658175304267232
1.3739648920253846,1.6436758589045688,2.258352924004547
3.5082221031276593,1.5263237813912847,5.354682826406294
3.952308967358408,1.2693338966515952,5.01679974230809
1.7260785542688266,3.742354097865043,6.459597150804912
2.3051966311320506,2.951938201229181,6.804797996783513
1.6414819319217586,3.4917315645328624,5.731614274301588
4.819484193419331,3.201988414922268,15.431932553229691
3.002897638618714,2.377805052298233,7.140305176642011
1.2591951450809309,2.904857667713114,3.657782672335469
3.6598916525765435,3.6955852367130166,13.52544155923108
2.397954742733123,1.155111802579675,2.7699058253829385
3.2947989673187505,1.058426600206471,3.487302869342977
2.282884230749565,4.780684191658128,10.913748553330072
4.117182775563281,3.8430290876791315,15.822453165781189
2.2682814617286606,3.94686764006851,8.952606699864148
4.542738851504112,4.95300194963953,22.500194388203106
4.362913807970925,2.7920219512620634,12.18135112331918
2.75523619004711,2.438149576848935,6.7176779508822335
3.1476435170847332,2.2214085074172853,6.9922020871688915
2.5562517876867346,2.9386082160307185,7.51182250553945
3.169607724987161,3.684026342729723,11.67691835497233
1.2758490843963357,3.903439524859215,4.980199743788097
4.53705060931754,4.493475712237572,20.387126718161046
4.325911776348972,3.152971458448534,13.639476362594708
1.3984968965961695,4.09485617750763,5.726643656252074
4.088602442182022,2.1774371483167783,8.902674842305839
3.932626871679584,2.360828248526852,9.284256609576946
3.856919640565109,4.460626905202449,17.204279519908486
1.3812883495836394,1.7630696046132512,2.4353075043573176
3.9823801320419974,2.8921863783163144,11.51778557116939
2.898044856596921,4.948429306560446,14.34077010011097
1.7462620373675204,1.4133866624574054,2.4681434727709486
1.3304094939639728,4.92206006969818,6.548355446587432
4.80037394339878,3.351712242929885,16.0894721167313
2.4638940379701473,4.947576779709153,12.190304929924922
3.611907552618164,3.8345014826212247,13.849864865605149
2.554466006912199,2.206583916902677,5.636643607127061
1.757265348017611,2.5102608275306224,4.411194366705575
1.1032134399012103,2.5573745494647584,2.821329973830824
2.0333642961893865,1.0326724769436963,2.0997993442747696
3.3540079666726594,2.3955840101358885,8.034807854829406
3.6004084826831897,3.1029523205175953,11.171895856153037
2.678373708736442,1.1555431538665024,3.094976402626429
3.618439354793426,4.8120665027425495,17.41217081140681
1.4511683403932873,1.251010479272467,1.8154268010204369
4.6845086926335995,3.799558531786821,17.79906497032552
2.0819583910076664,2.4701866621368573,5.14282584859105
4.499825796072962,3.460979360774489,15.573804207289156
3.9469281274417503,3.819639873606019,15.075844053833649
3.3464113404868674,1.3285068663782642,4.445730443562895
2.273327480053242,4.0155121533638996,9.128574124729921
4.12772831792846,4.89457271231187,20.203466388769616
3.6235874444245124,1.4369011247696055,5.206736874594602
4.920407470249428,4.459221468539342,21.9411866252976
4.776189292710432,1.3977372722465966,6.675857793726482
4.9040237558373025,2.718667558307103,13.332410290162228
1.940045163446808,1.066990144578905,2.070009069435715
4.778480093132092,4.1656349292491,19.905403584672534
3.8167801156157917,1.6093086960175342,6.142377430847303
4.56728425366598,3.374009184653722,15.410059020793335
2.7817974899722135,2.6835393474492304,7.465063020975941
4.882901084390428,3.0093663879701187,14.6944383991474
4.642790181844031,2.9197084046635817,13.555593515019577
1.2715281490484043,2.7490770939907847,3.4955289089134687
4.339979146622815,2.395861845417621,10.397990447301728
2.456647856107342,4.0682662061575465,9.994297453430887
3.4057005932816815,2.179981679622311,7.424364899632901
4.9499131911067735,3.0766749057198886,15.229273700570065
1.4274545050273786,3.2401107506464526,4.62511068779792
1.4766712100992136,2.0107922215333054,2.969278983029672
3.7228797670287905,3.678906860215748,13.696127914680623
4.971308013356126,3.678330037146188,18.28611158943338
1.347231285735364,4.132911511845201,5.567987689933697
2.7348341983409408,1.0653660133536134,2.913599407069613
1.95352959066701,3.817696495449977,7.457983072047272
4.51862684504089,1.209023417981299,5.463125672773391
4.899926374934402,2.471156531445533,12.108485065021382
1.9203343966166773,4.39831721093802,8.446239827395411
2.347274506077925,1.0872759843691253,2.5521351991804284
4.4419787140141525,4.192114353323364,18.621282724175586
1.4469649324983602,2.286782520722675,3.308894115735915
1.2115616911517049,2.9978244224739283,3.6320492270683955
1.9869544614734251,1.5780941696413127,3.1356012509940063
2.8477629116495926,2.6515596359258846,7.551013189216831
3.0245862403252475,1.4917079163559945,4.511799238394587
4.675840459077384,1.2357157142927253,5.778009532807634
4.252764935855908,2.9343732710327255,12.479199755760781
4.450352826321975,1.593419644977239,7.091279620541414
4.688298051863023,1.3519776300111594,6.3384740889437055
2.310091720944067,4.190829226084165,9.68119989906746
1.0897250650180972,2.7090297294375314,2.9520975980472723
2.026396463555697,2.480568987646442,5.0266162241726855
1.1340956375653097,2.7205775793977764,3.085395164453008
2.900137941407311,2.180911906831955,6.32494536787032
1.6621981294103736,2.2267147909433196,3.701241160236397
4.449645347585032,1.5753053447790597,7.009550098421978
2.945392240854157,4.416262319145655,13.0076247683882
3.741024581392648,4.182335407890324,15.64621956854655
2.235361018999933,4.967104733723335,11.103272299055185
3.5654639570135243,3.0738543994484826,10.959717070341018
4.508526407542408,3.578999094255987,16.136011929023475
4.46819578226808,1.978613344189721,8.840831799247852
3.8062367559555046,4.357169743974906,16.584419631454523
1.2035547790029062,4.587128697103536,5.520860665300335
1.0757797047190985,3.919377199563676,4.216386446429379
4.962029333511717,3.0632496095197332,15.19993441830523
4.938212472506612,2.1513416925388835,10.623782378719
4.333296664441096,2.270358752475202,9.83813800918544
4.297044442957059,4.7205722404054065,20.284508713211405
1.985572922627596,4.409417579991837,8.755220151389894
3.657171407309561,4.111679980727892,15.037118461525175
1.4221234844465331,3.8641180044101797,5.495252960744389
4.384134230193295,4.312899628304095,18.90833089183592
2.5736574782998702,3.9890148481535395,10.266357894999578
1.6144976724094602,2.496120458188241,4.02998066979855
3.4705256052182425,4.455775781051287,15.463883939249804
4.021003615393905,4.593896690934416,18.472075202993384
2.5658665518600032,2.481682918162675,6.367667192035934
3.655123351537372,1.640547055168923,5.9964018506437995
4.539473522463329,4.3947876600326135,19.950022219566616
3.1866567631832363,4.7764179109469715,15.220804439708711
4.007460427906867,4.523129041287128,18.126260643274495
4.447093818245105,4.202347735402655,18.688234636225463
3.5882618094030776,4.5239950237818185,16.23327856976587
1.5412275648283864,1.8716312856787742,2.884609728683319
3.0393664352998444,1.3010277039486522,3.9542999347767562
3.305339875219513,3.5038166735411105,11.581304966514423
2.4648854241496365,3.356141260516406,8.272503674434077
3.8570801896130646,3.4340336337350976,13.245343099144613
1.790365124217573,2.7448279404984253,4.9142442166463285
1.5978408527927077,1.7925411586050077,2.864195493531454
4.135044029604629,2.3597828988704492,9.757806187137355
2.8381268694831983,1.404663410541123,3.98661296803667
3.144729849702169,2.0416170378960907,6.420334040732361
3.993676159720433,1.9324609557984513,7.717623248762837
3.2874269917913255,4.814276054935827,15.826581048930695
4.358372135988811,4.9587392420779945,21.612030942307005
2.524938899697497,4.934663896662476,12.459724829615917
3.702766392307901,1.3045043381587935,4.830274821954242
3.8369171422831667,4.915750412185725,18.861327023700948
4.320226812967123,3.069297518204189,13.260061435119184
2.3754219292994403,3.2602838409608315,7.744549731558968
1.927985150216533,4.911802805687397,9.469882870157203
4.875284222003401,3.5893315956922596,17.499011696016765
3.038915974035601,1.9300887611423239,5.865377567541992
2.789827774198386,3.5109870322786843,9.795049137501438
3.0382124696859787,2.812773708184771,8.54580415461184
2.3079625206053587,2.1086714997439704,4.866734789677776
1.835476115791157,3.5553586908654533,6.525775960154055
3.7397412668141037,3.0527468697094493,11.416483445790005
3.09644231249594,2.702981296230119,8.369625655532063
3.598661848808652,4.4784015404342465,16.11625276720662
4.862004097789551,2.8911099612627957,14.056588478819904
1.662841244945656,1.7420560250134027,2.8967626093983676
4.800418916475076,1.1388432418737118,5.466924641190366
1.0533420481207103,2.2899787844335573,2.4121309429482176
1.0892281390549408,4.639830667571133,5.053834123568549
3.2196222187582175,1.3953841799327473,4.4926099094151875
2.866374012556133,1.3851800359019548,3.9704440576209348
4.375199994352714,1.8119439419615557,7.927617124637633
4.0154153402430435,2.9384237139945015,11.79899165730746
1.182406337870551,4.100055417255165,4.847931510982993
2.2354149801094962,3.17337701947225,7.0938145268634925
1.5055527301152596,2.354741446261306,3.545187413134264
2.4819567542328227,3.4249096165721693,8.500477555488242
3.2078527854695005,4.847235542815147,15.549218037846336
1.3824302969020255,3.237681239181839,4.4758686367562674
3.4787039169193545,4.1971030791545605,14.600478921169254
1.8053974427984603,4.0772502723800965,7.361057215404352
4.748055341666676,3.9749801112958205,18.87342555045692
1.1263064254641946,3.190727523481862,3.593736911603078
2.8097620258322644,4.2679078171068054,11.991805314259375
3.6602123213815645,4.044884055046142,14.805134456839713
2.5525342158064763,1.0727765179826219,2.738298768064374
1.9832179361684847,4.504609490448839,8.933622336892917
2.7288037358088437,3.9167461773993204,10.688031601102274
4.314873379032334,3.2947027072415715,14.216225003302418
4.080153612629417,1.0851045657819434,4.427393314155871
