m,h,target
3.249293275998747,4.208468385735571,134.10629251083034
3.193029298866146,4.435028702005658,138.87865878690806
1.8401161948291156,2.4742311621817974,44.650023856378546
2.4845743879867084,4.228744735071718,103.03852886454438
3.9153022134625264,2.661570715470576,102.19731236897105
4.095310475351447,4.441398906724725,178.37861553793292
1.741764328625675,3.2722877807603052,55.895527348261226
3.2693035207655137,1.390821559245759,44.592603764650455
3.5791212712473905,3.0642995528318107,107.55826966591627
2.8492251275029092,3.8740895294786877,108.25116876178377
2.2641637684475016,4.84860699782355,107.66164114279174
1.2379609620718774,1.057120970679994,12.834170761572976
2.857629583664055,4.828530476162525,135.31847209693424
4.661613449014931,2.839705085377644,129.8212159407993
3.7444805074279257,3.604705283273654,132.37242118943612
3.677962973525854,2.5031206842485694,90.28701960670735
1.6141754155624333,1.1958753978513075,18.930968608088754
2.713881406397391,1.7952781633054742,47.7813910659056
2.5013358107432615,4.683550173695648,114.89029727699808
4.8109375149253895,3.840294508955407,181.1884137491068
2.653235323270484,2.2356084911915177,58.17115626268593
2.021787973483059,1.4023615653878045,27.805568868515838
1.1614734439323935,4.736183115171642,53.947825612351124
1.7822846287027163,2.6493671614304874,46.307931887124845
4.532252952710053,3.6057539393238613,160.2678469173832
4.765339018914866,3.313628650801349,154.85806020513434
1.1220535236688391,3.7593378628537995,41.36767454570227
1.8361885871905494,2.581437660243072,46.48524247335757
4.7324522342940005,2.9059942710622813,134.87056234672227
3.6385070572856817,2.5086606712788853,89.51613411337343
2.722998216484762,1.1202389683018685,29.915358245671698
3.5845915605580365,3.6876723530147744,129.63676370261862
3.3042987123232432,4.711614069965688,152.6810670447771
2.757212923001235,3.028099303788431,81.8797662205855
4.594013070197446,1.3618153255453094,61.354527948386604
4.789341814954785,1.1450131340616112,53.780207974981735
1.3023758820004168,3.803981501551732,48.585974375670105
1.3715215260830345,3.5473892319583538,47.71420003650642
4.157317737497608,1.4918901531853588,60.8255775128817
3.2930551962500747,3.4837412336724816,112.5073963501745
2.074843290309067,4.362909090352491,88.77642246156017
4.995892081961925,4.310023894194977,211.16838651126133
4.429315327306432,3.629386562571334,157.65436567982093
2.303769586614444,2.9605324869700205,66.88751278884811
1.2874817691095282,1.8746603465836453,23.670087128226623
3.248505811377647,3.9787985126765815,126.75694693979513
3.837305797151861,2.529012589756475,95.17295994577933
3.177972576372175,1.2214507640873973,38.06819506947577
2.3982886016472613,1.4093385685683342,33.14766612799519
1.9196070376074137,4.500653629394731,84.72744293669659
4.982076561660248,2.4653338907093127,120.45430287233644
4.108876498614428,1.9043909387400442,76.73886463936627
2.452676532177132,4.093708139581402,98.4675942518161
2.905773713574604,2.3726655566729438,67.61366722014392
1.22094825869307,3.386226628941964,40.546134412781626
2.3356226421878747,3.7545614038047255,85.99992320725136
2.1659436975253645,1.6853044330796938,35.79824217096378
1.9109602520888056,3.3400663468113216,62.595472613536494
3.909828243173961,4.589509077444173,175.97869303577917
3.841394043092474,2.064810306398293,77.78667235899842
1.0134273230720785,4.667267259869968,46.38648397242999
3.4688495753512383,3.0353297354307114,103.25890590108474
2.8994658147765437,2.424269227504556,68.93424395970591
3.7899227000978706,2.1310799527804805,79.20749362793053
4.676065785608166,3.18380002153653,146.00326542791248
1.4493131016452625,3.863993289912109,54.92053473014038
2.8571565949615954,2.7554775170617005,77.20885126470515
4.746756545228271,3.9690240084106905,184.76378869772824
1.7210725959461426,3.1268381242680934,52.77652160270052
4.391669023316478,2.890313948175329,124.4832150074762
3.878922393469519,4.271511906474718,162.4908412846813
3.2064061452155426,2.7802226562810053,87.42472716070674
4.56596509848548,2.195395992191679,98.30636319182456
2.555602512151072,3.1961742471004757,80.10505622113901
2.7286648874165693,2.68597265880457,71.87667280485985
3.4727238778476925,3.846229907889668,130.9910637811255
1.385844640620693,2.0173400636236205,27.41762521113396
2.3311306717622746,1.5747348986963399,36.00064204776159
2.9764353885468795,4.609709140649127,134.5569573978536
2.546351447608178,1.7390659830444268,43.428075109714776
2.3446743313619085,1.1631472775358604,26.745665750228437
