x1,x2,y1,y2,target
2.1024801827841957,3.899977192788078,4.3424009585385,1.6155198684876826,3.2660183680208585
4.535778845474383,4.47428581963351,4.321126346077058,3.629714229884863,0.6941412728288354
4.3412164297845575,2.8261815051877024,1.5600639751915066,2.0534640471276235,1.5933532106017056
1.0220870248299367,3.6604739647567692,2.22901547269268,3.514780746429156,2.935009026208115
4.298623313100238,2.848640785355503,4.216387418688703,1.9338015963670405,2.70419070463399
3.0092218699661917,4.725142548716111,4.052119504577823,1.186385653739534,3.3401817734371932
2.119597847417844,3.0237612514943715,1.6599224698557782,4.249454436902821,2.7428429174179443
4.176849963515483,3.4472375419885584,3.2744813195722227,3.6072500369944867,0.801916021127675
1.9328411118261979,3.4394703106021822,3.324982766854576,1.043896426504995,2.7337312294250524
1.8349938928409286,4.8885434377089805,2.577120680147236,4.8075750958107655,3.781413984651353
4.177194059622266,2.265235957535368,2.1036632912697977,2.070162043150475,1.9122515832811557
3.83156767710814,3.887776081649097,1.4920452992996953,4.885286655915483,3.3937068655069176
3.7965925395309243,1.4326486390564366,4.353656775711622,4.540409541217685,2.3713092080145723
1.84703875237048,4.041656226369723,1.1557233758144,4.5359021894294,4.030130850133098
1.73534335576344,1.2453010818149148,4.862808552046548,3.1681917898565413,1.7640485823672727
2.6939296761338727,3.259596338149186,1.8812088494749584,3.688306417291391,1.8935628830655753
1.406863847706012,3.380603276258608,1.324018601811792,4.715948807925027,3.9243901252253837
4.398059178751801,4.296534408922933,1.3278145928259049,1.8696892713401994,0.5513034065773352
1.5373959480332329,4.599308532915849,3.5448893870562452,3.7516028118061815,3.068882388986973
1.2357752701480669,2.046875317550641,4.757704837112308,2.3242875050536638,2.5650347363846495
1.5613299882564093,3.86959432378344,4.7580148270096565,3.896915659755349,2.463650953059728
4.098563508545055,4.272978007799861,1.5306434712932062,4.573413145368271,3.04776437852751
3.764364762903366,1.7175273709644836,1.5073923858553422,1.2999712480826497,2.0573203050167184
2.774939480078483,3.9151400506574663,1.1217718468042044,4.28906283453089,3.3662723511450054
4.5918451435872685,4.258269774782597,2.365199729345273,1.703317574538528,0.7411885816206243
4.181180619552426,1.2439725200537306,4.8630158117742255,4.39564275550304,2.974160216513059
3.0844467748382605,1.0891194013400671,2.495498058017065,1.4153763113376652,2.268919195361738
1.9063714650150434,3.819137605363901,2.2549967144868863,3.8606883911064136,2.497382643495044
4.881890364337553,4.133204121559995,3.5007862978688777,1.537815281806183,2.100901306588814
3.2581651151986177,1.4882455480240497,1.8836892893547583,4.246199711334889,2.951960495709952
2.931126521838956,1.3594025122434013,4.369420625388212,4.7450568819962005,1.6159885394450015
1.904616391169835,1.2303021735899904,4.406608862323173,2.547607223668328,1.977520355534101
4.854365685691903,1.897178666118041,1.5513645273490106,1.7037224712006047,2.9611092536059567
3.552982664484209,4.270215647986118,3.6404586827239935,2.8333490962846417,1.0797448944752421
2.3109549583372946,3.0058650822274258,4.687758707151707,2.728077219535905,2.079243038509226
3.0799359915207245,1.5057537854984382,3.5319278756031744,3.925845069033777,1.622720053810094
1.387333829511169,2.765229347562152,2.7367778468116435,4.844041990696173,2.5177685022190555
2.687300220102802,4.587987216528331,3.656341872746428,3.3257219085532066,1.9292279852584109
4.618620887235933,1.7333327330041106,4.090486092309895,4.921686883801394,3.0026292626174427
4.973935389268485,4.705231036390083,1.0853595506667557,3.7463733442123583,2.67454602478547
1.1007677198211319,1.6413577281341105,3.038786408580758,2.110753558777305,1.0740030388235149
1.2830089647132237,4.970684681020167,3.80901815946861,4.377387019241146,3.731219016541251
1.9255746390582509,4.945915970364151,3.8902133685537135,3.864827574596425,3.02044801248582
3.21127169609267,4.590258820872478,1.6274341975783213,3.1173505224766003,2.0301369770305833
3.5621589623973233,4.197685957924685,2.683924526923662,2.466072839550914,0.6718287875159779
2.090431901774041,1.178459984825301,4.68376073718163,1.4362100590101878,3.3731703462165905
3.590553467280154,1.8031758793517794,1.4151203280607692,4.5175377868255815,3.5804626419329346
3.9642414029728097,2.6309709699929034,1.9296439249258959,1.0424895849141036,1.6014533619372702
3.6925822089071216,2.4976666193929895,1.1540630793100957,4.704296043403481,3.7459281046756905
4.860880001459117,3.4409473260450243,1.761081308432669,4.277282378064145,2.889199997494671
2.367840301920514,2.806044694547054,3.6074709704218533,4.641521284447844,1.1230686273128836
4.477847598290152,2.776543929395282,4.247028478892667,1.445262182036616,3.277854260944744
3.952140024921245,4.210637704984874,4.175837731934404,4.5621177386718115,0.46479381902444633
1.584423605001727,1.0849400262999045,3.6024790621866667,2.008734285802253,1.6701815044016577
3.335290422520796,2.4203566214878154,1.0002249616618482,1.1746184739311256,0.9314059036715802
