x1,x2,x3,y1,y2,y3,target
1.9801741346685873,3.07092499459172,4.059536121902699,4.39797001434558,4.338434372916135,2.341073970572472,31.53542736822429
3.4135357552953103,3.1578882288818635,4.113339773894271,2.8656890757483238,2.709285350305813,1.5156360498278585,24.572078486543806
3.7854456990068317,4.357314062989588,4.294084152032029,4.331740026938485,3.028864216588218,1.9459639354822023,37.95141219579581
4.546453072525853,2.4612246270195235,4.771431489694455,4.17635085761209,2.7087711517846036,3.4405937669738753,42.07103489925439
1.5354248148255287,3.192091756901691,3.9625867310494836,3.7826053789085607,3.5172984856423595,1.4998214325500596,22.978618173616997
4.4812505857115,4.19611457896846,4.427209293423522,1.7826969052864219,3.3483808467515215,3.077855323726297,35.6652109309678
4.985640995558317,4.689060860997751,1.182999271780587,3.5848355547166326,2.493275231809661,1.420960562079673,31.244817719273247
2.202868643054776,1.2130643599358475,3.425500187542703,3.305849015048745,4.374608940488345,2.529531759857338,21.253944846074063
1.6809532087730568,3.127124874267872,3.961999793195501,2.230597051443359,1.4803375495796023,4.697581042810196,26.990544764839658
3.704179794356604,1.8245869099457335,2.5733600446300273,2.6296388252952445,3.487001817074982,3.5324114665499424,25.193159402718862
3.9450851381094183,4.033049731026803,1.993658934087899,1.4651128162882716,2.7516182571909114,4.5931571014101795,26.034596760140424
4.076595586493086,4.714118057904216,1.3917202578313876,4.271919071890336,4.255110404177052,1.4818830159719014,39.5363458420953
4.6624180556472865,2.0100121843787617,1.8999964120767876,4.868882854104491,1.4187727035375475,3.517484789565411,32.23572623049169
4.949568248161771,4.359369004838779,1.6470847678120846,3.0669711681938603,1.8511149861672465,1.2101527833739456,25.243100623430628
3.4219349706284086,2.7416779553636266,4.884825176746702,3.490693250745732,2.3032431545788237,2.789340462090075,31.885116804950194
1.5035421071876653,1.7426911641347194,2.197930399378712,2.675031190198305,2.9955400234682554,4.251052802908566,18.585841348090344
4.715518592037315,1.229053885319653,1.200947156286547,3.8320440128341318,4.100095125813885,4.854426765636562,28.93922265217888
1.091709865031396,2.0657358370262178,3.8242994401048747,1.1239897168648914,3.2598069664986657,4.648951813722174,25.739954552871517
4.640042815572064,4.432562783890829,1.8419662308158227,2.7182119722162685,3.623557627632631,4.17143596891884,36.357910807171194
1.6629629203096692,2.483279859572884,3.526866144318157,1.967887511830138,2.3926184499154646,4.191415267379059,23.996625775128976
4.416434609603938,3.985403701803154,2.638008492555185,3.391252386582689,3.9918038554063324,4.628500001433912,43.09621658378859
4.972461129629968,3.895675895984687,2.2782069208374702,1.319118610060357,3.790611337617697,2.241064952902102,26.43186891864804
1.3426725224459886,4.690446560259282,2.6232802646541074,3.215869333680057,3.0446469350392187,1.446319394365318,22.39271425739259
4.574359966049777,2.954469837742027,1.1578887905432653,4.887354129168422,1.2792099404132897,1.04858638887571,27.35005067906237
2.1748203588257304,4.26011709261243,4.593889710661788,2.0664333383513345,1.4403879336534446,3.613070534963042,27.228390105014437
1.4529832090214572,2.6157356312549473,2.001991124766713,1.9623651468738972,2.190169811320174,3.341770116045418,15.270382935679358
1.0534267976411948,2.3764778829332385,1.1086052185424156,2.8158146106338715,4.583695003961007,4.784233516742633,19.163130610442657
2.711542881625833,2.7840518691609737,2.158099258488877,1.0007787969963915,1.8169904024908803,4.106229266886121,16.63390048543218
3.521761176616507,3.411045641434234,4.853146069038036,4.431472374682334,2.499548693116557,1.782117993868379,32.78154097611694
2.382997029311343,1.345572252660423,4.162969885485188,4.777014145427478,3.3831181137763817,2.060930562315764,24.515432245898893
4.979303182871561,3.9603020668366775,2.4644643127497696,2.652392710369066,3.6899208690429743,2.026318211769626,32.81405762828187
2.3986562042552992,3.0460351325865695,1.934046662900324,4.327723267684707,4.658878957841518,1.262761056397705,27.014068057551974
1.302003627360544,3.364077392325975,1.1431132179965386,3.3055887171943508,2.3861613900665772,3.457024335648764,16.282890300129033
2.353497720328452,3.4737608835532576,3.0783153449670526,2.5847134786010977,2.9220780418711247,4.327875828643638,29.556284254557426
4.703868840923791,3.3845286964069823,4.049760826493788,4.412104357831741,4.6753564952967785,1.2642370104580767,41.697695956330264
1.1908301835916792,4.836330605894417,1.5640718575777397,3.57155574189855,4.51083435543959,3.552515693115525,31.62539245037074
2.3232375037919533,2.4841010859331014,4.8195611166225,2.0661068186960794,3.2906375785291693,4.841309302083152,36.30731929613437
1.6042478945306908,1.761665318334329,1.005928962327547,1.2055704260163052,1.1955480651016703,4.261943970227968,8.327402255806016
1.836854616717713,4.752048423950562,2.798103721256648,1.577121271300137,4.100336529312912,4.020519977715663,33.6317721411326
1.5614833217117172,2.8311106718156935,2.317522179547277,3.194778496358258,3.844687722836617,4.155234230644142,25.503177271280045
2.0631936857050035,1.7742643703016436,4.921033564094961,3.882801368844224,1.175949419583377,4.379781801459973,31.650469671886658
3.537463562420988,3.2734937082792204,1.6667673901499982,1.0490521697835429,3.625295568993694,2.043657068487471,18.98466701984581
2.0018276260784544,2.712763747846577,1.704337537519243,2.558416101295239,3.429105457807342,2.8833573375304313,19.338075148493996
2.4882919213290324,1.4077856556158643,4.69296429799939,3.4747037502537936,1.0279490620283291,2.912811623070965,23.762930168865168
2.978624908388557,3.474258144967951,1.7904458273674422,3.130149127588846,3.195102238786637,1.7053617255779314,23.477507921229805
4.215030526034797,2.753944587233016,4.7799496663497205,3.92649914296791,1.880747907997843,4.2427856968539075,42.01009134530989
3.6715594356509382,2.1899045258411527,3.242672004417693,3.1670193631747843,1.5044310418895699,2.9191564915875823,24.38832720498872
1.5661654691126587,4.326284110142307,1.6106800960748964,2.5136384178582647,4.4817109052835775,1.8595675519587092,26.321096810911037
3.747093727339689,1.2135145942636418,2.0297912352704346,4.721278218142163,3.6912631380535808,3.2308044275458028,28.728332195426812
2.5684083327699305,3.38439431992685,4.8941584740496555,4.633179309100887,4.237310249471329,1.186095893538936,32.04556635318962
2.041692300885649,2.7060383257689926,3.4211251463078542,3.9722411055883735,2.6883029466190367,2.964820981296345,25.527768500784163
3.838064379625709,4.070981986688034,3.0263656105533236,2.010185732321907,1.2547237840394168,1.2953957791377375,16.743521416788422
4.644836876960762,2.304871737246957,3.6137021229061115,4.0248953037078685,1.6614334004245284,1.139083911663191,26.640682970270568
1.8304777196800561,3.489076922459254,3.375752460626526,3.0711552580301387,4.632856243752357,1.5833835469172728,27.131183983271576
4.8647641026244655,4.7998988528916495,4.4033783525464845,4.584718488909916,3.45647178377783,1.1309605218001746,43.874335954774764
2.4623638899578064,3.3436539227815483,3.6995915448202488,4.246985723402791,4.399198893811636,2.7155028532020133,35.213274320504325
1.4797616150962636,4.753858924442475,4.572150028752734,3.0516778104323388,4.606629818125478,2.232354705080075,36.621684587035574
4.684434325184383,3.8500599470644943,4.704531106533899,2.584085596648602,3.268270843523374,3.8164049247047007,42.64241362236574
1.4664443806999157,1.3166031470242365,1.112323181345658,3.0763539933321926,2.9875359378928836,4.940488068652407,13.940120650167225
1.1621155701199442,1.9354357638266975,2.6751581505732176,4.759061870301808,4.711303216881487,4.941842248607697,27.86921420903603
2.294723365298213,1.6473192373628227,4.689222336034469,1.809654558193273,3.8479605582591274,2.0811316662038566,20.25036514342992
3.979566647925898,2.198821239030912,2.6565260370284953,1.392675905913792,1.3196175051018444,2.1995289200322947,14.286955429422388
2.3638463556319214,3.3465914223916884,4.8480906245194095,2.685128365059438,3.091040431515177,2.4765622499232247,28.698278519415727
1.1173151104760706,2.583581689295355,2.0450629969878817,3.03105508804244,1.2782309650099983,1.3292804964160303,9.407520122283465
3.47356761237484,3.410455265019442,4.547031482824767,2.0063781746631806,1.0331892936122373,1.3053973037594027,16.428618749635916
4.725389897795685,3.3351895791706436,4.644803435357485,4.499708612393612,2.636865463828241,3.736988506567906,47.41490088986197
1.5384854059273563,2.1403506609667526,2.197762480567522,3.460401868523063,3.101442203730573,4.910043692196388,22.75306144872785
3.907305513889148,4.067329404248305,2.29916061764277,3.969291056836906,3.7228005817091647,3.356260300285282,38.36767060972193
2.937031817872854,3.2265953742834204,1.1634782955943184,4.211822880947786,3.049232870999628,3.6658729378733064,26.474062086891077
3.8964141998154584,2.0350353663669107,2.8528424821979694,3.711596392294582,1.6514751983909544,2.8269467947658686,25.887561233345295
