m0,v,target
3.2922878777254763,1.0758378956352037,3.2922878777254763
3.8727728042382368,1.208974446729293,3.8727728042382368
1.4345989077113002,1.562218722870988,1.4345989077113002
3.091522971156461,1.3085109879865335,3.091522971156461
4.459893114550674,1.925251002095116,4.459893114550674
1.048489055138056,1.1495130708080485,1.048489055138056
3.224866482677408,1.737421176490987,3.224866482677408
4.463116679650768,1.763219033677025,4.463116679650768
3.0463337958276884,1.0347032548594826,3.0463337958276884
3.3779263119863026,1.4420755011664514,3.3779263119863026
1.7537810362070676,1.5169386015258355,1.7537810362070676
3.850724114726262,1.7595847303215175,3.850724114726262
4.655438694324886,1.5608232721329096,4.655438694324886
3.796925175792448,1.25840030004274,3.796925175792448
4.117112812916757,1.261685532946267,4.117112812916757
3.331431515126562,1.311979485128524,3.331431515126562
1.9212532803091524,1.470833900006025,1.9212532803091524
2.7227487338108847,1.1614141287704385,2.7227487338108847
2.531612799176369,1.7445251595834153,2.531612799176369
4.9460740944678765,1.7968039638812319,4.9460740944678765
3.486546107298681,1.1996394226644775,3.486546107298681
2.6943119276429255,1.2030599074977117,2.6943119276429255
4.418137170462924,1.7905084021240332,4.418137170462924
4.441942783951975,1.4411286731316812,4.441942783951975
4.326255009929353,1.2915274776285508,4.326255009929353
2.682556065737108,1.925629582631102,2.682556065737108
2.2459699987099873,1.6203336216998903,2.2459699987099873
1.693227582799385,1.6072070158482283,1.693227582799385
1.9139406912159531,1.6699423286979407,1.9139406912159531
4.521657435623396,1.363444794943221,4.521657435623396
4.335522758287452,1.4989025915869547,4.335522758287452
1.0041616861459968,1.5699842540422515,1.0041616861459968
2.2491651769028023,1.9133793558809962,2.2491651769028023
3.268023706376574,1.6453080722350224,3.268023706376574
2.5299219054677824,1.0374687686980608,2.5299219054677824
2.8888528788696957,1.9536739579881064,2.8888528788696957
3.33629122304802,1.4240609109396811,3.33629122304802
3.483540121071226,1.1392368615756305,3.483540121071226
3.791494948337961,1.3015903076056037,3.791494948337961
1.9385496330178569,1.8772086275810662,1.9385496330178569
4.626514018361963,1.6677980799674752,4.626514018361963
2.746142464851446,1.3156106782171388,2.746142464851446
3.0538109798116393,1.4716323554220434,3.0538109798116393
1.5419145571929973,1.4610311910800846,1.5419145571929973
1.6969944465917846,1.970721770785532,1.6969944465917846
3.9365779198580695,1.8267734918904845,3.9365779198580695
1.3691528439109004,1.6995461926935325,1.3691528439109004
2.6800666595158087,1.2622829800708408,2.6800666595158087
3.791720290897605,1.4024352893773544,3.791720290897605
1.8311986054721068,1.2525888148424718,1.8311986054721068
3.9955620605552147,1.6414516127687877,3.9955620605552147
2.4887812576210124,1.2738546172563936,2.4887812576210124
1.7805356230528724,1.465701050778685,1.7805356230528724
3.904849816596387,1.4611265203151096,3.904849816596387
1.9375561283558471,1.2004169061273675,1.9375561283558471
3.5845022473666996,1.324920698871273,3.5845022473666996
4.164145899882939,1.6940413240043275,4.164145899882939
2.6201734026745136,1.481342150859076,2.6201734026745136
4.297093170909466,1.658645363422109,4.297093170909466
1.864950322339734,1.9410006871380676,1.864950322339734
2.837711742551568,1.163641813773198,2.837711742551568
3.573004807032362,1.545007877800161,3.573004807032362
2.688869640465218,1.7777406453293216,2.688869640465218
3.4424303839371087,1.4118176833433436,3.4424303839371087
4.065010207283018,1.094958712700869,4.065010207283018
3.2454843199144325,1.8549630273401272,3.2454843199144325
1.1593491716527993,1.28928483693118,1.1593491716527993
1.904248123974777,1.612631932060497,1.904248123974777
2.038430443086704,1.5186739375508624,2.038430443086704
2.9122511077653424,1.324841524365278,2.9122511077653424
2.128381133281243,1.0114606740623082,2.128381133281243
4.441195235799762,1.165395362068128,4.441195235799762
