gen,nevals,best,mean,median,worst,size,div
0,100,1.2583339012816506,1.0234882706599335,1.0113839765935289,0.7690892900975789,14.64,0.4993660745384883
1,82,1.432544148181594,1.1295124064693336,1.123190635970387,0.9471293762622496,14.58,0.4853361198188785
2,86,1.432544148181594,1.188320843651824,1.176298806319419,1.038724781162659,14.01,0.4621177290142808
3,83,1.4731592210974884,1.254781999788277,1.2294697179790748,1.042345121750124,13.53,0.42778822709857195
4,84,1.4896311173882006,1.3527804138804398,1.3831959583903384,1.1091541427020726,12.4,0.3518495297805643
5,80,1.4896311173882006,1.4066781533169768,1.4173188741129499,1.2411535153644795,11.49,0.267161267850923
6,92,1.5269282762269665,1.4356378139623514,1.4357147479799237,1.318113724292991,11.09,0.24709857192615814
7,78,1.5610637484314724,1.4582789545210912,1.4531555606014688,1.2729343203110515,11.07,0.24633228840125393
8,88,1.5580141618665422,1.470511661843159,1.477295573172717,1.236979080434842,11.45,0.24258446534308603
9,82,1.564393827414828,1.4986981752785027,1.5049905484815966,1.1917048939105606,11.5,0.21039359108324623
10,82,1.620279777066297,1.5315746007895057,1.5378447550036105,1.3566467900302703,11.58,0.181010101010101
11,82,1.638580263492787,1.5531247808655264,1.5562108366318341,1.364601010931698,11.12,0.17355625217694184
12,76,1.6303037843158847,1.5619575037704831,1.564393827414828,1.3495678870122578,10.95,0.1522884012539185
13,82,1.6441001728542461,1.5882281005161463,1.6153307371340577,1.3751355696915117,10.86,0.13049111807732497
14,76,1.653909999446354,1.6020354389342528,1.622553429710153,1.326992167758818,10.54,0.11529083942877047
15,83,1.718926494359906,1.607975808889543,1.6291240315137294,1.3323137091548254,10.39,0.1123301985370951
16,82,1.6559160088063383,1.624348873376166,1.6384625163933957,1.3056775629037216,9.89,0.11457331940090562
17,78,1.6654306825440681,1.6297747777869722,1.6441001728542461,1.3172043986559996,9.21,0.10140717520027864
18,78,1.7300965592152149,1.6338274179886954,1.6496355815520778,1.1360717074751643,9.04,0.10425635667014978
19,83,1.7521987347911605,1.6512313292403646,1.6559160088063383,1.40229339713793,8.7,0.10746081504702194
20,81,1.7567326165852224,1.6556040739775382,1.6572289601350088,1.1940188024927354,8.42,0.11785440613026822
21,81,1.7567326165852224,1.6860221824179982,1.6881006063056112,1.3762019689320553,7.94,0.10680599094392196
22,89,1.8067604543982665,1.707224012091786,1.7300965592152149,1.3051370110409897,7.01,0.08078718216649251
23,83,1.8383607228388925,1.7271696102454772,1.7448242393957785,1.3361202520857676,6.11,0.071619644723093
24,83,1.8383607228388925,1.7432502039978965,1.7567326165852224,1.340748586584567,5.45,0.06135144548937653
25,85,1.8383607228388925,-inf,1.7567326165852224,-inf,4.99,0.05268547544409614
26,87,1.8383607228388925,-inf,1.7653994020990411,-inf,4.67,0.05265761058864508
27,82,1.8383607228388925,-inf,1.8383607228388925,-inf,4.32,0.03456635318704284
28,86,1.8383607228388925,1.8036106844665074,1.8383607228388925,1.1788531531753557,4.21,0.014371299198885407
29,91,1.8383607228388925,-inf,1.8383607228388925,-inf,4.11,0.011682340647857888
30,85,1.8383607228388925,-inf,1.8383607228388925,-inf,4.12,0.013695576454197146
31,78,1.8383607228388925,-inf,1.8383607228388925,-inf,4.19,0.018411703239289447
32,88,1.8383607228388925,-inf,1.8383607228388925,-inf,4.17,0.019791013584117032
33,87,1.8383607228388925,-inf,1.8383607228388925,-inf,4.14,0.016454197143852316
34,85,1.8383607228388925,-inf,1.8383607228388925,-inf,4.16,0.01921281783350749
35,90,1.8383607228388925,-inf,1.8383607228388925,-inf,4.16,0.015102751654475792
36,92,1.8383607228388925,-inf,1.8383607228388925,-inf,4.16,0.02184604667363288
37,89,1.8383607228388925,-inf,1.8383607228388925,-inf,4.19,0.01711598746081505
38,78,1.8383607228388925,-inf,1.8383607228388925,-inf,4.11,0.014385231626610939
39,77,1.8383607228388925,-inf,1.8383607228388925,-inf,4.12,0.01235806339254615
40,84,1.8383607228388925,1.8037606001968516,1.8383607228388925,1.2703454562936376,4.19,0.013047718564959945
41,82,1.8383607228388925,-inf,1.8383607228388925,-inf,4.1,0.012330198537095091
42,90,1.8383607228388925,1.7956462187766533,1.8383607228388925,0.9831013767732201,4.15,0.013033786137234413
43,84,1.8383607228388925,-inf,1.8383607228388925,-inf,4.13,0.013075583420411005
44,81,1.8383607228388925,1.7924215040987337,1.8383607228388925,1.250830499903414,4.22,0.015047021943573666
45,91,1.8383607228388925,-inf,1.8383607228388925,-inf,4.02,0.00959944270289098
46,85,1.8383607228388925,-inf,1.8383607228388925,-inf,4.07,0.008923719958202717
47,88,1.8383607228388925,1.811283453676537,1.8383607228388925,1.2540548411459869,4.12,0.008261929641239988
48,86,1.8383607228388925,1.8189704272873632,1.8383607228388925,1.3131148020277803,4.09,0.00754440961337513
49,72,1.8383607228388925,1.7793761265886314,1.8383607228388925,1.1360989988476518,4.21,0.01710205503308952
50,76,1.8383607228388925,1.8079470129959896,1.8383607228388925,1.3131148020277803,4.2,0.013709508881922678
