gen,nevals,best,mean,median,worst,size,div
0,100,0.24761338386994608,0.20176858857465838,0.20145599489000549,0.13895186939221763,14.64,0.4993660745384883
1,82,0.2745724872637158,0.2198421817056824,0.21901313758294558,0.18949345535764056,14.46,0.4832183908045977
2,86,0.2745724872637158,0.23098892939882415,0.22903496802282153,0.2016840930374937,13.69,0.44799024730059217
3,83,0.2745724872637158,0.24194441398094454,0.24325412273540867,0.20785961171944836,12.69,0.3938766980146291
4,84,0.29052739270956185,0.2543966363830622,0.2548532221724896,0.22978563600777013,12.44,0.32165795889933824
5,80,0.29052739270956185,0.26144434765152674,0.2632426624818187,0.23146931043247987,12.61,0.2856217345872519
6,92,0.298689586624745,0.26869288176323136,0.26665190661832017,0.24413913416266408,12.25,0.2629397422500871
7,78,0.30138178058327486,0.27646991447980634,0.2745724872637158,0.24508904945351867,11.64,0.24246603970741898
8,88,0.3118882868288398,0.2834118447656884,0.28616331578408816,0.2555636452502424,11.15,0.18773249738766978
9,82,0.3120211762940466,0.2894489107008432,0.29052739270956185,0.23732880991329786,10.44,0.13883664228491815
10,82,0.3259630822029626,0.2948714059117427,0.2941304710522689,0.25428932996213305,9.73,0.13869035179380007
11,82,0.3259630822029626,0.30142245657675554,0.3023300827148587,0.26496488860125045,9.53,0.14
12,76,0.3259630822029626,0.3053274084951854,0.3118879402085785,0.2590958820204428,9.13,0.1159944270289098
13,82,0.3259630822029626,0.30927792989145436,0.3120211762940466,0.26514499594119234,8.59,0.11058864507140369
14,76,0.3259630822029626,0.3114355935024143,0.31210630783131377,0.2453508114230524,8.28,0.1120445837687217
15,83,0.3259630822029626,0.31396899189209204,0.32141123329737736,0.25090966085275396,7.93,0.10203413444792755
16,82,0.32923763153479113,0.31932176884539565,0.32250270502437073,0.2578199487360722,7.36,0.07969348659003832
17,78,0.33359802231062813,0.32128416488386996,0.3259630822029626,0.25182602692054334,6.69,0.06249390456287009
18,78,0.33359802231062813,0.3205138442063263,0.3259630822029626,0.21980500267963174,6.2,0.055353535353535356
19,83,0.33359802231062813,0.32376435004598314,0.3259630822029626,0.26142880889842146,5.62,0.04713340299547197
20,81,0.33359802231062813,0.32264457213922343,0.32923763153479113,0.2174972737185569,5.07,0.05027516544757925
21,81,0.33359802231062813,-inf,0.33359802231062813,-inf,4.49,0.03129919888540578
22,89,0.33359802231062813,0.32706384098535035,0.33359802231062813,0.2398249155524913,4.25,0.0249599442702891
23,83,0.33359802231062813,-inf,0.33359802231062813,-inf,4.16,0.020355276907001046
24,83,0.33359802231062813,-inf,0.33359802231062813,-inf,4.09,0.0157088122605364
25,85,0.33359802231062813,-inf,0.33359802231062813,-inf,4.15,0.01835597352838732
26,87,0.33359802231062813,-inf,0.33359802231062813,-inf,4.13,0.014371299198885407
27,82,0.33359802231062813,0.3289736282103208,0.33359802231062813,0.23945285385613385,4.19,0.015778474399164053
28,86,0.33359802231062813,0.3277094759719077,0.33359802231062813,0.22374659205352643,4.19,0.01300592128178335
29,91,0.33359802231062813,-inf,0.33359802231062813,-inf,4.13,0.011682340647857888
30,85,0.33359802231062813,-inf,0.33359802231062813,-inf,4.14,0.013695576454197146
31,78,0.33359802231062813,-inf,0.33359802231062813,-inf,4.17,0.018411703239289447
32,88,0.33359802231062813,-inf,0.33359802231062813,-inf,4.21,0.019791013584117032
33,87,0.33359802231062813,-inf,0.33359802231062813,-inf,4.14,0.016454197143852316
34,85,0.33359802231062813,-inf,0.33359802231062813,-inf,4.14,0.01921281783350749
35,90,0.33359802231062813,-inf,0.33359802231062813,-inf,4.16,0.015102751654475792
36,92,0.33359802231062813,-inf,0.33359802231062813,-inf,4.14,0.02184604667363288
37,89,0.33359802231062813,-inf,0.33359802231062813,-inf,4.17,0.01711598746081505
38,78,0.33359802231062813,-inf,0.33359802231062813,-inf,4.07,0.014385231626610939
39,77,0.33359802231062813,-inf,0.33359802231062813,-inf,4.12,0.01235806339254615
40,84,0.33359802231062813,0.3277824283596876,0.33359802231062813,0.23917489068823647,4.19,0.013047718564959945
41,82,0.33359802231062813,-inf,0.33359802231062813,-inf,4.12,0.012330198537095091
42,90,0.33359802231062813,0.3261055130523493,0.33359802231062813,0.18799251516543383,4.13,0.013033786137234413
43,84,0.33359802231062813,-inf,0.33359802231062813,-inf,4.13,0.013075583420411005
44,81,0.33359802231062813,0.3256714508822979,0.33359802231062813,0.23137082926584013,4.22,0.015047021943573666
45,91,0.33359802231062813,-inf,0.33359802231062813,-inf,4.06,0.00959944270289098
46,85,0.33359802231062813,-inf,0.33359802231062813,-inf,4.07,0.008923719958202717
47,88,0.33359802231062813,0.32885094784143304,0.33359802231062813,0.2506011324735609,4.1,0.008261929641239988
48,86,0.33359802231062813,0.3304159972111335,0.33359802231062813,0.25176911804318824,4.11,0.00754440961337513
49,72,0.33359802231062813,0.32483430814637493,0.33359802231062813,0.23243857499227644,4.24,0.017777777777777778
50,76,0.33359802231062813,0.3279220722315969,0.33359802231062813,0.2501985167329711,4.2,0.013709508881922678
