gen,nevals,best,mean,median,worst,size,div
0,100,0.20239673762155738,0.1608064921979397,0.16156437960161407,0.11574123745214346,14.64,0.4993660745384883
1,82,0.21832829318356822,0.1766658981307011,0.17665584518948946,0.1508861297686033,14.6,0.48405433646812956
2,86,0.22223175607203952,0.18539163447376283,0.18380726224088337,0.16306337876690521,13.96,0.4644792755137582
3,83,0.22223175607203952,0.19432374220383114,0.19323592087005215,0.1650869430159603,13.47,0.4304632532218739
4,84,0.23011598009138712,0.20556039891586156,0.2062065977871524,0.18648431143012564,12.58,0.3655451062347614
5,80,0.2372842285529141,0.2121371571055449,0.21094764550462414,0.18117047924603252,12.31,0.32179031696273075
6,92,0.2372842285529141,0.2190448572346796,0.2198437422487859,0.19137667284245233,11.58,0.24835945663531872
7,78,0.2372842285529141,0.22469610418390093,0.2241837452621736,0.20035642247653615,11.87,0.17991640543364684
8,88,0.244671721167408,0.2282801543909452,0.23007133737041027,0.20809085472479893,12.49,0.14287008011145944
9,82,0.244671721167408,0.23186858053499704,0.23079167524023153,0.18608505339116155,12.21,0.11678857540926507
10,82,0.2507602277298884,0.23588785303579166,0.2347873333998029,0.20574412338050943,11.6,0.14142807384186695
11,82,0.2582457253154518,0.2399664268464989,0.24170901550162704,0.2132844909822524,10.91,0.1497526994078718
12,76,0.2587811969889241,0.24238405138767338,0.244671721167408,0.20564906003817232,10.42,0.1425287356321839
13,82,0.25967729283615837,0.24557728306108534,0.24476024424328474,0.20667679398800742,9.99,0.12211076280041797
14,76,0.25967729283615837,0.2487110116435042,0.24968630162875355,0.1993050606401974,9.34,0.10615116684082203
15,83,0.25967729283615837,0.2511431836006437,0.2582457253154518,0.2003226793117926,8.57,0.0812748171368861
16,82,0.26142814871967784,0.25596066284604263,0.2582457253154518,0.2128894254455577,7.92,0.05990943921978405
17,78,0.2611279101547992,0.25618041979855755,0.258478657146634,0.20075253179741248,7.68,0.0642702890978753
18,78,0.26359827791232865,0.2561014202426898,0.25941324709844404,0.1760792999293774,7.36,0.08937652385928248
19,83,0.26359827791232865,0.2576583928386053,0.25978072296698196,0.21681667855828776,6.9,0.08767676767676767
20,81,0.2682523995278302,0.25649341851515367,0.260986863414651,0.17668837434733245,6.44,0.09812608847091607
21,81,0.2682523995278302,0.25911334511805517,0.26156919545982604,0.19570544536170548,6.05,0.0742110762800418
22,89,0.2682523995278302,0.2598380798777085,0.26227351505321567,0.1980062652265344,5.64,0.07047021943573668
23,83,0.26841101567622083,0.2617028538331414,0.26428213927071526,0.2008544258457436,4.99,0.063566701497736
24,83,0.26841101567622083,-inf,0.2682523995278302,-inf,4.42,0.04179728317659352
25,85,0.26841101567622083,-inf,0.2682523995278302,-inf,4.28,0.035304771856496
26,87,0.26841101567622083,-inf,0.2682523995278302,-inf,4.22,0.03721351445489377
27,82,0.2684114736319851,-inf,0.2682523995278302,-inf,4.15,0.05005224660397074
28,86,0.2684114736319851,-inf,0.26841101567622083,-inf,4.16,0.03731104144897248
29,91,0.2684114736319851,-inf,0.26841101567622083,-inf,4.12,0.023629397422500868
30,85,0.2684114736319851,-inf,0.26841101567622083,-inf,4.16,0.04036224312086381
31,78,0.2684114736319851,0.2634170173658869,0.26841101567622083,0.18152911532599944,4.21,0.052546151166840825
32,88,0.2684114736319851,-inf,0.2684114736319851,-inf,4.17,0.029822361546499476
33,87,0.2684114736319851,-inf,0.2684114736319851,-inf,4.2,0.019129223267154303
34,85,0.2684114736319851,-inf,0.2684114736319851,-inf,4.2,0.01921281783350749
35,90,0.2684114736319851,0.2636704764927104,0.2684114736319851,0.16500711919145677,4.16,0.015102751654475792
36,92,0.2684114736319851,-inf,0.2684114736319851,-inf,4.2,0.02184604667363288
37,89,0.2684114736319851,-inf,0.2684114736319851,-inf,4.21,0.01711598746081505
38,78,0.2684114736319851,-inf,0.2684114736319851,-inf,4.09,0.014385231626610939
39,77,0.2684114736319851,-inf,0.2684114736319851,-inf,4.14,0.01235806339254615
40,84,0.2684114736319851,-inf,0.2684114736319851,-inf,4.17,0.013047718564959945
41,82,0.2684114736319851,-inf,0.2684114736319851,-inf,4.12,0.012330198537095091
42,90,0.2684114736319851,0.2623509673983749,0.2684114736319851,0.13473765368338125,4.15,0.013033786137234413
43,84,0.2684114736319851,-inf,0.2684114736319851,-inf,4.11,0.013075583420411005
44,81,0.2684114736319851,0.2619333171218773,0.2684114736319851,0.18419858451131987,4.22,0.015047021943573666
45,91,0.2684114736319851,-inf,0.2684114736319851,-inf,4.06,0.00959944270289098
46,85,0.2684114736319851,-inf,0.2684114736319851,-inf,4.11,0.008923719958202717
47,88,0.2684114736319851,0.26464130895594773,0.2684114736319851,0.19084244688760507,4.1,0.008261929641239988
48,86,0.2684114736319851,0.26606252939588154,0.2684114736319851,0.19172248116570365,4.07,0.00754440961337513
49,72,0.2684114736319851,-inf,0.2684114736319851,-inf,4.17,0.01710205503308952
50,76,0.2684114736319851,-inf,0.2684114736319851,-inf,4.18,0.013709508881922678
