gen,nevals,best,mean,median,worst,size,div
0,100,0.06255470042077065,0.05113232839346141,0.05108884791151955,0.04193582781069062,14.64,0.4993660745384883
1,82,0.0652001875571764,0.05483456994378751,0.05446782415918943,0.04769540520084591,14.7,0.4876489028213166
2,86,0.06625115990444123,0.057603505009252105,0.057420246637341694,0.05016635135771161,13.87,0.4661999303378614
3,83,0.06625115990444123,0.06022051838060007,0.06048819945187047,0.05308691979596397,13.15,0.4270080111459422
4,84,0.06625115990444123,0.06293143089571254,0.06325568778916202,0.05683671972156841,12.52,0.3561546499477534
5,80,0.06792229451727708,0.06411336552662862,0.0639495931319629,0.057520884480223605,12.31,0.3052525252525253
6,92,0.06792229451727708,0.06530320918804679,0.06534946076457834,0.060485707281244604,12.32,0.23453848833159177
7,78,0.06826536680428952,0.06622412862796058,0.06631078372073643,0.06180554105009259,12.39,0.17179380006966213
8,88,0.0707572805439927,0.06668293836529675,0.06673608161604927,0.06190928096852248,12.53,0.16819923371647513
9,82,0.0707572805439927,0.06738307070764078,0.0672951556190425,0.05602097033480197,11.51,0.16113549285963077
10,82,0.0707572805439927,0.06836209952631506,0.06826536680428952,0.06187494375664267,10.07,0.12707070707070708
11,82,0.0707572805439927,0.06889167086184306,0.06884832110178737,0.06016714237982938,9.47,0.10135144548937652
12,76,0.0708607542598476,0.06923486514064721,0.06965854268885813,0.06016714237982938,8.35,0.08442354580285615
13,82,0.07110259352211962,0.07000303424627338,0.0707572805439927,0.0577048503691232,7.39,0.04488331591779867
14,76,0.07110259352211962,0.06990574824121784,0.0707572805439927,0.05811264733293022,7.17,0.030477185649599448
15,83,0.07110259352211962,0.06975536317293397,0.0707572805439927,0.05313446381647723,7.17,0.03192615813305469
16,82,0.0711665720147442,0.07033360468415696,0.0707572805439927,0.05925210828149205,6.94,0.03187739463601533
17,78,0.0711665720147442,0.0703045133705863,0.0707572805439927,0.059571758880020816,6.76,0.037617554858934164
18,78,0.07123716408464273,0.07036265445940246,0.07110259352211962,0.05369400997967314,6.36,0.05306861720654825
19,83,0.07118604225703784,0.07059987626441665,0.07110259352211962,0.06016714237982938,6.04,0.039386973180076626
20,81,0.07118604225703784,0.07021269179761275,0.07110259352211962,0.05074068081360192,5.65,0.04351793800069662
21,81,0.07161213445403106,0.07064840925550687,0.0711665720147442,0.05717566875648706,5.23,0.03791710205503308
22,89,0.07128793060817344,0.07047671967059585,0.0711665720147442,0.057044288351084764,5.11,0.045942180424939055
23,83,0.07128793060817344,-inf,0.07118604225703784,-inf,4.91,0.045301288749564614
24,83,0.07163661133005735,0.07076387450449635,0.07118604225703784,0.05570994636719079,4.58,0.03380006966213863
25,85,0.07163661133005735,-inf,0.07128793060817344,-inf,4.32,0.0350400557297109
26,87,0.07163661133005735,-inf,0.07128793060817344,-inf,4.24,0.039359108324625566
27,82,0.07163661133005735,0.07091899630122381,0.07128793060817344,0.05596513766910545,4.18,0.0505886450714037
28,86,0.07163661133005735,-inf,0.07163661133005735,-inf,4.14,0.03732497387669802
29,91,0.07163661133005735,-inf,0.07163661133005735,-inf,4.11,0.011682340647857888
30,85,0.07163661133005735,-inf,0.07163661133005735,-inf,4.14,0.013695576454197146
31,78,0.07163661133005735,0.07078883038615644,0.07163661133005735,0.05096458170933479,4.17,0.018411703239289447
32,88,0.07163661133005735,-inf,0.07163661133005735,-inf,4.19,0.019791013584117032
33,87,0.07163661133005735,0.07077890485328579,0.07163661133005735,0.05096458170933479,4.18,0.016454197143852316
34,85,0.07163661133005735,-inf,0.07163661133005735,-inf,4.2,0.01921281783350749
35,90,0.07163661133005735,0.07070883891447592,0.07163661133005735,0.044922557513100037,4.14,0.015102751654475792
36,92,0.07163661133005735,-inf,0.07163661133005735,-inf,4.2,0.02184604667363288
37,89,0.07163661133005735,-inf,0.07163661133005735,-inf,4.17,0.01711598746081505
38,78,0.07163661133005735,-inf,0.07163661133005735,-inf,4.11,0.014385231626610939
39,77,0.07163661133005735,-inf,0.07163661133005735,-inf,4.14,0.01235806339254615
40,84,0.07163661133005735,-inf,0.07163661133005735,-inf,4.17,0.013047718564959945
41,82,0.07163661133005735,-inf,0.07163661133005735,-inf,4.14,0.012330198537095091
42,90,0.07163661133005735,0.07038214956112937,0.07163661133005735,0.04294666382859264,4.15,0.013033786137234413
43,84,0.07163661133005735,-inf,0.07163661133005735,-inf,4.13,0.013075583420411005
44,81,0.07163661133005735,0.07038135054935248,0.07163661133005735,0.05096458170933479,4.2,0.015047021943573666
45,91,0.07163661133005735,-inf,0.07163661133005735,-inf,4.1,0.00959944270289098
46,85,0.07163661133005735,-inf,0.07163661133005735,-inf,4.09,0.008923719958202717
47,88,0.07163661133005735,0.07091716598455684,0.07163661133005735,0.05462024775113052,4.1,0.008261929641239988
48,86,0.07163661133005735,0.07131275835645483,0.07163661133005735,0.05462024775113052,4.09,0.00754440961337513
49,72,0.07163661133005735,-inf,0.07163661133005735,-inf,4.19,0.01710205503308952
50,76,0.07163661133005735,-inf,0.07163661133005735,-inf,4.16,0.013709508881922678
