gen,nevals,best,mean,median,worst,size,div
0,100,0.19865534872274485,0.15742668308747626,0.15803717211389423,0.1111963811774713,14.64,0.4993660745384883
1,82,0.21510796749593275,0.17317834494646697,0.17286001107308932,0.1481215506941637,14.55,0.48449320794148387
2,86,0.21928656653460527,0.1815674404383677,0.18011312871836033,0.15900538493276428,13.76,0.46516196447230934
3,83,0.21928656653460527,0.1905480389197667,0.18977472603604587,0.16264831534661947,13.07,0.43032392894461863
4,84,0.22711213790039905,0.20229948126492434,0.20289066807290917,0.18327912728622947,12.44,0.356405433646813
5,80,0.23432716403873755,0.20883188722080986,0.20699669224194117,0.17619148299338974,12.13,0.31305468477882276
6,92,0.23432716403873755,0.2156146501983285,0.21515612546939528,0.19401352024126128,11.72,0.24468129571577843
7,78,0.23928111835802268,0.22262952163808197,0.2207521003746868,0.19619025340159857,11.64,0.1636084987809126
8,88,0.24528583469137613,0.22768569664372756,0.22705660916245285,0.20588476766414274,12.1,0.12203413444792756
9,82,0.24528583469137613,0.2319028397671893,0.23432716403873755,0.18336612120087714,11.84,0.07910832462556601
10,82,0.24591234369870296,0.23604961352601106,0.23432716403873755,0.20476738761960278,11.05,0.06202020202020202
11,82,0.25407518978268967,0.23858285271801274,0.23877776562801722,0.20655649237168516,10.09,0.07666318355973528
12,76,0.2458604030039897,0.23987195648980758,0.24528583469137613,0.20358069174404614,9.33,0.07086729362591432
13,82,0.2458604030039897,0.2419785776105124,0.24528583469137613,0.20218874171952295,8.87,0.054413096482062
14,76,0.2567189421249695,0.2428783003364998,0.24561611811213405,0.1941303003815015,9.06,0.05526994078718217
15,83,0.2567189421249695,0.24273625096534324,0.24563504579593545,0.19622867855187814,9.47,0.05756182514803204
16,82,0.25912013516784477,0.24634529641436068,0.2458604030039897,0.20767459699725188,9.1,0.07643329850226402
17,78,0.2567189421249695,0.24914144608033065,0.25338762146817556,0.1991093128588125,8.16,0.08831765935214211
18,78,0.2572311352218192,0.25160488774553014,0.2567189421249695,0.1662853872553154,6.97,0.062382445141065834
19,83,0.25912013516784477,0.2535111677633217,0.2567189421249695,0.19726201660783865,6.24,0.029146638801811217
20,81,0.25912013516784477,0.2521673042103439,0.2567189421249695,0.1667831627067934,6.18,0.03804946011842564
21,81,0.25912013516784477,0.254165216795904,0.2567189421249695,0.18898408926489965,6.05,0.034879832810867296
22,89,0.25912013516784477,0.25360348552436107,0.2567189421249695,0.19170058488756384,6.05,0.04609543712991989
23,83,0.259555285010314,0.25481388627130835,0.2572311352218192,0.20401090034833935,5.81,0.04197143852316266
24,83,0.26280196450025356,0.2556879531188049,0.25912013516784477,0.19682540186773875,5.31,0.0368025078369906
25,85,0.26280196450025356,0.25343298141229675,0.25912013516784477,0.1578266390435309,5.05,0.03936607453848833
26,87,0.26280196450025356,0.25686761114906487,0.25912013516784477,0.19693130272756204,4.87,0.050400557297109023
27,82,0.2633531543007146,-inf,0.26201663054849,-inf,4.41,0.06565656565656566
28,86,0.2633531543007146,-inf,0.2625107640657173,-inf,4.15,0.0675095785440613
29,91,0.2633531543007146,-inf,0.26280196450025356,-inf,4.14,0.051884360849878096
30,85,0.2633531543007146,-inf,0.26280196450025356,-inf,4.16,0.06268199233716475
31,78,0.2633531543007146,-inf,0.2633531543007146,-inf,4.16,0.05326367119470569
32,88,0.2633531543007146,-inf,0.2633531543007146,-inf,4.21,0.028916753744339958
33,87,0.2633531543007146,-inf,0.2633531543007146,-inf,4.14,0.02173458725182863
34,85,0.2633531543007146,-inf,0.2633531543007146,-inf,4.14,0.01921281783350749
35,90,0.2633531543007146,-inf,0.2633531543007146,-inf,4.16,0.015102751654475792
36,92,0.2633531543007146,-inf,0.2633531543007146,-inf,4.14,0.02184604667363288
37,89,0.2633531543007146,-inf,0.2633531543007146,-inf,4.17,0.01711598746081505
38,78,0.2633531543007146,-inf,0.2633531543007146,-inf,4.07,0.014385231626610939
39,77,0.2633531543007146,-inf,0.2633531543007146,-inf,4.12,0.01235806339254615
40,84,0.2633531543007146,0.2589300178867232,0.2633531543007146,0.19330237133246003,4.19,0.013047718564959945
41,82,0.2633531543007146,-inf,0.2633531543007146,-inf,4.12,0.012330198537095091
42,90,0.2633531543007146,0.2571855514880583,0.2633531543007146,0.13275476505619424,4.13,0.013033786137234413
43,84,0.2638473166146812,-inf,0.2633531543007146,-inf,4.13,0.013075583420411005
44,81,0.2638473166146812,0.2570101223867917,0.2633531543007146,0.1809920835949994,4.22,0.019101358411703243
45,91,0.2638473166146812,-inf,0.2633531543007146,-inf,4.06,0.018376872169975616
46,85,0.2638473166146812,-inf,0.2633531543007146,-inf,4.05,0.019164054336468127
47,88,0.2638473166146812,-inf,0.2633531543007146,-inf,4.09,0.028373389063044232
48,86,0.2638473166146812,0.26108856259147173,0.2633531543007146,0.18846236901048657,4.14,0.03806339254615117
49,72,0.2638473166146812,-inf,0.2633531543007146,-inf,4.23,0.04939742250087078
50,76,0.2638473166146812,0.2594638878231565,0.2638473166146812,0.18846236901048657,4.2,0.022779519331243468
