gen,nevals,best,mean,median,worst,size,div
0,100,0.02371123527338741,0.01891945986694669,0.0188825272585084,0.014241270350267728,14.64,0.4993660745384883
1,82,0.026525315091960947,0.02074472248104369,0.02082665217969172,0.01768090431560627,14.75,0.4829745733194009
2,86,0.026700549293942766,0.02178183869098963,0.021694607297853857,0.018040791865304343,14.12,0.46110762800417976
3,83,0.027142847151943046,0.022788700578354498,0.022554205117889397,0.018556759863924247,13.49,0.4101358411703239
4,84,0.0272001923886971,0.02456354063658113,0.02457633564421216,0.020487144438225434,12.76,0.3291954022988505
5,80,0.02781058856883128,0.02551819220716917,0.025350166491395057,0.02182215047729592,12.52,0.27037269244165796
6,92,0.02781058856883128,0.026349022390351858,0.02660609710723779,0.024193958058496036,11.95,0.2159317311041449
7,78,0.028536146804751746,0.026918552382312586,0.02687756080943517,0.023506238423710652,11.16,0.16750957854406132
8,88,0.029372730066383922,0.027260410281529413,0.027385933356608314,0.024088442337617547,10.76,0.15601532567049808
9,82,0.029372730066383922,0.02767746038685272,0.027718976495961865,0.022142981256273356,10.29,0.15299895506792058
10,82,0.030444797378470972,0.028186085786825084,0.028274598325474146,0.02406306785367981,9.45,0.16634622082897946
11,82,0.03152697258759457,0.028669221122357404,0.028590046320357075,0.02520341148547191,8.62,0.1622013235806339
12,76,0.03152697258759457,0.028883144805229657,0.02936904758043511,0.0236476806250492,8.17,0.14391501219087424
13,82,0.03152697258759457,0.029349957885947596,0.029430893097551463,0.02411391253436026,7.91,0.1341483803552769
14,76,0.031887797978662535,0.029800002201527197,0.03007019141903445,0.022824833551273852,7.44,0.12872169975618253
15,83,0.031887797978662535,0.030158913154183505,0.03029710567340151,0.023471711177004615,6.6,0.11665621734587255
16,82,0.031887797978662535,0.03100394892840541,0.03152697258759457,0.021602512928913478,5.38,0.07130616509926854
17,78,0.031887797978662535,0.031234154141560656,0.03180314446182696,0.021762154365323624,4.69,0.044381748519679555
18,78,0.031887797978662535,0.031147514019029963,0.031887797978662535,0.018104651545195423,4.36,0.02573319400905608
19,83,0.031887797978662535,0.03131087001502156,0.031887797978662535,0.023576539416562216,4.22,0.016412399860675726
20,81,0.031887797978662535,-inf,0.031887797978662535,-inf,4.23,0.01988854057819575
21,81,0.031887797978662535,-inf,0.031887797978662535,-inf,4.11,0.010330895158481367
22,89,0.031887797978662535,0.03130453089114606,0.031887797978662535,0.022533839645125328,4.15,0.011668408220132358
23,83,0.031887797978662535,-inf,0.031887797978662535,-inf,4.15,0.015764541971438523
24,83,0.031887797978662535,-inf,0.031887797978662535,-inf,4.09,0.0157088122605364
25,85,0.031887797978662535,-inf,0.031887797978662535,-inf,4.15,0.01835597352838732
26,87,0.031887797978662535,-inf,0.031887797978662535,-inf,4.13,0.014371299198885407
27,82,0.031887926223363734,0.03145205825190647,0.031887797978662535,0.022814631027270244,4.19,0.015778474399164053
28,86,0.031887926223363734,0.031399273153377295,0.031887797978662535,0.021762154365323624,4.19,0.01835597352838732
29,91,0.031887926223363734,-inf,0.031887797978662535,-inf,4.14,0.02227795193312435
30,85,0.031925251212725415,-inf,0.031887797978662535,-inf,4.16,0.04036224312086381
31,78,0.031925251212725415,-inf,0.03188786210101313,-inf,4.18,0.05690003483106931
32,88,0.031925251212725415,-inf,0.031887926223363734,-inf,4.19,0.03993730407523511
33,87,0.031925251212725415,-inf,0.031887926223363734,-inf,4.12,0.03434343434343434
34,85,0.031925251212725415,-inf,0.031887926223363734,-inf,4.23,0.04655520724486242
35,90,0.031925251212725415,-inf,0.031887926223363734,-inf,4.17,0.048533611981887846
36,92,0.031925251212725415,-inf,0.031925251212725415,-inf,4.14,0.03764541971438524
37,89,0.031925251212725415,0.031251492772728325,0.031925251212725415,0.023734863802989784,4.25,0.023608498780912576
38,78,0.031925251212725415,-inf,0.031925251212725415,-inf,4.11,0.014385231626610939
39,77,0.031925251212725415,-inf,0.031925251212725415,-inf,4.12,0.01235806339254615
40,84,0.031925251212725415,0.0313746346549009,0.031925251212725415,0.023072250441342812,4.17,0.013047718564959945
41,82,0.031925251212725415,-inf,0.031925251212725415,-inf,4.14,0.012330198537095091
42,90,0.031925251212725415,0.031274914828547364,0.031925251212725415,0.018965473633793337,4.17,0.013033786137234413
43,84,0.031925251212725415,-inf,0.031925251212725415,-inf,4.11,0.013075583420411005
44,81,0.031925251212725415,-inf,0.031925251212725415,-inf,4.18,0.015047021943573666
45,91,0.031925251212725415,-inf,0.031925251212725415,-inf,4.02,0.00959944270289098
46,85,0.031925251212725415,-inf,0.031925251212725415,-inf,4.07,0.008923719958202717
47,88,0.031925251212725415,0.03148741302453216,0.031925251212725415,0.02318449274642877,4.12,0.008261929641239988
48,86,0.031925251212725415,0.03163151220528779,0.031925251212725415,0.023734863802989784,4.09,0.00754440961337513
49,72,0.031925251212725415,-inf,0.031925251212725415,-inf,4.21,0.01710205503308952
50,76,0.031925251212725415,0.03144549841421286,0.031925251212725415,0.023734863802989784,4.18,0.013709508881922678
