gen,nevals,best,mean,median,worst,size,div
0,100,0.14221127470378472,0.11320045832053527,0.11328028994534753,0.0817783967827622,14.64,0.4993660745384883
1,82,0.1474254498348932,0.123565750839791,0.12320842977538285,0.10913731107765569,14.53,0.4853430860327412
2,86,0.1474254498348932,0.12976300336497198,0.12846706525749138,0.11242925823919946,13.28,0.46060606060606063
3,83,0.15497031769839423,0.1363148423205317,0.13584758402437744,0.12165260016737729,11.87,0.3977917102055033
4,84,0.1570900329056043,0.143241810082535,0.1435857488685934,0.12533057552560753,11.44,0.3304075235109718
5,80,0.15836605826810488,0.14757089595975129,0.14726269141728496,0.12697160437953509,11.09,0.2777777777777778
6,92,0.16045735192830884,0.15100783194486866,0.15094921301195663,0.13687305749696807,10.78,0.24397074190177642
7,78,0.16313758258622238,0.15428712398135355,0.15497031769839423,0.13786914200678507,10.59,0.21658655520724487
8,88,0.1671823453167346,0.15645755217776497,0.15713256576214782,0.1394922287137225,10.43,0.1941971438523163
9,82,0.17101264129788488,0.1589219021037668,0.159201382027164,0.13214112176595671,10.0,0.2014629049111808
10,82,0.1697678290085917,0.161607515383014,0.16145217698606262,0.14380760481581545,10.01,0.19338906304423548
11,82,0.1697678290085917,0.1635228406256869,0.16410351669075987,0.14209859356609839,10.1,0.18557993730407524
12,76,0.17101264129788488,0.16447966724327337,0.16625666885971427,0.14432054043548675,10.23,0.15734587251828633
13,82,0.17369108363247118,0.16542897673257417,0.16701575251163464,0.14084889852051904,9.79,0.13816091954022988
14,76,0.17369108363247118,0.1665675199424872,0.16810274674735065,0.1377644297990222,9.4,0.133848833159178
15,83,0.17369108363247118,0.16712172652287804,0.1689639248214446,0.1403921525253333,9.02,0.13462904911180776
16,82,0.1751707824008456,0.1692952593106737,0.16941094803178547,0.14387333563063867,8.4,0.11888540578195751
17,78,0.1791274199714356,0.17065118663817128,0.172957581953478,0.1260225116298422,7.64,0.1119888540578196
18,78,0.17997755985901803,0.17223324650024047,0.17369108363247118,0.12679951215943971,7.07,0.08676419366074538
19,83,0.1791274199714356,0.17378692608369076,0.17501544421171972,0.14494363902173651,6.73,0.07678857540926506
20,81,0.1791274199714356,0.17415285183692375,0.17516296075705592,0.12530614126583509,6.49,0.07324973876698015
21,81,0.1791274199714356,0.1765911280354566,0.1791274199714356,0.13592252156094226,6.21,0.036746778126088474
22,89,0.1791274199714356,0.1770668086040694,0.1791274199714356,0.14075634116923724,6.15,0.013019853709508882
23,83,0.17950925325200226,0.1772550203210785,0.1791274199714356,0.14531701453733517,6.07,0.015764541971438523
24,83,0.18036720020364364,0.1774244453834285,0.1791274199714356,0.15266334771396856,6.11,0.01832810867293626
25,85,0.18036720020364364,0.17614566700577838,0.1791274199714356,0.1269517391439463,5.93,0.029223267154301638
26,87,0.18036720020364364,0.17776481346282805,0.1791274199714356,0.14462010289483704,5.69,0.03938000696621387
27,82,0.1811694518023371,0.1779744376194088,0.17950925325200226,0.14075723077701466,5.36,0.05402995471960989
28,86,0.18204918502931108,0.17763771467701148,0.1803671566232532,0.12937786544106947,5.17,0.05970741901776385
29,91,0.1822497745661346,-inf,0.18036720020364364,-inf,4.92,0.046799024730059216
30,85,0.1822497745661346,-inf,0.18036720020364364,-inf,4.68,0.05428073841866945
31,78,0.1822497745661346,-inf,0.1814643740804281,-inf,4.35,0.07599442702890978
32,88,0.1822498996912597,-inf,0.18204918502931108,-inf,4.18,0.0658307210031348
33,87,0.1822498996912597,-inf,0.1822497745661346,-inf,4.19,0.04495297805642633
34,85,0.1822498996912597,-inf,0.1822497745661346,-inf,4.22,0.021901776384535006
35,90,0.1822498996912597,0.17950056986605512,0.1822497745661346,0.11913724480591638,4.2,0.021650992685475445
36,92,0.1822498996912597,-inf,0.1822497745661346,-inf,4.19,0.03355625217694183
37,89,0.1822498996912597,-inf,0.1822497745661346,-inf,4.23,0.03885057471264368
38,78,0.1822498996912597,-inf,0.1822497745661346,-inf,4.13,0.048436084987809123
39,77,0.1822498996912597,-inf,0.1822498996912597,-inf,4.15,0.03639846743295019
40,84,0.1822498996912597,0.17930084405392377,0.1822498996912597,0.1352238683535643,4.18,0.017791710205503308
41,82,0.1822498996912597,-inf,0.1822498996912597,-inf,4.12,0.012330198537095091
42,90,0.1822498996912597,0.17864183097468708,0.1822498996912597,0.11391691610103706,4.15,0.013033786137234413
43,84,0.1822498996912597,0.17997977246916935,0.1822498996912597,0.1353972957267653,4.17,0.013075583420411005
44,81,0.1822498996912597,0.17838038843022275,0.1822498996912597,0.12381846430846755,4.22,0.015047021943573666
45,91,0.1822498996912597,-inf,0.1822498996912597,-inf,4.08,0.00959944270289098
46,85,0.1822498996912597,-inf,0.1822498996912597,-inf,4.05,0.008923719958202717
47,88,0.1822498996912597,-inf,0.1822498996912597,-inf,4.1,0.008261929641239988
48,86,0.1822498996912597,-inf,0.1822498996912597,-inf,4.07,0.00754440961337513
49,72,0.1822498996912597,0.17797849756479145,0.1822498996912597,0.1296216875920929,4.24,0.017777777777777778
50,76,0.1822498996912597,0.17926304543686006,0.1822498996912597,0.13923178634571196,4.18,0.013709508881922678
