gen,nevals,best,mean,median,worst,size,div
0,100,0.03461564338381125,0.02802423095769312,0.027787497295210746,0.022839391668232942,14.64,0.4993660745384883
1,82,0.03737822878839114,0.030282829547407433,0.030079034575979574,0.02588259161730705,14.72,0.48752351097178687
2,86,0.03737822878839114,0.03191328046590285,0.031631868318231435,0.02787269218978641,13.71,0.46546151166840816
3,83,0.03737822878839114,0.03352731525569944,0.033705258276212985,0.02902180404864475,12.85,0.4257262277951933
4,84,0.03737822878839114,0.03546522824042831,0.035494531348589056,0.031044635284209567,11.72,0.3462765586903518
5,80,0.03765295684613699,0.036456217483105895,0.03673570470047162,0.031895381792046755,10.98,0.24966910484151864
6,92,0.038550486690288904,0.03699780552371783,0.0372016709144762,0.033620830887230634,10.53,0.14550330895158484
7,78,0.038550486690288904,0.03742813182584734,0.03737822878839114,0.03374515842612347,10.41,0.11170323928944619
8,88,0.03875080844339492,0.037576894547399584,0.03765096616009038,0.03372063438051034,10.8,0.15098571926158136
9,82,0.039554205036064154,0.03781102454806248,0.038019169239754125,0.031262032567965,10.82,0.15945663531870427
10,82,0.039778941646024676,0.038297997569629406,0.03816522023951734,0.03437871995984987,10.63,0.17308951584813653
11,82,0.039778941646024676,0.03857702974548507,0.0386979189474359,0.03457329051195771,10.16,0.17663531870428423
12,76,0.04022438903751546,0.03871843813703328,0.03898527049511154,0.034155474104895514,9.48,0.16749564611633577
13,82,0.04037933717660444,0.03911874149112542,0.03948788918821863,0.03324454298865159,8.94,0.1326088470916057
14,76,0.04037933717660444,0.03927286185585511,0.03974852614165134,0.03323822078296457,8.78,0.09674677812608846
15,83,0.04037933717660444,0.039303510917987165,0.03980201193507982,0.033134110678963644,8.91,0.07237199582027166
16,82,0.04037933717660444,0.039688297620935405,0.03980201193507982,0.03504338596322329,8.64,0.06273772204806688
17,78,0.04037933717660444,0.03970842666327457,0.03988364893238789,0.03395072136718184,8.18,0.07193312434691745
18,78,0.04052980135787096,0.03983375973431105,0.04022438903751546,0.03061169867224696,7.99,0.06855451062347613
19,83,0.04052980135787096,0.03999943400117047,0.04022438903751546,0.03396984247689351,7.56,0.0595332636711947
20,81,0.04052980135787096,0.039888076567557273,0.04037933717660444,0.02934548892614519,7.36,0.05408568443051202
21,81,0.04052980135787096,0.04010534603308114,0.04037933717660444,0.03285034983808666,6.95,0.03738766980146291
22,89,0.04052980135787096,0.04008222166985518,0.04037933717660444,0.03298590303445955,6.67,0.028972483455242077
23,83,0.04052980135787096,0.0401564042304164,0.04052980135787096,0.03344562568105147,6.3,0.028826192964123996
24,83,0.04081094927868957,0.04029883156090196,0.04052980135787096,0.034489924799473916,6.12,0.01638453500522466
25,85,0.04121239174087128,0.039942671980726124,0.04052980135787096,0.030744213837822037,6.13,0.021030999651689305
26,87,0.04121239174087128,0.04023411113495932,0.04052980135787096,0.03173503266926916,6.03,0.024890282131661445
27,82,0.04121239174087128,0.04036200313252907,0.04052980135787096,0.03390654197997321,5.78,0.035889933820968306
28,86,0.041742246320739945,0.04034337760731977,0.0406311827960433,0.032341253628418686,5.46,0.04961337513061651
29,91,0.04174233354735435,-inf,0.04081094927868957,-inf,5.01,0.05573667711598747
30,85,0.04174233354735435,-inf,0.04121239174087128,-inf,4.79,0.05938697318007663
31,78,0.04174233354735435,-inf,0.041742246320739945,-inf,4.56,0.05765238592824799
32,88,0.04174233354735435,-inf,0.041742246320739945,-inf,4.29,0.04996865203761756
33,87,0.04174233354735435,-inf,0.041742246320739945,-inf,4.15,0.0481992337164751
34,85,0.04174233354735435,-inf,0.041742246320739945,-inf,4.18,0.05097875304771857
35,90,0.04174233354735435,0.04108797479702159,0.04174233354735435,0.01998351884939173,4.16,0.022877046325322187
36,92,0.04174233354735435,-inf,0.04174233354735435,-inf,4.2,0.02184604667363288
37,89,0.04174233354735435,-inf,0.04174233354735435,-inf,4.17,0.01711598746081505
38,78,0.04174233354735435,0.04124544479122647,0.04174233354735435,0.028673476968348544,4.17,0.014385231626610939
39,77,0.04174233354735435,-inf,0.04174233354735435,-inf,4.14,0.01235806339254615
40,84,0.04174233354735435,0.04126635551922974,0.04174233354735435,0.03241477375879474,4.19,0.013047718564959945
41,82,0.04174233354735435,-inf,0.04174233354735435,-inf,4.12,0.012330198537095091
42,90,0.04174233354735435,0.04097696301528488,0.04174233354735435,0.02596692835045368,4.15,0.013033786137234413
43,84,0.04174233354735435,0.041319171209835,0.04174233354735435,0.030949060866468082,4.17,0.013075583420411005
44,81,0.04174233354735435,0.04095721703977972,0.04174233354735435,0.029506867863677306,4.2,0.015047021943573666
45,91,0.04174233354735435,-inf,0.04174233354735435,-inf,4.08,0.00959944270289098
46,85,0.04174233354735435,-inf,0.04174233354735435,-inf,4.05,0.008923719958202717
47,88,0.04174233354735435,-inf,0.04174233354735435,-inf,4.1,0.008261929641239988
48,86,0.04174233354735435,-inf,0.04174233354735435,-inf,4.09,0.00754440961337513
49,72,0.04174233354735435,0.04081500440398507,0.04174233354735435,0.029637840921569805,4.23,0.01710205503308952
50,76,0.04174233354735435,0.041285875057755266,0.04174233354735435,0.03159786195043862,4.18,0.013709508881922678
