gen,nevals,best,mean,median,worst,size,div
0,100,0.26007328188371076,0.2173966974484136,0.2159146582738865,0.17626143562809574,14.64,0.4993660745384883
1,82,0.27634544714620807,0.23468183786167912,0.2356952015527191,0.20009543576928449,14.89,0.4870567746429815
2,86,0.2835427176961317,0.24677013231261266,0.24624423777239574,0.21124298500026617,14.04,0.465677464298154
3,83,0.2875864973251961,0.25726262379033854,0.25634605015561407,0.22817304647098222,13.32,0.43225357018460464
4,84,0.2875864973251961,0.2691586411675071,0.27085027764624536,0.24194095865213636,12.85,0.3779519331243469
5,80,0.2936402768220226,0.2752499206140432,0.27550076534086765,0.24846584462152935,12.82,0.31898293277603623
6,92,0.2936402768220226,0.28110670253107967,0.28108948915944826,0.26584962521600497,12.41,0.2597213514454894
7,78,0.30136518266733675,0.28706332337298196,0.2875864973251961,0.26570428842825794,12.09,0.1865761058864507
8,88,0.3148578604374009,0.2909863254485453,0.29304762186327993,0.26623885098530053,12.28,0.13836293974225009
9,82,0.3148578604374009,0.29465082814693644,0.29577752194180923,0.2359780234463147,11.65,0.1299825844653431
10,82,0.3148578604374009,0.30021601208940324,0.3008630811395554,0.2655140730737141,10.55,0.12197143852316265
11,82,0.31636799159053863,0.30405235603175174,0.30168439334175345,0.26695285993605716,10.0,0.10569139672587949
12,76,0.31636799159053863,0.3070179794822342,0.3077909110614556,0.2644915719939755,9.09,0.08818530128874956
13,82,0.31756420651504613,0.31142608016035234,0.3148578604374009,0.26070771376892543,8.35,0.06158829676071055
14,76,0.3165429224278984,0.3114113418615633,0.3148578604374009,0.25627141838621154,7.9,0.06534308603274121
15,83,0.3186039489506285,0.3106879121446607,0.3150901801709033,0.23608037615340685,7.68,0.08649251132009754
16,82,0.3207685965043739,0.31376597409820467,0.31636799159053863,0.2610429392944695,7.2,0.0695367467781261
17,78,0.32422944641259666,0.31410789761466107,0.31636799159053863,0.25599500387748514,6.76,0.059198885405781956
18,78,0.32422944641259666,0.31458102200170207,0.31777391415914,0.2192405011383646,6.37,0.07623127830024382
19,83,0.32422944641259666,-inf,0.3186039489506285,-inf,5.8,0.06259839777081157
20,81,0.32422944641259666,0.3154933371546441,0.3207685965043739,0.2155691647911567,5.28,0.054796238244514114
21,81,0.32422944641259666,-inf,0.32092975314896954,-inf,4.63,0.04681992337164751
22,89,0.32447966482012164,0.3188955290635878,0.32422944641259666,0.24059150630715456,4.42,0.04133751306165099
23,83,0.32447966482012164,-inf,0.32422944641259666,-inf,4.17,0.02610240334378265
24,83,0.32432275065182603,-inf,0.32422944641259666,-inf,4.08,0.02163706025774991
25,85,0.32432275065182603,-inf,0.32422944641259666,-inf,4.2,0.029285963079066526
26,87,0.32432275065182603,-inf,0.32422944641259666,-inf,4.15,0.02861024033437827
27,82,0.3243228363873211,-inf,0.32422944641259666,-inf,4.13,0.0428352490421456
28,86,0.3243228363873211,-inf,0.32422944641259666,-inf,4.14,0.05001741553465692
29,91,0.3243228363873211,-inf,0.32432275065182603,-inf,4.06,0.039902473005921285
30,85,0.3243228363873211,-inf,0.32432275065182603,-inf,4.14,0.044332985022640194
31,78,0.3243228363873211,0.3192646983040895,0.32432275065182603,0.21998547085714937,4.21,0.052546151166840825
32,88,0.3243228363873211,-inf,0.3243228363873211,-inf,4.15,0.029822361546499476
33,87,0.3243228363873211,-inf,0.3243228363873211,-inf,4.14,0.019129223267154303
34,85,0.3243228363873211,-inf,0.3243228363873211,-inf,4.22,0.01921281783350749
35,90,0.3243228363873211,0.3192402785686316,0.3243228363873211,0.18786511310772216,4.18,0.015102751654475792
36,92,0.3243228363873211,-inf,0.3243228363873211,-inf,4.2,0.02184604667363288
37,89,0.3243228363873211,-inf,0.3243228363873211,-inf,4.21,0.01711598746081505
38,78,0.3243228363873211,-inf,0.3243228363873211,-inf,4.15,0.014385231626610939
39,77,0.3243228363873211,-inf,0.3243228363873211,-inf,4.14,0.01235806339254615
40,84,0.3243228363873211,0.32071324736663503,0.3243228363873211,0.24804545593979357,4.19,0.013047718564959945
41,82,0.3243228363873211,-inf,0.3243228363873211,-inf,4.14,0.012330198537095091
42,90,0.3243228363873211,0.31813079095932745,0.3243228363873211,0.19259012160497185,4.17,0.013033786137234413
43,84,0.3243228363873211,0.3206066333203874,0.3243228363873211,0.23701957274458077,4.15,0.013075583420411005
44,81,0.3243228363873211,0.3175342158908683,0.3243228363873211,0.2199855484273592,4.2,0.015047021943573666
45,91,0.3243228363873211,-inf,0.3243228363873211,-inf,4.06,0.00959944270289098
46,85,0.3243228363873211,-inf,0.3243228363873211,-inf,4.09,0.008923719958202717
47,88,0.3243228363873211,-inf,0.3243228363873211,-inf,4.1,0.008261929641239988
48,86,0.3243228363873211,-inf,0.3243228363873211,-inf,4.07,0.00754440961337513
49,72,0.3243228363873211,0.31623558942368357,0.3243228363873211,0.22006860418551652,4.22,0.017777777777777778
50,76,0.3243228363873211,0.32081128530861014,0.3243228363873211,0.23701957274458077,4.18,0.013709508881922678
